"GEOID","Observed","pct.Under5","pct.65over","pct.asian","pct.mixed","pct.hispanic","pct.black","pct.female_hohwc","pct.married","pct.female_hoh","pct.HS_higher","pct.COLL_higher","pct.enter2000","pct.unemploy","pct.families_assist","pct.families_bpl","pct.families_bplwc","pct.homes_vacant","pct.homes_20+","pct.renters_occupied","pct.home_pre1950","pct.home_pre1960","pct.home_pre1980","pre1940","pct.inc_pov_ratio_l1","pct.inc_pov_ratio_g2","pct.rural","density.pop.acre","density.house.acre"
26163550200,0.085826,3.9,11.4,2.4,2.7,3.3,16.6,10.1,47.8,12.1,95.8,54.4,12.8,4.3,1,11.3,7.9,11.5,4.5,40.7,80.26172301,88.05888768,94.11123228,77.1,11.26373626,79.3040293,0,11.27658015,5.49337126
26163550300,0.073513,5.9,13.2,0.9,0.7,2.3,3,1.9,75.6,5.8,98.9,73.3,17.8,4.4,1,4,0,1.3,0,1.8,68.14688301,85.82408198,95.38855679,56.9,4.016477858,94.02677652,0,7.912439802,2.868891596
26163550400,0.076923,3.9,21.1,2.3,2.6,2.6,5,6.6,37.2,10.9,96.2,68.2,15.1,6.1,0.6,2.2,0,8.1,5.8,28.8,59.63302752,72.70642202,91.62844037,48.5,2.205882353,94.60784314,0,6.907812429,3.81691664
26163550500,0.05642,4.2,14,1.3,1.1,1.5,2.5,4,60.9,11.2,98.8,70.3,6.3,3.2,0,2.5,0,7.7,0,18.5,63.76716808,85.80771746,93.52517986,56.4,2.485659656,95.60229446,0,8.576762922,3.497167169
26163550600,0.020833,3.6,20.2,1,0.4,1.9,1,2.2,75.1,4.7,98.4,79.8,18,2.1,0,0.8,0,14.7,0,3.4,47.67699115,78.42920354,88.05309735,31,0.792393027,98.73217116,0,4.527458058,1.923168024
26163550700,0.019671,6.2,14.5,1.2,1.2,2.2,1.7,4.5,75.5,9.5,99.3,70.5,13.6,3.9,1.3,0.8,0,1.5,0.7,4.6,59.43708609,85.87196468,93.87417219,42.3,0.773694391,95.42230819,0,8.418281259,3.381821459
26163550800,0.02381,5.3,23.7,1.8,1.2,1.5,3.1,1.4,67.3,4.3,97.6,71.6,6.3,4.7,0.7,1.2,0,7.5,0,7.9,46.67774086,80.23255814,90.86378738,15.6,1.222493888,91.93154034,0,2.732426719,1.25169645
26163550900,0,3,27.1,3.7,1,1.8,1.9,1.3,67.6,7.6,99.1,65.7,0.8,4,0,0,0,4.7,0,8.1,13.08258381,39.57481603,75.79721995,7.1,0,98.89624724,0,4.628368739,2.065304862
26163551100,0.024347,3.8,20,1.8,1,1.5,2.5,2.6,73,4.8,97.6,67.2,8.2,4.9,0,1.7,0,7.3,1.8,4.3,26.96228338,80.12232416,95.15800204,6.3,1.688048616,92.91019581,0,4.919995978,2.041555168
26163551200,0.031898,6,11.9,1.4,2.4,2.1,7.5,7.5,57.9,12.6,98.9,55.3,3.9,5.4,0.7,5.9,0,0.5,0,17.4,54.09090909,94.41558442,98.8961039,11.3,5.897435897,82.47863248,0,10.72211543,4.435284299
26163551300,0.024568,6.1,19.2,2.4,1.8,1.6,33.8,8.9,31.4,17.3,89.2,33.4,29.5,11.8,2.2,9.1,0,12,8.2,37,14.92698756,77.8799351,96.59275284,3.8,9.112149533,67.05607477,0,9.673177061,4.978582426
26163551400,0.005464,5.4,12.2,1.6,2.7,2.3,50.7,13.1,39.5,20.2,88.4,22.4,20.2,10.6,1.3,5.7,0,9.4,0,42,12.9466901,72.93497364,95.43057996,0,5.697445972,67.58349705,0,7.024420999,3.204151554
26163551500,0.020308,6,12.2,0.9,2.6,1.6,45.1,8.9,46.6,22.1,87.4,21.3,0,8.2,1.5,9.9,0,11.4,0,22,35.73844419,89.62795941,99.43630214,7.7,9.931506849,78.08219178,0,6.108643035,2.445976242
26163551600,0.010582,7.1,7.3,0.8,3.7,2.2,51.3,19.4,20.4,39.3,87.2,8.9,0,17.1,6.9,13.4,10.7,18.2,0.5,50.3,60.1320132,91.74917492,98.94389439,8.4,13.43115124,40.06772009,0,13.36545534,5.81670787
26163551700,0.044125,3.6,21,4.1,0.5,1.3,2.1,3.4,68.3,4.5,96.7,64.2,14,3.6,1,0,0,4.4,0,4.5,16.4893617,46.35258359,94.98480243,4.3,0,92.12513484,0,9.03265756,3.653979305
26163551800,0.039087,5.3,18.1,2.9,1.3,1.7,6,5.3,59.4,8.1,97.4,45.5,0,9.1,0.8,5.4,0,8.3,8.4,20.9,44.48767834,71.27107652,90.53177691,21.4,5.38071066,85.4822335,0,11.38264382,5.229284486
26163552000,0.071891,9.1,8.2,33.8,3.9,1.2,8.9,7.7,50.5,9.4,74.1,12,24.9,8.1,9.3,41.7,35.1,16.4,2.2,34,75.55771096,85.83899127,95.44131911,53,41.65202109,34.62214411,0,21.1333661,8.477353103
26163552100,0.063213,9,6.9,21.9,3.2,1.2,32.2,17.3,37,24.6,67.8,15.4,22.2,16.1,2.8,45.3,45.8,21.7,3.2,55.1,65.11764706,77.82352941,91.76470588,53.5,45.29816514,31.19266055,0,20.28692552,9.035548974
26163552200,0.079693,9,8.4,19.7,3.3,1.1,14.1,8.5,55,14.7,80.7,17.7,29.2,11.4,7.5,30.8,18.8,19,0.5,35.5,78.9244186,89.38953488,98.98255814,58.8,30.84982538,45.28521537,0,18.47429228,7.803706653
26163552300,0.065391,9,7.1,29.1,4.4,1.3,12.2,9.2,51,15.7,70.9,8.8,35.5,12.2,11.5,53,0,26.9,0.4,65.6,69.17755573,79.40046118,92.23674097,48.2,53.02806499,22.45199409,0,28.7565471,11.928219
26163552400,0.064354,11.2,10.5,25,4.8,2.6,22.1,9.9,45.5,13.7,66.8,9.5,32.5,12.1,12.1,44.4,10.3,17,0,44.3,70.09803922,80.14705882,87.99019608,47.4,44.42060086,26.18025751,0,13.3843941,4.324543886
26163552800,0.088902,10.8,6.6,9,7.7,1.6,20.2,10.8,45.5,11.5,60.8,8.4,33.8,16.3,9.2,64.9,17.5,22.3,9.4,58.5,71.94656489,85.62340967,89.63104326,59.3,64.87935657,20.91152815,0,11.56177787,3.773926351
