Grant,Lead Agency Name,Partner Name,Location Name,Provider Type,Street Address,City,State,Zip Code,Location County Served,Location School District,FY Year End Date,Fiscal Year,Full Day Funded Slots,Half Day Funded Slots,Total Funded Slots,Pre-K Identification Number,Master Provider Identification (MPI) Number,Master Provider ID Service Location Identification Number,Lead Agency Master Provider ID,Georeferenced Latitude & Longitude,State FIPS Code,County FIPS Code
PA PKC,BRIGHTSIDE ACADEMY INC,,BRIGHTSIDE ACADEMY EARLY CARE EDUCATION,CHILD CARE PROVIDER,2300 W ALLEGHENY AVE ACCA # 24,PHILADELPHIA,PA,19132,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,20,0,20,5526,100140532,50,100140532,POINT (-75.16772 40.00352),42,101
PA PKC,BUCKS COUNTY INTERMEDIATE UNIT 22,,SAMUEL K FAUST ELEMENTARY SCHOOL,HEAD START,2901 BELLVIEW DR,BENSALEM,PA,19020,BUCKS,BENSALEM TOWNSHIP,06/30/2025,FY2024-2025,17,0,17,23641,1403063,35,1403063,POINT (-74.96379 40.11989),42,17
HSSAP,BRADFORD TIOGA HEAD START INC.,,MANSFIELD 2 BLOSSBURG ELEMENTARY SCHOOL,HEAD START,133 HANNIBAL ST,BLOSSBURG,PA,16912,TIOGA,SOUTHERN TIOGA,06/30/2025,FY2024-2025,0,0,17,14419,102877208,12,102877208,POINT (-77.06262 41.67954),42,117
PA PKC,BLUEPRINTS,SMARTKIDS CHILD CARE AND LEARNING CENTER,SMART KIDS CHILD CARE LEARNING CENTER INC,CHILD CARE PROVIDER,340 MEADOWLANDS BLVD,WASHINGTON,PA,15301,WASHINGTON,CANON-MCMILLAN,06/30/2025,FY2024-2025,17,0,17,12152,100216640,4,100731376,POINT (-80.20946 40.22896),42,125
PA PKC,BRIGHT BEGINNIGS EDUCATION CENTER INC,,BRIGHT BEGINNINGS EDUCATION CENTER INC,LICENSED NURSERY,536 HODGSON ST,OXFORD,PA,19363,CHESTER,OXFORD AREA,06/30/2025,FY2024-2025,34,0,34,14366,102714614,2,102714614,POINT (-75.97309 39.78142),42,29
PA PKC,COMMUNITY SERVICES FOR CHILDREN INC,,ALLENTOWN OVERLOOK PARK,HEAD START,445 HANOVER AVE,ALLENTOWN,PA,18109,LEHIGH,ALLENTOWN CITY,06/30/2025,FY2024-2025,20,0,20,13994,100128144,29,100128144,POINT (-75.44849 40.61318),42,77
PA PKC,CEN-CLEAR CHILD SERVICES INC,,MATTERNVILLE PRE-SCHOOL,CHILD CARE PROVIDER,3638 N ATHERTON ST,PORT MATILDA,PA,16870,CENTRE,STATE COLLEGE AREA,06/30/2024,FY2023-2024,0,16,16,1258,100005322,67,100005322,POINT (-77.95199 40.82656),42,27
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,,BARRY SCHOOL,SCHOOL DISTRICT,5900 RACE ST,PHILADELPHIA,PA,19139,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,0,0,36,1960,100137321,120,100137321,POINT (-75.23851 39.96485),42,101
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTER AT CAMPUS,CHILD CARE PROVIDER,410 E 5TH ST,BETHLEHEM,PA,18015,NORTHAMPTON,BETHLEHEM AREA,06/30/2017,FY2016-2017,34,0,34,1598,100127245,12,100127245,POINT (-75.37277 40.60938),42,95
PA PKC,ABC KIDDIE KAMPUS INC,,ABC KIDDIE KAMPUS,CHILD CARE PROVIDER,1150 E MOUNTAIN BLVD,WILKES BARRE,PA,18702,LUZERNE,WILKES-BARRE AREA,06/30/2025,FY2024-2025,13,0,13,23597,100130750,5,100130750,POINT (-75.81035 41.25248),42,79
PA PKC,LAWRENCE COUNTY SOCIAL SERVICES INC,,BEN FRANKLIN EARLY LEARNING CENTER,HEAD START,815 CUNNINGHAM AVE,NEW CASTLE,PA,16101,LAWRENCE,NEW CASTLE AREA,06/30/2025,FY2024-2025,124,0,124,1590,1530600,2,1530600,POINT (-80.3369 40.99022),42,73
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,YOUR CHILDS WORLD LEARNING CENTER INC,YOUR CHILDS WORLD LEARNING CENTER,CHILD CARE PROVIDER,6501 ROOSEVELT BLVD 6595A,PHILADELPHIA,PA,19149,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,0,0,150,11608,100136370,4,100137321,POINT (-75.06579 40.03517),42,101
PA PKC,SENECA HIGHLANDS IU 9,PORT ALLEGANY SCHOOL DISTRICT,PORT ALLEGANY,SCHOOL DISTRICT,85 CLYDE LYNCH DR,PORT ALLEGANY,PA,16743,MCKEAN,PORT ALLEGANY,06/30/2025,FY2024-2025,35,0,35,18995,103352977,1,1485819,POINT (-78.26723 41.81512),42,83
PA PKC,BUTLER COUNTY CHILDRENS CENTER,,BUTLER COUNTY CHILDRENS CENTER,HEAD START,131 HOMEWOOD DR,BUTLER,PA,16001,BUTLER,BUTLER AREA,06/30/2025,FY2024-2025,17,0,17,1823,100134277,1,100134277,POINT (-79.90125 40.88297),42,19
PA PKC,CEN-CLEAR CHILD SERVICES INC,,MOSHANNON VALLEY ELEMENTARY,HEAD START,5026 GREEN ACRE RD,HOUTZDALE,PA,16651,CLEARFIELD,MOSHANNON VALLEY,06/30/2023,FY2022-2023,18,0,18,1273,100005322,55,100005322,POINT (-78.401 40.82713),42,33
HSSAP,BLUEPRINTS,,CENTER IN THE WOODS,HEAD START,130 WOODLAND CT,BROWNSVILLE,PA,15417,WASHINGTON,BROWNSVILLE AREA,06/30/2025,FY2024-2025,0,0,12,13972,100731376,49,100731376,POINT (-79.9011 40.04262),42,125
PA PKC,NORTHGATE SCHOOL DISTRICT,,BELLEVUE ELEMENTARY,SCHOOL DISTRICT,435 LINCOLN AVE,BELLEVUE,PA,15202,ALLEGHENY,NORTHGATE,06/30/2025,FY2024-2025,19,0,19,11830,1787678,3,1787678,POINT (-80.05474 40.49438),42,3
PA PKC,CHILD DEVELOPMENT CENTERS INC,,FRANKLIN AREA CHILD DEVELOPMENT CENTER,CHILD CARE PROVIDER,614 11TH ST,FRANKLIN,PA,16323,VENANGO,FRANKLIN AREA,06/30/2025,FY2024-2025,60,0,60,1018,100221926,7,100221926,POINT (-79.82991 41.3938),42,121
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,CARING PEOPLE ALLIANCE,WEST PHILADELPHIA BOYS AND GIRLS CLUB,CHILD CARE PROVIDER,5843 CATHARINE ST,PHILADELPHIA,PA,19143,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,0,0,20,24766,100125714,23,100137321,POINT (-75.2404 39.9506),42,101
PA PKC,CEN-CLEAR CHILD SERVICES INC,,WINGATE ELEMENTARY,HEAD START,751 S EAGLE VALLEY RD,WINGATE,PA,16823,CENTRE,BALD EAGLE AREA,06/30/2025,FY2024-2025,19,0,19,1253,100005322,58,100005322,POINT (-77.81121 40.93591),42,27
PA PKC,LITTLE PEOPLE DAY CARE SCHOOL INC,,LITTLE PEOPLE DAY CARE SCHOOL,CHILD CARE PROVIDER,154 3RD AVE,KINGSTON,PA,18704,LUZERNE,WYOMING VALLEY WEST,06/30/2025,FY2024-2025,34,0,34,5034,100133289,1,100133289,POINT (-75.88526 41.25681),42,79
PA PKC,CEN-CLEAR CHILD SERVICES INC,,HOUTZDALE CHILD AND FAMILY CENTER,HEAD START,947 SPRING ST,HOUTZDALE,PA,16651,CLEARFIELD,MOSHANNON VALLEY,06/30/2025,FY2024-2025,4,0,4,12734,100005322,93,100005322,POINT (-78.33703 40.82952),42,33
HSSAP,BLUEPRINTS,,CAS MAPLE TERRACE,HEAD START,1136 MAPLE TER,WASHINGTON,PA,15301,WASHINGTON,WASHINGTON,06/30/2025,FY2024-2025,0,0,9,1775,100731376,21,100731376,POINT (-80.26209 40.1911),42,125
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTER/WALNUT STREET,CHILD CARE PROVIDER,1145 W WALNUT ST,ALLENTOWN,PA,18102,LEHIGH,ALLENTOWN CITY,06/30/2015,FY2014-2015,19,0,19,2187,100127245,8,100127245,POINT (-75.48089 40.59811),42,77
PA PKC,SENECA HIGHLANDS IU 9,YMCA OF OLEAN NY AND BRADFORD PA,YMCA CHILD CARE,CHILD CARE PROVIDER,55 BOYLSTON ST # 59,BRADFORD,PA,16701,MCKEAN,BRADFORD AREA,06/30/2025,FY2024-2025,18,0,18,11656,101826410,2,1485819,POINT (-78.64796 41.95713),42,83
HSSAP,CEN-CLEAR CHILD SERVICES INC,,MOSHANNON VALLEY ELEMENTARY,HEAD START,5026 GREEN ACRE RD,HOUTZDALE,PA,16651,CLEARFIELD,MOSHANNON VALLEY,06/30/2016,FY2015-2016,0,0,15,1273,100005322,55,100005322,POINT (-78.401 40.82713),42,33
PA PKC,FIRST LEARNING LLC,,LANDISVILLE INTERMEDIATE CENTER,LICENSED NURSERY,330 MUMMA DR,LANDISVILLE,PA,17538,LANCASTER,HEMPFIELD,06/30/2025,FY2024-2025,38,0,38,25347,104099541,4,104099541,POINT (-76.41136 40.08549),42,71
PA PKC,CEN-CLEAR CHILD SERVICES INC,,WEST BRANCH ELEMENTARY,HEAD START,356 ALLPORT CUTOFF,MORRISDALE,PA,16858,CLEARFIELD,WEST BRANCH AREA,06/30/2018,FY2017-2018,18,0,18,1267,100005322,56,100005322,POINT (-78.20021 40.97885),42,33
PA PKC,READING CALVARY CHURCH OF THE NAZARENE,,RIVERVIEW CHRISTIAN EARLY LEARNING CENTER,CHILD CARE PROVIDER,3301 STOUDTS FERRY BRIDGE RD,READING,PA,19605,BERKS,MUHLENBERG,06/30/2025,FY2024-2025,90,0,90,4642,100126776,1,100126776,POINT (-75.94834 40.38581),42,11
PA PKC,SOUTHERN TIOGA SCH DIST,MANSFIELD AREA NURSERY SCHOOL,MANSFIELD AREA NURSERY SCHOOL,LICENSED NURSERY,1 DORSETT DR,MANSFIELD,PA,16933,TIOGA,SOUTHERN TIOGA,06/30/2025,FY2024-2025,7,2,9,1355,102280283,1,1392504,POINT (-77.07792 41.80497),42,117
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,OLD FORGE,HEAD START,401 MELMORE ST,OLD FORGE,PA,18518,LACKAWANNA,OLD FORGE,06/30/2025,FY2024-2025,0,0,17,23740,102280167,84,102280167,POINT (-75.74359 41.3722),42,69
PA PKC,CEN-CLEAR CHILD SERVICES INC,WEST BRANCH AREA SCHOOL DIS,WEST BRANCH ELEMENTARY,SCHOOL DISTRICT,356 ALLPORT CUTOFF,MORRISDALE,PA,16858,CLEARFIELD,WEST BRANCH AREA,06/30/2021,FY2020-2021,19,0,19,13948,1397538,3,100005322,POINT (-78.20021 40.97885),42,33
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTER/WALNUT STREET,CHILD CARE PROVIDER,1145 W WALNUT ST,ALLENTOWN,PA,18102,LEHIGH,ALLENTOWN CITY,06/30/2025,FY2024-2025,34,0,34,2187,100127245,8,100127245,POINT (-75.48089 40.59811),42,77
HSSAP,HUNTINGDON CTY CHILD & ADULT DVPT CORP,,ST CATHERINES SCHOOL HALL,HEAD START,230 W DAVIS ST,MOUNT UNION,PA,17066,HUNTINGDON,MOUNT UNION AREA,06/30/2025,FY2024-2025,0,0,14,21045,100134295,27,100134295,POINT (-77.88838 40.38395),42,61
PA PKC,DELAWARE COUNTY INTERMEDIATE UNIT,,WALNUT STREET ELEMENTARY SCHOOL,SCHOOL DISTRICT,224 S 6TH ST,DARBY,PA,19023,DELAWARE,WILLIAM PENN,06/30/2025,FY2024-2025,40,0,40,24480,100002680,29,100002680,POINT (-75.25652 39.91534),42,45
PA PKC,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,SOUTHEAST ELEMENTARY SCHOOL,SCHOOL DISTRICT,499 E PERSHING AVE,LEBANON,PA,17042,LEBANON,LEBANON,06/30/2025,FY2024-2025,34,0,34,1192,1440076,6,100758487,POINT (-76.40339 40.33644),42,75
HSSAP,BLUEPRINTS,,CAS PLAZA,HEAD START,150 W BEAU ST SUITE 304,WASHINGTON,PA,15301,WASHINGTON,WASHINGTON,06/30/2025,FY2024-2025,0,0,50,1962,100731376,18,100731376,POINT (-80.24874 40.16997),42,125
PA PKC,ALLEGHENY INTERMEDIATE UNIT,,CORNELL MOON PRE K COUNTS BROOKS ELEM,HEAD START,1720 HASSAM RD,CORAOPOLIS,PA,15108,ALLEGHENY,CORNELL,06/30/2025,FY2024-2025,19,0,19,14230,100138249,97,100138249,POINT (-80.17654 40.50007),42,3
PA PKC,YWCA OF YORK,,YWCA OF YORK DAY CARE CENTER,CHILD CARE PROVIDER,320 E MARKET ST,YORK,PA,17403,YORK,YORK CITY,06/30/2025,FY2024-2025,165,0,165,1136,100125957,1,100125957,POINT (-76.72115 39.96449),42,133
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,YOUR CHILDS WORLD LEARNING CENTER INC,YOUR CHILDS WORLD LEARNING CENTER,CHILD CARE PROVIDER,6501 ROOSEVELT BLVD 6595A,PHILADELPHIA,PA,19149,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,50,0,50,11608,100136370,4,100137321,POINT (-75.06579 40.03517),42,101
PA PKC,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,WALLENPAUPACK HEAD START,HEAD START,989 MAIN ST,NEWFOUNDLAND,PA,18445,PIKE,WALLENPAUPACK AREA,06/30/2025,FY2024-2025,18,0,18,13366,102280167,66,102280167,POINT (-75.32012 41.30874),42,103
PA PKC,PITTSBURGH PUBLIC SCHOOLS,,ALLEGHENY TRADITIONAL ACADEMY PREK,SCHOOL DISTRICT,810 ARCH ST,PITTSBURGH,PA,15212,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,16,0,16,14111,100133995,66,100133995,POINT (-80.00857 40.45318),42,3
HSSAP,CEN-CLEAR CHILD SERVICES INC,ASOCIACION PUERTORRIQUENOS EN MARCHA INC,MOUNTAINTOP AREA ELEMENTARY,HEAD START,100 SCHOOL DR,SNOW SHOE,PA,16874,CENTRE,BALD EAGLE AREA,06/30/2019,FY2018-2019,0,0,16,10159,100005322,83,100005322,POINT (-77.94363 41.02724),42,27
HSSAP,HUNTINGDON CTY CHILD & ADULT DVPT CORP,,HUNTINGDON HIGH SCHOOL MIDDLE SCHOOL,HEAD START,2400 CASSADY AVE,HUNTINGDON,PA,16652,HUNTINGDON,HUNTINGDON AREA,06/30/2025,FY2024-2025,0,0,10,13350,100134295,22,100134295,POINT (-78.01151 40.50418),42,61
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,BALDWIN HAMILTON,HEAD START,1401 HAMILTON RD,PITTSBURGH,PA,15234,ALLEGHENY,BALDWIN-WHITEHALL,06/30/2025,FY2024-2025,0,0,36,22787,100138249,112,100746305,POINT (-80.01546 40.36006),42,3
HSSAP,PITTSBURGH PUBLIC SCHOOLS,,MANCHESTER CENTER,SCHOOL DISTRICT,1612 MANHATTAN ST,PITTSBURGH,PA,15233,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,0,0,6,3042,100133995,36,100133995,POINT (-80.02707 40.45633),42,3
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,BRIGHTSIDE ACADEMY INC,BRIGHTSIDE ACADEMY INC,CHILD CARE PROVIDER,2501 KENSINGTON AVE ACCA # 19,PHILADELPHIA,PA,19125,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,14,0,14,5517,100140532,30,100137321,POINT (-75.12936 39.9877),42,101
HSSAP,CEN-CLEAR CHILD SERVICES INC,,HARMONY ELEMENTARY,HEAD START,5239 RIDGE RD,WESTOVER,PA,16692,CLEARFIELD,HARMONY AREA,06/30/2023,FY2022-2023,0,0,11,10011,100005322,80,100005322,POINT (-78.72722 40.7782),42,33
PA PKC,COMMUNITY ACTION PARTNERSHIP MERCER CTY,,WEST MIDDLESEX CENTER,HEAD START,3591 SHARON RD,WEST MIDDLESEX,PA,16159,MERCER,WEST MIDDLESEX AREA,06/30/2025,FY2024-2025,15,0,15,21244,102280130,14,102280130,POINT (-80.44648 41.17361),42,85
PA PKC,PIC WESTMORELAND/FAYETTE,,RESERVE PRIMARY,HEAD START,2107 LONSDALE ST,PITTSBURGH,PA,15212,ALLEGHENY,SHALER AREA,06/30/2025,FY2024-2025,20,0,20,13836,100134894,35,100134894,POINT (-79.98085 40.47544),42,3
PA PKC,FIRST LEARNING LLC,,BRECHT ELEMENTARY SCHOOL,LICENSED NURSERY,1250 LITITZ PIKE,LANCASTER,PA,17601,LANCASTER,MANHEIM TOWNSHIP,06/30/2025,FY2024-2025,18,0,18,25346,104099541,3,104099541,POINT (-76.30793 40.05907),42,71
PA PKC,CEN-CLEAR CHILD SERVICES INC,,RIDGWAY ELEMENTARY,HEAD START,62 SCHOOL DR,RIDGWAY,PA,15853,ELK,RIDGWAY AREA,06/30/2025,FY2024-2025,18,0,18,18781,100005322,131,100005322,POINT (-78.70763 41.41308),42,47
PA PKC,SCHOOL DISTRICT OF LANCASTER,,KING ELEMENTARY,SCHOOL DISTRICT,466 ROCKLAND ST,LANCASTER,PA,17602,LANCASTER,LANCASTER,06/30/2025,FY2024-2025,36,0,36,21415,1392433,14,1392433,POINT (-76.3 40.03439),42,71
PA PKC,COUNCIL OF THREE RIVERS AMER INDIAN CTR,MT WASHINGTON CHILDRENS CENTER,MT WASHINGTON CHILDRENS CTR,CHILD CARE PROVIDER,200 SOUTHERN AVE,PITTSBURGH,PA,15211,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,18,0,18,1501,100134624,1,100137466,POINT (-80.01069 40.42415),42,3
PA PKC,HUNTINGDON CTY CHILD & ADULT DVPT CORP,,SOUTH SIDE ELEMENTARY,HEAD START,10906 STATION RD,HUNTINGDON,PA,16652,HUNTINGDON,HUNTINGDON AREA,06/30/2025,FY2024-2025,16,0,16,11817,100134295,17,100134295,POINT (-78.06157 40.46364),42,61
HSSAP,CEN-CLEAR CHILD SERVICES INC,,MOUNTAINTOP AREA ELEMENTARY,HEAD START,100 SCHOOL DR,SNOW SHOE,PA,16874,CENTRE,BALD EAGLE AREA,06/30/2021,FY2020-2021,0,0,14,10159,100005322,83,100005322,POINT (-77.94363 41.02724),42,27
PA PKC,MIDWESTERN INTERMEDIATE UNIT IV,KEYSTONE SMILES COMMUNITY LEARNING CENTE,SHARPSVILLE GARDENS CHILDRENS DEV CTR,CHILD CARE PROVIDER,51 E SHENANGO ST,SHARPSVILLE,PA,16150,MERCER,SHARPSVILLE AREA,06/30/2025,FY2024-2025,17,0,17,5576,100141360,4,100000952,POINT (-80.47637 41.26549),42,85
PA PKC,FRECKLES AND FRILLS INC,,THE WELLKIND SCHOOL FOR EARLY LEARNERS,CHILD CARE PROVIDER,515 FIG ST,SCRANTON,PA,18505,LACKAWANNA,SCRANTON,06/30/2025,FY2024-2025,50,0,50,10033,100153227,2,100153227,POINT (-75.67277 41.39123),42,69
HSSAP,PIC WESTMORELAND/FAYETTE,,MT VERNON,HEAD START,100 S MOUNT VERNON AVE,UNIONTOWN,PA,15401,FAYETTE,UNIONTOWN AREA,06/30/2025,FY2024-2025,0,0,55,21011,100134894,44,100134894,POINT (-79.7344 39.89878),42,51
PA PKC,BRIGHT BEGINNIGS EDUCATION CENTER INC,BRIGHT BEGINNINGS CHILD CARE INC,BRIGHT BEGINNINGS CHILD CARE,LICENSED NURSERY,15 S 2ND ST,OXFORD,PA,19363,CHESTER,OXFORD AREA,06/30/2025,FY2024-2025,34,0,34,5251,100136333,1,102714614,POINT (-75.98084 39.78586),42,29
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTERS/MONOCACY MANOR,CHILD CARE PROVIDER,395 BRIDLE PATH RD,BETHLEHEM,PA,18017,NORTHAMPTON,BETHLEHEM AREA,06/30/2020,FY2019-2020,19,0,19,12387,100127245,37,100127245,POINT (-75.3834 40.65004),42,95
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,ASPIRA COMMUNITY ENTERPRISES,PEQUENOS PASOS DE ASPIRA,SCHOOL DISTRICT,6350 N 2ND ST,PHILADELPHIA,PA,19126,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,162,0,162,11872,102802430,3,100137321,POINT (-75.12317 40.04735),42,101
HSSAP,CHESTER COUNTY INTERMEDIATE UNIT,,HEAD START - COATESVILLE,HEAD START,351 KERSEY ST,COATESVILLE,PA,19320,CHESTER,COATESVILLE AREA,06/30/2025,FY2024-2025,0,0,174,9795,100359606,24,100359606,POINT (-75.81774 39.98224),42,29
HSSAP,PIC WESTMORELAND/FAYETTE,,BEAVER FALLS 6TH AVENUE,HEAD START,1416 6TH AVE,BEAVER FALLS,PA,15010,BEAVER,BIG BEAVER FALLS AREA,06/30/2025,FY2024-2025,0,0,20,13477,100134894,31,100134894,POINT (-80.31792 40.75554),42,7
PA PKC,PITTSBURGH PUBLIC SCHOOLS,,BROOKLINE CENTER,SCHOOL DISTRICT,500 WOODBOURNE AVE,PITTSBURGH,PA,15226,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,32,0,32,10014,100133995,55,100133995,POINT (-80.02469 40.39392),42,3
PA PKC,EARLY CONNECTIONS INC,IROQUOIS AREA SCHOOL DISTRICT,IROQUOIS ELEMENTARY SCHOOL,SCHOOL DISTRICT,4231 MORSE ST,ERIE,PA,16511,ERIE,IROQUOIS,06/30/2025,FY2024-2025,27,0,27,13952,1763602,3,100164552,POINT (-80.01165 42.1542),42,49
PA PKC,CEN-CLEAR CHILD SERVICES INC,,PORT MATILDA ELEMENTARY,HEAD START,209 LOCUST ST,PORT MATILDA,PA,16870,CENTRE,BALD EAGLE AREA,06/30/2018,FY2017-2018,0,4,4,1586,100005322,51,100005322,POINT (-78.05071 40.79984),42,27
HSSAP,COMMUNITY ACTION PARTNERSHIP MERCER CTY,,BAUGHMAN CENTER,HEAD START,71 COLUMBIA AVE,GREENVILLE,PA,16125,MERCER,GREENVILLE AREA,06/30/2025,FY2024-2025,0,0,34,25083,102280130,26,102280130,POINT (-80.3776 41.40423),42,85
PA PKC,"JEFFERSON-CLARION HEAD START, INC.",,REDBANK PREK COUNTS,HEAD START,401 BROAD ST,NEW BETHLEHEM,PA,16242,CLARION,REDBANK VALLEY,06/30/2025,FY2024-2025,17,0,17,13556,102280149,22,102280149,POINT (-79.33126 41.00147),42,31
HSSAP,COLUMBIA DAYCARE PROGRAM INC,,BENTON HEAD START,HEAD START,602 GREEN ACRES RD,BENTON,PA,17814,COLUMBIA,BENTON AREA,06/30/2025,FY2024-2025,0,0,13,1787,100127183,5,100127183,POINT (-76.37809 41.20045),42,37
PA PKC,CEN-CLEAR CHILD SERVICES INC,,WINGATE ELEMENTARY,HEAD START,751 S EAGLE VALLEY RD,WINGATE,PA,16823,CENTRE,BALD EAGLE AREA,06/30/2020,FY2019-2020,18,0,18,1253,100005322,58,100005322,POINT (-77.81121 40.93591),42,27
PA PKC,PITTSBURGH PUBLIC SCHOOLS,,CHILDRENS MUSEUM OF PITTSBURGH,HEAD START,10 CHILDRENS WAY,PITTSBURGH,PA,15212,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,9,0,9,1963,100133995,19,100133995,POINT (-80.0069 40.45232),42,3
HSSAP,COMMUNITY PROGRESS COUNCIL INC,,HANNAH PENN SCHOOL,HEAD START,415 E BOUNDARY AVE,YORK,PA,17403,YORK,YORK CITY,06/30/2025,FY2024-2025,0,0,18,12942,100126696,18,100126696,POINT (-76.71604 39.95931),42,133
PA PKC,BLUEPRINTS,,FRANK SARRIS PUBLIC LIBRARY,HEAD START,35 N JEFFERSON AVE,CANONSBURG,PA,15317,WASHINGTON,CANON-MCMILLAN,06/30/2025,FY2024-2025,18,0,18,24509,100731376,64,100731376,POINT (-80.18814 40.25791),42,125
PA PKC,THE RIVER REGIONAL VALLEY YMCA,,LOYALSOCK CHILD CARE CENTER,CHILD CARE PROVIDER,1601 RANDALL CIR,WILLIAMSPORT,PA,17701,LYCOMING,LOYALSOCK TOWNSHIP,06/30/2025,FY2024-2025,23,0,23,1820,100137715,22,100137715,POINT (-76.96465 41.25965),42,81
PA PKC,COMMUNITY ACTION PARTNERSHIP MERCER CTY,,HICKORY GLOBAL METHODIST CHURCH,HEAD START,240 N HERMITAGE RD,HERMITAGE,PA,16148,MERCER,HERMITAGE,06/30/2025,FY2024-2025,15,0,15,26260,102280130,28,102280130,POINT (-80.44932 41.23479),42,85
PA PKC,CEN-CLEAR CHILD SERVICES INC,,MOSHANNON VALLEY ELEMENTARY,HEAD START,5026 GREEN ACRE RD,HOUTZDALE,PA,16651,CLEARFIELD,MOSHANNON VALLEY,06/30/2016,FY2015-2016,12,0,12,1273,100005322,55,100005322,POINT (-78.401 40.82713),42,33
PA PKC,BRADFORD TIOGA HEAD START INC.,,ATHENS LYNCH,HEAD START,253 PENNSYLVANIA AVE,ATHENS,PA,18810,BRADFORD,ATHENS AREA,06/30/2025,FY2024-2025,17,0,17,13873,102877208,10,102877208,POINT (-76.52977 41.96852),42,15
PA PKC,LANCASTER-LEBANON INTERMEDIATE UNIT 13,CAP OF LANCASTER COUNTY,DONEGAL PRIMARY SCHOOL,HEAD START,1055 KOSER RD,MOUNT JOY,PA,17552,LANCASTER,DONEGAL,06/30/2025,FY2024-2025,5,0,5,21924,100126785,11,100758487,POINT (-76.50741 40.09641),42,71
HSSAP,CAP OF LANCASTER COUNTY,,ELIZABETH TOWN-EAST HIGH,HEAD START,800 E HIGH ST,ELIZABETHTOWN,PA,17022,LANCASTER,ELIZABETHTOWN AREA,06/30/2025,FY2024-2025,0,0,18,24103,100126785,31,100126785,POINT (-76.58776 40.1589),42,71
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,ASOCIACION PUERTORRIQUENOS EN MARCHA,APM CHILD CARE CENTER,CHILD CARE PROVIDER,2318 N MARSHALL ST,PHILADELPHIA,PA,19133,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,35,0,35,1475,100311424,1,100137321,POINT (-75.14419 39.98696),42,101
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,DUQUESNE PLACE,HEAD START,2100 DUQUESNE PLACE DR,DUQUESNE,PA,15110,ALLEGHENY,DUQUESNE CITY,06/30/2025,FY2024-2025,0,0,17,10017,100138249,83,100746305,POINT (-79.86527 40.38019),42,3
PA PKC,BLUEPRINTS,KIDDOS CENTER FOR LEARNING LLC,KIDDOS CENTER FOR LEARNING LLC,CHILD CARE PROVIDER,205 GIBSON RD,BENTLEYVILLE,PA,15314,WASHINGTON,BENTWORTH,06/30/2025,FY2024-2025,20,0,20,12174,102831011,1,100731376,POINT (-79.99794 40.1287),42,125
PA PKC,CEN-CLEAR CHILD SERVICES INC,,MOSHANNON VALLEY ELEMENTARY,HEAD START,5026 GREEN ACRE RD,HOUTZDALE,PA,16651,CLEARFIELD,MOSHANNON VALLEY,06/30/2018,FY2017-2018,13,0,13,1273,100005322,55,100005322,POINT (-78.401 40.82713),42,33
PA PKC,CEN-CLEAR CHILD SERVICES INC,,OSCEOLA MILLS ELEMENTARY,HEAD START,400 COAL ST,OSCEOLA MILLS,PA,16666,CLEARFIELD,PHILIPSBURG-OSCEOLA AREA,06/30/2020,FY2019-2020,7,0,7,1661,100005322,54,100005322,POINT (-78.27206 40.85156),42,33
