Year,Geographic Region,State,Group Method,Method,Suicides,Group Percentage
2004,Southern,Alabama,General Population Method,Suffocation,72,13.6
2004,Southern,Alabama,General Population Method,Other suicide,29,5.5
2004,Southern,Arkansas,General Population Method,Firearms,232,65.2
2004,Southern,Arkansas,General Population Method,Suffocation,70,19.7
2004,Southern,Arkansas,General Population Method,Other and low-count methods,54,15.2
2004,Southern,Delaware,General Population Method,Firearms,44,47.8
2004,Southern,Delaware,General Population Method,Suffocation,21,22.8
2004,Southern,Delaware,General Population Method,Other and low-count methods,27,29.3
2004,Southern,District of Columbia,General Population Method,Suffocation,13,40.6
2004,Southern,District of Columbia,General Population Method,Other and low-count methods,19,59.4
2004,Southern,Florida,General Population Method,Firearms,"1,190",50.7
2004,Southern,Florida,General Population Method,Poisoning,516,22
2004,Southern,Florida,General Population Method,Suffocation,434,18.5
2004,Southern,Florida,General Population Method,Other suicide,208,8.9
2004,Southern,Georgia,General Population Method,Firearms,597,62.9
2004,Southern,Georgia,General Population Method,Poisoning,125,13.2
2004,Southern,Georgia,General Population Method,Suffocation,163,17.2
2004,Southern,Georgia,General Population Method,Other suicide,64,6.7
2004,Southern,Kentucky,General Population Method,Firearms,372,67.8
2004,Southern,Kentucky,General Population Method,Poisoning,64,11.7
2004,Southern,Kentucky,General Population Method,Suffocation,88,16
2004,Southern,Kentucky,General Population Method,Other suicide,25,4.6
2004,Southern,Louisiana,General Population Method,Firearms,364,69.7
2004,Southern,Louisiana,General Population Method,Poisoning,56,10.7
2004,Southern,Louisiana,General Population Method,Suffocation,83,15.9
2004,Southern,Louisiana,General Population Method,Other suicide,19,3.6
2004,Southern,Maryland,General Population Method,Firearms,242,49.9
2004,Southern,Maryland,General Population Method,Poisoning,88,18.1
2004,Southern,Maryland,General Population Method,Suffocation,107,22.1
2004,Southern,Maryland,General Population Method,Other suicide,48,9.9
2004,Southern,Mississippi,General Population Method,Firearms,236,70.2
2004,Southern,Mississippi,General Population Method,Poisoning,39,11.6
2004,Southern,Mississippi,General Population Method,Suffocation,46,13.7
2004,Southern,Mississippi,General Population Method,Other suicide,15,4.5
2004,Southern,North Carolina,General Population Method,Firearms,599,59.7
2004,Southern,North Carolina,General Population Method,Poisoning,184,18.3
2004,Southern,North Carolina,General Population Method,Suffocation,168,16.7
2004,Southern,North Carolina,General Population Method,Other suicide,52,5.2
2004,Southern,Oklahoma,General Population Method,Firearms,307,62.4
2004,Southern,Oklahoma,General Population Method,Poisoning,76,15.4
2004,Southern,Oklahoma,General Population Method,Suffocation,86,17.5
2004,Southern,Oklahoma,General Population Method,Other suicide,23,4.7
2004,Southern,South Carolina,General Population Method,Firearms,318,68.5
2004,Southern,South Carolina,General Population Method,Poisoning,57,12.3
2004,Southern,South Carolina,General Population Method,Suffocation,63,13.6
2004,Southern,South Carolina,General Population Method,Other suicide,26,5.6
2004,Southern,Tennessee,General Population Method,Firearms,515,66.9
2004,Southern,Tennessee,General Population Method,Poisoning,121,15.7
2004,Southern,Tennessee,General Population Method,Suffocation,98,12.7
2004,Southern,Tennessee,General Population Method,Other suicide,36,4.7
2004,Southern,Texas,General Population Method,Firearms,"1,278",57.7
2004,Southern,Texas,General Population Method,Poisoning,369,16.7
2004,Southern,Texas,General Population Method,Suffocation,447,20.2
2004,Southern,Texas,General Population Method,Other suicide,120,5.4
2004,Southern,Virginia,General Population Method,Firearms,485,60.1
2004,Southern,Virginia,General Population Method,Poisoning,128,15.9
2004,Southern,Virginia,General Population Method,Suffocation,148,18.3
2004,Southern,Virginia,General Population Method,Other suicide,46,5.7
2004,Southern,West Virginia,General Population Method,Firearms,189,68
2004,Southern,West Virginia,General Population Method,Poisoning,42,15.1
2004,Southern,West Virginia,General Population Method,Suffocation,36,12.9
2004,Southern,West Virginia,General Population Method,Other suicide,11,4
2004,Western,Region Total,General Population Method,Firearms,"3,959",48.9
2004,Western,Region Total,General Population Method,Poisoning,"1,611",19.9
2004,Western,Region Total,General Population Method,Suffocation,"1,803",22.3
2004,Western,Region Total,General Population Method,Other suicide,726,9
2004,Western,Alaska,General Population Method,Firearms,87,61.7
2004,Western,Alaska,General Population Method,Suffocation,29,20.6
2004,Western,Alaska,General Population Method,Other and low-count methods,25,17.7
2004,Western,Arizona,General Population Method,Firearms,497,58.1
2004,Western,Arizona,General Population Method,Poisoning,156,18.2
2004,Western,Arizona,General Population Method,Suffocation,150,17.5
2004,Western,Arizona,General Population Method,Other suicide,52,6.1
2004,Western,California,General Population Method,Firearms,"1,342",41
2004,Western,California,General Population Method,Poisoning,649,19.8
2004,Western,California,General Population Method,Suffocation,862,26.3
2004,Western,California,General Population Method,Other suicide,423,12.9
2004,Western,Colorado,General Population Method,Firearms,394,51.6
2004,Western,Colorado,General Population Method,Poisoning,185,24.2
2004,Western,Colorado,General Population Method,Suffocation,148,19.4
2004,Western,Colorado,General Population Method,Other suicide,37,4.8
2004,Western,Hawaii,General Population Method,Firearms,31,27.9
2004,Western,Hawaii,General Population Method,Poisoning,17,15.3
2004,Western,Hawaii,General Population Method,Suffocation,43,38.7
2004,Western,Hawaii,General Population Method,Other suicide,20,18
2004,Western,Idaho,General Population Method,Firearms,146,64.3
2004,Western,Idaho,General Population Method,Poisoning,27,11.9
2004,Western,Idaho,General Population Method,Suffocation,42,18.5
2004,Western,Idaho,General Population Method,Other suicide,12,5.3
2004,Western,Montana,General Population Method,Firearms,102,59.6
2004,Western,Montana,General Population Method,Poisoning,40,23.4
2004,Western,Montana,General Population Method,Other and low-count methods,29,17
2004,Western,Nevada,General Population Method,Firearms,246,57.3
2004,Western,Nevada,General Population Method,Poisoning,72,16.8
2004,Western,Nevada,General Population Method,Suffocation,82,19.1
2004,Western,Nevada,General Population Method,Other suicide,29,6.8
2004,Western,New Mexico,General Population Method,Firearms,186,56.2
2004,Western,New Mexico,General Population Method,Poisoning,57,17.2
2004,Western,New Mexico,General Population Method,Suffocation,72,21.8
2004,Western,New Mexico,General Population Method,Other suicide,16,4.8
2004,Western,Oregon,General Population Method,Firearms,295,54.1
2004,Western,Oregon,General Population Method,Poisoning,115,21.1
2004,Western,Oregon,General Population Method,Suffocation,96,17.6
2004,Western,Oregon,General Population Method,Other suicide,39,7.2
2004,Western,Utah,General Population Method,Firearms,178,49.6
2004,Western,Utah,General Population Method,Poisoning,80,22.3
2004,Western,Utah,General Population Method,Suffocation,82,22.8
2004,Western,Utah,General Population Method,Other suicide,19,5.3
2004,Western,Washington,General Population Method,Firearms,410,50.7
2004,Western,Washington,General Population Method,Poisoning,173,21.4
2004,Western,Washington,General Population Method,Suffocation,159,19.7
2004,Western,Washington,General Population Method,Other suicide,66,8.2
2004,Western,Wyoming,General Population Method,Firearms,45,54.9
2004,Western,Wyoming,General Population Method,Poisoning,19,23.2
2004,Western,Wyoming,General Population Method,Other and low-count methods,18,22
2005,All,U.S. Total,General Population Method,Firearms,"16,589",52.5
2005,All,U.S. Total,General Population Method,Poisoning,"5,683",18
2005,All,U.S. Total,General Population Method,Suffocation,"6,740",21.3
2005,All,U.S. Total,General Population Method,Other suicide,"2,598",8.2
2005,Northeastern,Region Total,General Population Method,Firearms,"1,788",41.6
2005,Northeastern,Region Total,General Population Method,Poisoning,744,17.3
2005,Northeastern,Region Total,General Population Method,Suffocation,"1,235",28.7
2005,Northeastern,Region Total,General Population Method,Other suicide,531,12.4
2005,Northeastern,Connecticut,General Population Method,Firearms,110,38.7
2005,Northeastern,Connecticut,General Population Method,Poisoning,44,15.5
2005,Northeastern,Connecticut,General Population Method,Suffocation,96,33.8
2005,Northeastern,Connecticut,General Population Method,Other suicide,34,12
2005,Northeastern,Maine,General Population Method,Firearms,99,57.2
2005,Northeastern,Maine,General Population Method,Poisoning,28,16.2
2005,Northeastern,Maine,General Population Method,Suffocation,35,20.2
2005,Northeastern,Maine,General Population Method,Other suicide,11,6.4
2005,Northeastern,Massachusetts,General Population Method,Firearms,111,23.7
2005,Northeastern,Massachusetts,General Population Method,Poisoning,108,23.1
2005,Northeastern,Massachusetts,General Population Method,Suffocation,193,41.2
2005,Northeastern,Massachusetts,General Population Method,Other suicide,56,12
2005,Northeastern,New Hampshire,General Population Method,Firearms,79,50
2005,Northeastern,New Hampshire,General Population Method,Poisoning,27,17.1
2005,Northeastern,New Hampshire,General Population Method,Suffocation,37,23.4
2005,Northeastern,New Hampshire,General Population Method,Other suicide,15,9.5
2005,Northeastern,New Jersey,General Population Method,Firearms,134,25.6
2005,Northeastern,New Jersey,General Population Method,Poisoning,116,22.1
2005,Northeastern,New Jersey,General Population Method,Suffocation,192,36.6
2005,Northeastern,New Jersey,General Population Method,Other suicide,82,15.6
2005,Northeastern,New York,General Population Method,Firearms,447,38.7
2005,Northeastern,New York,General Population Method,Poisoning,147,12.7
2005,Northeastern,New York,General Population Method,Suffocation,343,29.7
2005,Northeastern,New York,General Population Method,Other suicide,217,18.8
2005,Northeastern,Pennsylvania,General Population Method,Firearms,755,54.2
2005,Northeastern,Pennsylvania,General Population Method,Poisoning,233,16.7
2005,Northeastern,Pennsylvania,General Population Method,Suffocation,301,21.6
2005,Northeastern,Pennsylvania,General Population Method,Other suicide,104,7.5
2005,Northeastern,Rhode Island,General Population Method,Poisoning,24,35.3
2005,Northeastern,Rhode Island,General Population Method,Suffocation,18,26.5
2005,Northeastern,Rhode Island,General Population Method,Other and low-count methods,26,38.2
2005,Northeastern,Vermont,General Population Method,Firearms,35,46.1
2005,Northeastern,Vermont,General Population Method,Suffocation,20,26.3
2005,Northeastern,Vermont,General Population Method,Other and low-count methods,21,27.6
2005,Midwestern,Region Total,General Population Method,Firearms,"3,540",50.4
2005,Midwestern,Region Total,General Population Method,Poisoning,"1,432",20.4
2005,Midwestern,Region Total,General Population Method,Suffocation,"1,542",21.9
2005,Midwestern,Region Total,General Population Method,Other suicide,515,7.3
2005,Midwestern,Illinois,General Population Method,Firearms,421,39.5
2005,Midwestern,Illinois,General Population Method,Poisoning,204,19.2
2005,Midwestern,Illinois,General Population Method,Suffocation,311,29.2
2005,Midwestern,Illinois,General Population Method,Other suicide,129,12.1
2005,Midwestern,Indiana,General Population Method,Firearms,406,56.3
2005,Midwestern,Indiana,General Population Method,Poisoning,123,17.1
2005,Midwestern,Indiana,General Population Method,Suffocation,144,20
2005,Midwestern,Indiana,General Population Method,Other suicide,48,6.7
2005,Midwestern,Iowa,General Population Method,Firearms,167,51.9
2005,Midwestern,Iowa,General Population Method,Poisoning,61,18.9
2005,Midwestern,Iowa,General Population Method,Suffocation,69,21.4
2005,Midwestern,Iowa,General Population Method,Other suicide,25,7.8
2005,Midwestern,Kansas,General Population Method,Firearms,187,52.8
