FIPS,county_name,total_households,living_alone,pct_living_alone
13159,"Jasper County, Georgia",5530.0,1120.0,20.25
13161,"Jeff Davis County, Georgia",5365.0,1447.0,26.97
13163,"Jefferson County, Georgia",5826.0,1533.0,26.31
13165,"Jenkins County, Georgia",3297.0,1129.0,34.24
13167,"Johnson County, Georgia",3290.0,1210.0,36.78
13169,"Jones County, Georgia",10581.0,2673.0,25.26
13171,"Lamar County, Georgia",6918.0,2029.0,29.33
13173,"Lanier County, Georgia",3544.0,870.0,24.55
13175,"Laurens County, Georgia",17813.0,5007.0,28.11
13177,"Lee County, Georgia",11806.0,2112.0,17.89
13179,"Liberty County, Georgia",22975.0,6074.0,26.44
13181,"Lincoln County, Georgia",3015.0,749.0,24.84
13183,"Long County, Georgia",5547.0,1563.0,28.18
13185,"Lowndes County, Georgia",43720.0,13379.0,30.6
13187,"Lumpkin County, Georgia",11450.0,2814.0,24.58
13189,"McDuffie County, Georgia",8212.0,2042.0,24.87
13191,"McIntosh County, Georgia",4786.0,1330.0,27.79
13193,"Macon County, Georgia",3985.0,1494.0,37.49
13195,"Madison County, Georgia",10883.0,2340.0,21.5
13197,"Marion County, Georgia",2872.0,760.0,26.46
13199,"Meriwether County, Georgia",8106.0,2105.0,25.97
13201,"Miller County, Georgia",2531.0,814.0,32.16
13205,"Mitchell County, Georgia",7924.0,2083.0,26.29
13207,"Monroe County, Georgia",10248.0,2722.0,26.56
13209,"Montgomery County, Georgia",2966.0,818.0,27.58
13211,"Morgan County, Georgia",7587.0,1627.0,21.44
13213,"Murray County, Georgia",14859.0,3256.0,21.91
13215,"Muscogee County, Georgia",79856.0,27615.0,34.58
13217,"Newton County, Georgia",39906.0,8410.0,21.07
13219,"Oconee County, Georgia",14330.0,2196.0,15.32
13221,"Oglethorpe County, Georgia",5273.0,1442.0,27.35
13223,"Paulding County, Georgia",56715.0,9865.0,17.39
13225,"Peach County, Georgia",10164.0,3124.0,30.74
13227,"Pickens County, Georgia",13042.0,3082.0,23.63
13229,"Pierce County, Georgia",7460.0,1969.0,26.39
13231,"Pike County, Georgia",6445.0,1302.0,20.2
13233,"Polk County, Georgia",15517.0,3873.0,24.96
13235,"Pulaski County, Georgia",3117.0,1079.0,34.62
13237,"Putnam County, Georgia",9852.0,2897.0,29.41
13239,"Quitman County, Georgia",958.0,394.0,41.13
13241,"Rabun County, Georgia",7020.0,2060.0,29.34
13243,"Randolph County, Georgia",2553.0,989.0,38.74
13245,"Richmond County, Georgia",74028.0,26716.0,36.09
13247,"Rockdale County, Georgia",33240.0,8550.0,25.72
13249,"Schley County, Georgia",1578.0,415.0,26.3
13251,"Screven County, Georgia",4727.0,1420.0,30.04
13253,"Seminole County, Georgia",3653.0,1134.0,31.04
13255,"Spalding County, Georgia",26303.0,7225.0,27.47
13257,"Stephens County, Georgia",10213.0,2951.0,28.89
13259,"Stewart County, Georgia",1738.0,688.0,39.59
13261,"Sumter County, Georgia",10639.0,3511.0,33.0
13263,"Talbot County, Georgia",2538.0,771.0,30.38
13265,"Taliaferro County, Georgia",643.0,242.0,37.64
13267,"Tattnall County, Georgia",7552.0,2137.0,28.3
13269,"Taylor County, Georgia",3048.0,917.0,30.09
13271,"Telfair County, Georgia",2948.0,803.0,27.24
13273,"Terrell County, Georgia",3300.0,926.0,28.06
13275,"Thomas County, Georgia",18168.0,5304.0,29.19
13277,"Tift County, Georgia",15328.0,4503.0,29.38
13279,"Toombs County, Georgia",9754.0,3183.0,32.63
13281,"Towns County, Georgia",5464.0,1636.0,29.94
13283,"Treutlen County, Georgia",2295.0,768.0,33.46
13285,"Troup County, Georgia",25587.0,7324.0,28.62
13287,"Turner County, Georgia",3121.0,1165.0,37.33
13289,"Twiggs County, Georgia",2900.0,1027.0,35.41
13291,"Union County, Georgia",10759.0,2981.0,27.71
13293,"Upson County, Georgia",10412.0,3131.0,30.07
13295,"Walker County, Georgia",26087.0,7185.0,27.54
13297,"Walton County, Georgia",34070.0,6491.0,19.05
13299,"Ware County, Georgia",12756.0,4358.0,34.16
13301,"Warren County, Georgia",1945.0,596.0,30.64
13303,"Washington County, Georgia",7256.0,2064.0,28.45
13305,"Wayne County, Georgia",10754.0,3038.0,28.25
13307,"Webster County, Georgia",876.0,307.0,35.05
13309,"Wheeler County, Georgia",1597.0,584.0,36.57
13311,"White County, Georgia",10344.0,2162.0,20.9
13313,"Whitfield County, Georgia",35797.0,8628.0,24.1
13315,"Wilcox County, Georgia",2499.0,677.0,27.09
13317,"Wilkes County, Georgia",4032.0,1413.0,35.04
13319,"Wilkinson County, Georgia",3313.0,1133.0,34.2
13321,"Worth County, Georgia",7896.0,2218.0,28.09
15001,"Hawaii County, Hawaii",72468.0,19174.0,26.46
15003,"Honolulu County, Hawaii",333700.0,82669.0,24.77
15005,"Kalawao County, Hawaii",32.0,25.0,78.12
15007,"Kauai County, Hawaii",22978.0,4851.0,21.11
15009,"Maui County, Hawaii",54728.0,12025.0,21.97
16001,"Ada County, Idaho",190641.0,47942.0,25.15
16003,"Adams County, Idaho",1687.0,454.0,26.91
16005,"Bannock County, Idaho",32704.0,9913.0,30.31
16007,"Bear Lake County, Idaho",2323.0,602.0,25.91
16009,"Benewah County, Idaho",3826.0,1085.0,28.36
16011,"Bingham County, Idaho",15627.0,3392.0,21.71
16013,"Blaine County, Idaho",9298.0,2605.0,28.02
16015,"Boise County, Idaho",3396.0,932.0,27.44
16017,"Bonner County, Idaho",19228.0,5154.0,26.8
16019,"Bonneville County, Idaho",42402.0,10619.0,25.04
16021,"Boundary County, Idaho",4710.0,1251.0,26.56
16023,"Butte County, Idaho",1024.0,380.0,37.11
16025,"Camas County, Idaho",323.0,95.0,29.41
16027,"Canyon County, Idaho",79728.0,16012.0,20.08
16029,"Caribou County, Idaho",2527.0,719.0,28.45
16031,"Cassia County, Idaho",8180.0,1652.0,20.2
16033,"Clark County, Idaho",258.0,106.0,41.09
16035,"Clearwater County, Idaho",3511.0,1211.0,34.49
16037,"Custer County, Idaho",1808.0,564.0,31.19
16039,"Elmore County, Idaho",10760.0,3174.0,29.5
16041,"Franklin County, Idaho",4672.0,822.0,17.59
16043,"Fremont County, Idaho",4320.0,765.0,17.71
16045,"Gem County, Idaho",7196.0,1671.0,23.22
16047,"Gooding County, Idaho",5413.0,1409.0,26.03
16049,"Idaho County, Idaho",6603.0,1779.0,26.94
16051,"Jefferson County, Idaho",9623.0,1531.0,15.91
16053,"Jerome County, Idaho",8092.0,1435.0,17.73
16055,"Kootenai County, Idaho",67002.0,16130.0,24.07
16057,"Latah County, Idaho",15929.0,4553.0,28.58
16059,"Lemhi County, Idaho",3328.0,1385.0,41.62
16061,"Lewis County, Idaho",1566.0,525.0,33.52
16063,"Lincoln County, Idaho",1846.0,435.0,23.56
16065,"Madison County, Idaho",11979.0,1286.0,10.74
16067,"Minidoka County, Idaho",7474.0,1836.0,24.57
16069,"Nez Perce County, Idaho",17124.0,5435.0,31.74
16071,"Oneida County, Idaho",1841.0,552.0,29.98
16073,"Owyhee County, Idaho",4227.0,993.0,23.49
16075,"Payette County, Idaho",9352.0,2433.0,26.02
16077,"Power County, Idaho",2671.0,738.0,27.63
16079,"Shoshone County, Idaho",5478.0,2018.0,36.84
16081,"Teton County, Idaho",4317.0,990.0,22.93
16083,"Twin Falls County, Idaho",33360.0,8514.0,25.52
16085,"Valley County, Idaho",3806.0,846.0,22.23
16087,"Washington County, Idaho",4143.0,1109.0,26.77
17001,"Adams County, Illinois",27490.0,8769.0,31.9
17003,"Alexander County, Illinois",1727.0,714.0,41.34
17005,"Bond County, Illinois",6220.0,2078.0,33.41
17007,"Boone County, Illinois",19024.0,4395.0,23.1
17009,"Brown County, Illinois",2066.0,765.0,37.03
17011,"Bureau County, Illinois",13901.0,4156.0,29.9
17013,"Calhoun County, Illinois",1205.0,253.0,21.0
17015,"Carroll County, Illinois",6317.0,2008.0,31.79
17017,"Cass County, Illinois",5004.0,1511.0,30.2
17019,"Champaign County, Illinois",82467.0,29796.0,36.13
17021,"Christian County, Illinois",13473.0,5083.0,37.73
17023,"Clark County, Illinois",6447.0,1702.0,26.4
17025,"Clay County, Illinois",5477.0,1814.0,33.12
17027,"Clinton County, Illinois",14493.0,4069.0,28.08
17029,"Coles County, Illinois",20385.0,6813.0,33.42
17031,"Cook County, Illinois",2066248.0,698796.0,33.82
17033,"Crawford County, Illinois",7481.0,2289.0,30.6
17035,"Cumberland County, Illinois",4142.0,1246.0,30.08
17037,"DeKalb County, Illinois",39139.0,11291.0,28.85
17039,"De Witt County, Illinois",6644.0,2329.0,35.05
17041,"Douglas County, Illinois",7640.0,2179.0,28.52
17043,"DuPage County, Illinois",348870.0,86144.0,24.69
17045,"Edgar County, Illinois",7598.0,2272.0,29.9
17047,"Edwards County, Illinois",2625.0,724.0,27.58
17049,"Effingham County, Illinois",14098.0,3875.0,27.49
17051,"Fayette County, Illinois",7678.0,2326.0,30.29
17053,"Ford County, Illinois",5689.0,2100.0,36.91
17055,"Franklin County, Illinois",16095.0,5364.0,33.33
17057,"Fulton County, Illinois",13955.0,4516.0,32.36
17059,"Gallatin County, Illinois",2155.0,723.0,33.55
17061,"Greene County, Illinois",4543.0,1392.0,30.64
17063,"Grundy County, Illinois",20376.0,5380.0,26.4
17065,"Hamilton County, Illinois",3271.0,882.0,26.96
17067,"Hancock County, Illinois",7510.0,2442.0,32.52
17069,"Hardin County, Illinois",1480.0,505.0,34.12
17071,"Henderson County, Illinois",2745.0,773.0,28.16
17073,"Henry County, Illinois",20187.0,5977.0,29.61
17075,"Iroquois County, Illinois",11217.0,3487.0,31.09
17077,"Jackson County, Illinois",23133.0,9088.0,39.29
17079,"Jasper County, Illinois",3710.0,980.0,26.42
17081,"Jefferson County, Illinois",14778.0,4282.0,28.98
17083,"Jersey County, Illinois",7735.0,2045.0,26.44
17085,"Jo Daviess County, Illinois",10074.0,3173.0,31.5
17087,"Johnson County, Illinois",4106.0,1127.0,27.45
17089,"Kane County, Illinois",182319.0,40321.0,22.12
17091,"Kankakee County, Illinois",40591.0,12008.0,29.58
17093,"Kendall County, Illinois",43878.0,7756.0,17.68
17095,"Knox County, Illinois",20734.0,8051.0,38.83
17097,"Lake County, Illinois",254794.0,58916.0,23.12
17099,"LaSalle County, Illinois",45130.0,13760.0,30.49
17101,"Lawrence County, Illinois",5426.0,1762.0,32.47
17103,"Lee County, Illinois",13669.0,4577.0,33.48
17105,"Livingston County, Illinois",14665.0,4243.0,28.93
17107,"Logan County, Illinois",11101.0,3378.0,30.43
17109,"McDonough County, Illinois",11600.0,4803.0,41.41
17111,"McHenry County, Illinois",115467.0,25095.0,21.73
17113,"McLean County, Illinois",68491.0,21811.0,31.85
17115,"Macon County, Illinois",43362.0,15080.0,34.78
17117,"Macoupin County, Illinois",17567.0,4905.0,27.92
17119,"Madison County, Illinois",108914.0,31829.0,29.22
17121,"Marion County, Illinois",15236.0,4963.0,32.57
17123,"Marshall County, Illinois",4967.0,1476.0,29.72
17125,"Mason County, Illinois",5788.0,1874.0,32.38
17127,"Massac County, Illinois",5413.0,1458.0,26.94
17129,"Menard County, Illinois",5085.0,1220.0,23.99
17131,"Mercer County, Illinois",6435.0,1749.0,27.18
17133,"Monroe County, Illinois",13565.0,3200.0,23.59
17135,"Montgomery County, Illinois",11259.0,3768.0,33.47
17137,"Morgan County, Illinois",13293.0,4740.0,35.66
17139,"Moultrie County, Illinois",5824.0,1549.0,26.6
17141,"Ogle County, Illinois",20807.0,6156.0,29.59
17143,"Peoria County, Illinois",76414.0,27698.0,36.25
17145,"Perry County, Illinois",8147.0,2522.0,30.96
17147,"Piatt County, Illinois",6783.0,1921.0,28.32
17149,"Pike County, Illinois",5734.0,1914.0,33.38
17151,"Pope County, Illinois",1349.0,484.0,35.88
17153,"Pulaski County, Illinois",1886.0,706.0,37.43
17155,"Putnam County, Illinois",2400.0,704.0,29.33
17157,"Randolph County, Illinois",11650.0,3565.0,30.6
17159,"Richland County, Illinois",6485.0,1933.0,29.81
17161,"Rock Island County, Illinois",61014.0,19982.0,32.75
17163,"St. Clair County, Illinois",100701.0,31638.0,31.42
17165,"Saline County, Illinois",10165.0,3396.0,33.41
17167,"Sangamon County, Illinois",84017.0,29179.0,34.73
17169,"Schuyler County, Illinois",2725.0,852.0,31.27
17171,"Scott County, Illinois",1952.0,504.0,25.82
17173,"Shelby County, Illinois",8762.0,2313.0,26.4
17175,"Stark County, Illinois",2326.0,830.0,35.68
17177,"Stephenson County, Illinois",19337.0,6262.0,32.38
17179,"Tazewell County, Illinois",53676.0,16134.0,30.06
17181,"Union County, Illinois",6763.0,2339.0,34.59
17183,"Vermilion County, Illinois",29904.0,10457.0,34.97
17185,"Wabash County, Illinois",4778.0,1486.0,31.1
17187,"Warren County, Illinois",6836.0,1964.0,28.73
17189,"Washington County, Illinois",5747.0,1636.0,28.47
17191,"Wayne County, Illinois",6848.0,2142.0,31.28
17193,"White County, Illinois",5676.0,1906.0,33.58
17195,"Whiteside County, Illinois",23164.0,7528.0,32.5
17197,"Will County, Illinois",239064.0,49442.0,20.68
17199,"Williamson County, Illinois",28521.0,8996.0,31.54
17201,"Winnebago County, Illinois",115214.0,34654.0,30.08
17203,"Woodford County, Illinois",14725.0,3814.0,25.9
18001,"Adams County, Indiana",12349.0,3075.0,24.9
18003,"Allen County, Indiana",151877.0,45167.0,29.74
18005,"Bartholomew County, Indiana",32773.0,9587.0,29.25
18007,"Benton County, Indiana",3423.0,1042.0,30.44
18009,"Blackford County, Indiana",4980.0,1667.0,33.47
18011,"Boone County, Indiana",26959.0,5768.0,21.4
18013,"Brown County, Indiana",6580.0,1373.0,20.87
18015,"Carroll County, Indiana",7967.0,2362.0,29.65
18017,"Cass County, Indiana",14970.0,4595.0,30.69
18019,"Clark County, Indiana",47844.0,13764.0,28.77
18021,"Clay County, Indiana",10422.0,2561.0,24.57
18023,"Clinton County, Indiana",12382.0,3806.0,30.74
18025,"Crawford County, Indiana",4336.0,1409.0,32.5
18027,"Daviess County, Indiana",11606.0,2985.0,25.72
18029,"Dearborn County, Indiana",19915.0,4615.0,23.17
18031,"Decatur County, Indiana",10301.0,2644.0,25.67
18033,"DeKalb County, Indiana",16983.0,4296.0,25.3
18035,"Delaware County, Indiana",46159.0,14116.0,30.58
18037,"Dubois County, Indiana",17437.0,5314.0,30.48
18039,"Elkhart County, Indiana",71751.0,19696.0,27.45
18041,"Fayette County, Indiana",9672.0,3056.0,31.6
18043,"Floyd County, Indiana",30911.0,8954.0,28.97
18045,"Fountain County, Indiana",6820.0,1947.0,28.55
18047,"Franklin County, Indiana",8976.0,2475.0,27.57
18049,"Fulton County, Indiana",7794.0,2072.0,26.58
18051,"Gibson County, Indiana",12978.0,3445.0,26.54
18053,"Grant County, Indiana",26550.0,8393.0,31.61
18055,"Greene County, Indiana",12643.0,3487.0,27.58
18057,"Hamilton County, Indiana",129749.0,26686.0,20.57
18059,"Hancock County, Indiana",31424.0,7380.0,23.49
18061,"Harrison County, Indiana",14743.0,3909.0,26.51
18063,"Hendricks County, Indiana",64403.0,12516.0,19.43
18065,"Henry County, Indiana",18549.0,5565.0,30.0
18067,"Howard County, Indiana",34957.0,10939.0,31.29
18069,"Huntington County, Indiana",15165.0,4447.0,29.32
18071,"Jackson County, Indiana",17574.0,4490.0,25.55
18073,"Jasper County, Indiana",12554.0,3343.0,26.63
18075,"Jay County, Indiana",8091.0,2485.0,30.71
18077,"Jefferson County, Indiana",12890.0,4020.0,31.19
18079,"Jennings County, Indiana",10461.0,2428.0,23.21
18081,"Johnson County, Indiana",60274.0,14323.0,23.76
18083,"Knox County, Indiana",14943.0,4683.0,31.34
18085,"Kosciusko County, Indiana",31325.0,8543.0,27.27
18087,"LaGrange County, Indiana",12641.0,2459.0,19.45
18089,"Lake County, Indiana",191872.0,56826.0,29.62
18091,"LaPorte County, Indiana",43235.0,12255.0,28.35
18093,"Lawrence County, Indiana",18873.0,5809.0,30.78
18095,"Madison County, Indiana",51788.0,15695.0,30.31
18097,"Marion County, Indiana",392837.0,144857.0,36.87
18099,"Marshall County, Indiana",16915.0,4645.0,27.46
18101,"Martin County, Indiana",3963.0,1341.0,33.84
18103,"Miami County, Indiana",13069.0,3620.0,27.7
18105,"Monroe County, Indiana",57466.0,19738.0,34.35
18107,"Montgomery County, Indiana",15404.0,4679.0,30.38
18109,"Morgan County, Indiana",27138.0,5755.0,21.21
18111,"Newton County, Indiana",5469.0,1422.0,26.0
18113,"Noble County, Indiana",17688.0,4612.0,26.07
18115,"Ohio County, Indiana",2552.0,719.0,28.17
18117,"Orange County, Indiana",7951.0,2104.0,26.46
18119,"Owen County, Indiana",8466.0,2491.0,29.42
18121,"Parke County, Indiana",5725.0,1538.0,26.86
18123,"Perry County, Indiana",7586.0,2401.0,31.65
18125,"Pike County, Indiana",5031.0,1533.0,30.47
18127,"Porter County, Indiana",67945.0,18085.0,26.62
18129,"Posey County, Indiana",10179.0,2343.0,23.02
18131,"Pulaski County, Indiana",4795.0,1553.0,32.39
18133,"Putnam County, Indiana",13808.0,3570.0,25.85
18135,"Randolph County, Indiana",10191.0,3081.0,30.23
18137,"Ripley County, Indiana",11114.0,2966.0,26.69
18139,"Rush County, Indiana",6719.0,1815.0,27.01
18141,"St. Joseph County, Indiana",107466.0,36554.0,34.01
18143,"Scott County, Indiana",9693.0,3246.0,33.49
18145,"Shelby County, Indiana",18034.0,5106.0,28.31
18147,"Spencer County, Indiana",7858.0,2157.0,27.45
18149,"Starke County, Indiana",8647.0,2396.0,27.71
18151,"Steuben County, Indiana",13794.0,3821.0,27.7
18153,"Sullivan County, Indiana",7709.0,1993.0,25.85
18155,"Switzerland County, Indiana",3783.0,1116.0,29.5
18157,"Tippecanoe County, Indiana",73327.0,23902.0,32.6
18159,"Tipton County, Indiana",6170.0,1251.0,20.28
18161,"Union County, Indiana",2912.0,691.0,23.73
18163,"Vanderburgh County, Indiana",76857.0,25242.0,32.84
18165,"Vermillion County, Indiana",6506.0,1436.0,22.07
18167,"Vigo County, Indiana",42756.0,14660.0,34.29
18169,"Wabash County, Indiana",12471.0,3600.0,28.87
18171,"Warren County, Indiana",3312.0,771.0,23.28
18173,"Warrick County, Indiana",24540.0,5741.0,23.39
18175,"Washington County, Indiana",10882.0,2772.0,25.47
18177,"Wayne County, Indiana",27159.0,7985.0,29.4
18179,"Wells County, Indiana",11155.0,3258.0,29.21
18181,"White County, Indiana",9859.0,2739.0,27.78
18183,"Whitley County, Indiana",13826.0,3286.0,23.77
19001,"Adair County, Iowa",3224.0,1108.0,34.37
19003,"Adams County, Iowa",1523.0,471.0,30.93
19005,"Allamakee County, Iowa",5970.0,1827.0,30.6
19007,"Appanoose County, Iowa",5028.0,1603.0,31.88
19009,"Audubon County, Iowa",2535.0,862.0,34.0
19011,"Benton County, Iowa",10114.0,2583.0,25.54
19013,"Black Hawk County, Iowa",53691.0,17202.0,32.04
19015,"Boone County, Iowa",10893.0,3159.0,29.0
19017,"Bremer County, Iowa",9684.0,2621.0,27.07
19019,"Buchanan County, Iowa",8020.0,2184.0,27.23
19021,"Buena Vista County, Iowa",7538.0,2345.0,31.11
19023,"Butler County, Iowa",5839.0,1480.0,25.35
19025,"Calhoun County, Iowa",3852.0,1237.0,32.11
19027,"Carroll County, Iowa",8696.0,2924.0,33.62
19029,"Cass County, Iowa",5771.0,2085.0,36.13
19031,"Cedar County, Iowa",7508.0,2107.0,28.06
19033,"Cerro Gordo County, Iowa",19450.0,6942.0,35.69
19035,"Cherokee County, Iowa",5143.0,1730.0,33.64
19037,"Chickasaw County, Iowa",4920.0,1441.0,29.29
19039,"Clarke County, Iowa",3879.0,1051.0,27.09
19041,"Clay County, Iowa",7225.0,2560.0,35.43
19043,"Clayton County, Iowa",7286.0,2445.0,33.56
19045,"Clinton County, Iowa",19174.0,6009.0,31.34
19047,"Crawford County, Iowa",6214.0,1482.0,23.85
19049,"Dallas County, Iowa",39386.0,10582.0,26.87
19051,"Davis County, Iowa",3172.0,687.0,21.66
19053,"Decatur County, Iowa",3058.0,787.0,25.74
19055,"Delaware County, Iowa",7068.0,1911.0,27.04
19057,"Des Moines County, Iowa",17251.0,5833.0,33.81
19059,"Dickinson County, Iowa",8279.0,3034.0,36.65
19061,"Dubuque County, Iowa",39985.0,11738.0,29.36
19063,"Emmet County, Iowa",3881.0,1314.0,33.86
19065,"Fayette County, Iowa",8228.0,2809.0,34.14
19067,"Floyd County, Iowa",6600.0,2332.0,35.33
19069,"Franklin County, Iowa",4102.0,1235.0,30.11
19071,"Fremont County, Iowa",2736.0,776.0,28.36
19073,"Greene County, Iowa",3837.0,1381.0,35.99
19075,"Grundy County, Iowa",5062.0,1324.0,26.16
19077,"Guthrie County, Iowa",4518.0,1097.0,24.28
19079,"Hamilton County, Iowa",6203.0,2052.0,33.08
19081,"Hancock County, Iowa",4582.0,1196.0,26.1
19083,"Hardin County, Iowa",7029.0,2348.0,33.4
19085,"Harrison County, Iowa",5963.0,1454.0,24.38
19087,"Henry County, Iowa",7642.0,2151.0,28.15
19089,"Howard County, Iowa",3636.0,1002.0,27.56
19091,"Humboldt County, Iowa",4213.0,1423.0,33.78
19093,"Ida County, Iowa",3016.0,982.0,32.56
19095,"Iowa County, Iowa",6798.0,2026.0,29.8
19097,"Jackson County, Iowa",8109.0,2151.0,26.53
19099,"Jasper County, Iowa",14630.0,3955.0,27.03
19101,"Jefferson County, Iowa",6826.0,2622.0,38.41
19103,"Johnson County, Iowa",61414.0,18480.0,30.09
19105,"Jones County, Iowa",8062.0,2230.0,27.66
19107,"Keokuk County, Iowa",4085.0,1293.0,31.65
19109,"Kossuth County, Iowa",6421.0,2297.0,35.77
19111,"Lee County, Iowa",14246.0,4548.0,31.92
19113,"Linn County, Iowa",94291.0,28759.0,30.5
19115,"Louisa County, Iowa",4112.0,899.0,21.86
19117,"Lucas County, Iowa",3621.0,1027.0,28.36
19119,"Lyon County, Iowa",4412.0,1070.0,24.25
19121,"Madison County, Iowa",6475.0,1777.0,27.44
19123,"Mahaska County, Iowa",8873.0,2402.0,27.07
19125,"Marion County, Iowa",13310.0,3337.0,25.07
19127,"Marshall County, Iowa",15288.0,4265.0,27.9
19129,"Mills County, Iowa",5261.0,1497.0,28.45
19131,"Mitchell County, Iowa",4505.0,1430.0,31.74
19133,"Monona County, Iowa",3852.0,1310.0,34.01
19135,"Monroe County, Iowa",3032.0,1050.0,34.63
19137,"Montgomery County, Iowa",4493.0,1347.0,29.98
19139,"Muscatine County, Iowa",17075.0,4618.0,27.05
19141,"O'Brien County, Iowa",5700.0,1844.0,32.35
19143,"Osceola County, Iowa",2631.0,870.0,33.07
19145,"Page County, Iowa",6137.0,2148.0,35.0
19147,"Palo Alto County, Iowa",3635.0,1269.0,34.91
19149,"Plymouth County, Iowa",10214.0,2719.0,26.62
19151,"Pocahontas County, Iowa",3083.0,1062.0,34.45
19153,"Polk County, Iowa",199013.0,60366.0,30.33
19155,"Pottawattamie County, Iowa",37162.0,11047.0,29.73
19157,"Poweshiek County, Iowa",7761.0,2835.0,36.53
19159,"Ringgold County, Iowa",1844.0,566.0,30.69
19161,"Sac County, Iowa",4210.0,1315.0,31.24
19163,"Scott County, Iowa",71436.0,21971.0,30.76
19165,"Shelby County, Iowa",4933.0,1474.0,29.88
19167,"Sioux County, Iowa",12462.0,3120.0,25.04
19169,"Story County, Iowa",38412.0,12572.0,32.73
19171,"Tama County, Iowa",6703.0,1735.0,25.88
19173,"Taylor County, Iowa",2442.0,779.0,31.9
19175,"Union County, Iowa",4979.0,1667.0,33.48
19177,"Van Buren County, Iowa",2842.0,838.0,29.49
19179,"Wapello County, Iowa",14193.0,4135.0,29.13
19181,"Warren County, Iowa",19906.0,5102.0,25.63
19183,"Washington County, Iowa",8922.0,2409.0,27.0
19185,"Wayne County, Iowa",2531.0,790.0,31.21
19187,"Webster County, Iowa",15582.0,5634.0,36.16
19189,"Winnebago County, Iowa",4511.0,1600.0,35.47
19191,"Winneshiek County, Iowa",8218.0,2521.0,30.68
19193,"Woodbury County, Iowa",40299.0,11410.0,28.31
19195,"Worth County, Iowa",3190.0,909.0,28.5
19197,"Wright County, Iowa",5373.0,1625.0,30.24
20001,"Allen County, Kansas",4981.0,1550.0,31.12
20003,"Anderson County, Kansas",3165.0,915.0,28.91
20005,"Atchison County, Kansas",5840.0,1762.0,30.17
20007,"Barber County, Kansas",1771.0,614.0,34.67
20009,"Barton County, Kansas",10055.0,3322.0,33.04
20011,"Bourbon County, Kansas",5875.0,1726.0,29.38
20013,"Brown County, Kansas",3664.0,1232.0,33.62
20015,"Butler County, Kansas",24760.0,5747.0,23.21
20017,"Chase County, Kansas",1065.0,325.0,30.52
20019,"Chautauqua County, Kansas",1323.0,375.0,28.34
20021,"Cherokee County, Kansas",7533.0,2196.0,29.15
20023,"Cheyenne County, Kansas",1207.0,573.0,47.47
20025,"Clark County, Kansas",807.0,266.0,32.96
20027,"Clay County, Kansas",3570.0,1166.0,32.66
20029,"Cloud County, Kansas",3677.0,1348.0,36.66
20031,"Coffey County, Kansas",3543.0,938.0,26.47
20033,"Comanche County, Kansas",827.0,368.0,44.5
20035,"Cowley County, Kansas",13091.0,4313.0,32.95
20037,"Crawford County, Kansas",15806.0,5006.0,31.67
20039,"Decatur County, Kansas",1324.0,537.0,40.56
20041,"Dickinson County, Kansas",7903.0,2572.0,32.54
20043,"Doniphan County, Kansas",2735.0,761.0,27.82
20045,"Douglas County, Kansas",49605.0,15494.0,31.23
20047,"Edwards County, Kansas",1225.0,443.0,36.16
20049,"Elk County, Kansas",1028.0,326.0,31.71
20051,"Ellis County, Kansas",11958.0,3821.0,31.95
20053,"Ellsworth County, Kansas",2305.0,741.0,32.15
20055,"Finney County, Kansas",13021.0,3227.0,24.78
20057,"Ford County, Kansas",11676.0,2914.0,24.96
20059,"Franklin County, Kansas",10185.0,2505.0,24.59
20061,"Geary County, Kansas",13512.0,3287.0,24.33
20063,"Gove County, Kansas",1182.0,430.0,36.38
20065,"Graham County, Kansas",1200.0,428.0,35.67
20067,"Grant County, Kansas",2420.0,579.0,23.93
20069,"Gray County, Kansas",2054.0,443.0,21.57
20071,"Greeley County, Kansas",553.0,154.0,27.85
20073,"Greenwood County, Kansas",2584.0,909.0,35.18
20075,"Hamilton County, Kansas",716.0,246.0,34.36
20077,"Harper County, Kansas",2186.0,724.0,33.12
20079,"Harvey County, Kansas",13246.0,3662.0,27.65
20081,"Haskell County, Kansas",1354.0,335.0,24.74
20083,"Hodgeman County, Kansas",710.0,252.0,35.49
20085,"Jackson County, Kansas",5182.0,1469.0,28.35
20087,"Jefferson County, Kansas",7316.0,1809.0,24.73
20089,"Jewell County, Kansas",1278.0,410.0,32.08
20091,"Johnson County, Kansas",241191.0,64059.0,26.56
20093,"Kearny County, Kansas",1352.0,235.0,17.38
20095,"Kingman County, Kansas",3104.0,927.0,29.86
20097,"Kiowa County, Kansas",927.0,309.0,33.33
20099,"Labette County, Kansas",7956.0,2673.0,33.6
20101,"Lane County, Kansas",672.0,232.0,34.52
20103,"Leavenworth County, Kansas",29226.0,7526.0,25.75
20105,"Lincoln County, Kansas",1223.0,482.0,39.41
20107,"Linn County, Kansas",4093.0,1141.0,27.88
20109,"Logan County, Kansas",1209.0,366.0,30.27
20111,"Lyon County, Kansas",13223.0,4192.0,31.7
20113,"McPherson County, Kansas",12140.0,3317.0,27.32
20115,"Marion County, Kansas",4577.0,1489.0,32.53
20117,"Marshall County, Kansas",4079.0,1323.0,32.43
20119,"Meade County, Kansas",1602.0,498.0,31.09
20121,"Miami County, Kansas",13239.0,3013.0,22.76
20123,"Mitchell County, Kansas",2445.0,675.0,27.61
20125,"Montgomery County, Kansas",12682.0,4363.0,34.4
