FIPS,county_name,total_households,living_alone,pct_living_alone
20127,"Morris County, Kansas",2288.0,745.0,32.56
20129,"Morton County, Kansas",939.0,344.0,36.63
20131,"Nemaha County, Kansas",3986.0,1173.0,29.43
20133,"Neosho County, Kansas",6207.0,1925.0,31.01
20135,"Ness County, Kansas",1144.0,305.0,26.66
20137,"Norton County, Kansas",1881.0,673.0,35.78
20139,"Osage County, Kansas",6280.0,1880.0,29.94
20141,"Osborne County, Kansas",1604.0,572.0,35.66
20143,"Ottawa County, Kansas",2374.0,554.0,23.34
20145,"Pawnee County, Kansas",2396.0,1060.0,44.24
20147,"Phillips County, Kansas",2191.0,854.0,38.98
20149,"Pottawatomie County, Kansas",9054.0,2120.0,23.42
20151,"Pratt County, Kansas",3580.0,1190.0,33.24
20153,"Rawlins County, Kansas",1165.0,409.0,35.11
20155,"Reno County, Kansas",25157.0,8534.0,33.92
20157,"Republic County, Kansas",2029.0,786.0,38.74
20159,"Rice County, Kansas",3763.0,1212.0,32.21
20161,"Riley County, Kansas",26765.0,8585.0,32.08
20163,"Rooks County, Kansas",2127.0,699.0,32.86
20165,"Rush County, Kansas",1344.0,578.0,43.01
20167,"Russell County, Kansas",2995.0,1167.0,38.96
20169,"Saline County, Kansas",22358.0,8036.0,35.94
20171,"Scott County, Kansas",2143.0,656.0,30.61
20173,"Sedgwick County, Kansas",202485.0,62445.0,30.84
20175,"Seward County, Kansas",7071.0,2017.0,28.52
20177,"Shawnee County, Kansas",74394.0,24590.0,33.05
20179,"Sheridan County, Kansas",1009.0,411.0,40.73
20181,"Sherman County, Kansas",2317.0,812.0,35.05
20183,"Smith County, Kansas",1560.0,540.0,34.62
20185,"Stafford County, Kansas",1610.0,445.0,27.64
20187,"Stanton County, Kansas",888.0,289.0,32.55
20189,"Stevens County, Kansas",1715.0,362.0,21.11
20191,"Sumner County, Kansas",8977.0,2885.0,32.14
20193,"Thomas County, Kansas",3129.0,914.0,29.21
20195,"Trego County, Kansas",1308.0,372.0,28.44
20197,"Wabaunsee County, Kansas",2570.0,770.0,29.96
20199,"Wallace County, Kansas",663.0,233.0,35.14
20201,"Washington County, Kansas",2344.0,859.0,36.65
20203,"Wichita County, Kansas",880.0,199.0,22.61
20205,"Wilson County, Kansas",3492.0,1044.0,29.9
20207,"Woodson County, Kansas",1213.0,399.0,32.89
20209,"Wyandotte County, Kansas",61282.0,18584.0,30.33
21001,"Adair County, Kentucky",6803.0,2052.0,30.16
21003,"Allen County, Kentucky",7816.0,1931.0,24.71
21005,"Anderson County, Kentucky",9180.0,2243.0,24.43
21007,"Ballard County, Kentucky",2959.0,842.0,28.46
21009,"Barren County, Kentucky",17592.0,4778.0,27.16
21011,"Bath County, Kentucky",4844.0,1170.0,24.15
21013,"Bell County, Kentucky",9456.0,2842.0,30.05
21015,"Boone County, Kentucky",49587.0,11808.0,23.81
21017,"Bourbon County, Kentucky",8067.0,2449.0,30.36
21019,"Boyd County, Kentucky",18533.0,5601.0,30.22
21021,"Boyle County, Kentucky",11649.0,3486.0,29.93
21023,"Bracken County, Kentucky",3138.0,757.0,24.12
21025,"Breathitt County, Kentucky",5529.0,1814.0,32.81
21027,"Breckinridge County, Kentucky",7542.0,2165.0,28.71
21029,"Bullitt County, Kentucky",31068.0,6441.0,20.73
21031,"Butler County, Kentucky",4501.0,1057.0,23.48
21033,"Caldwell County, Kentucky",5128.0,1475.0,28.76
21035,"Calloway County, Kentucky",14805.0,4671.0,31.55
21037,"Campbell County, Kentucky",38684.0,12662.0,32.73
21039,"Carlisle County, Kentucky",1905.0,471.0,24.72
21041,"Carroll County, Kentucky",4039.0,1105.0,27.36
21043,"Carter County, Kentucky",9778.0,2787.0,28.5
21045,"Casey County, Kentucky",6029.0,1751.0,29.04
21047,"Christian County, Kentucky",25602.0,7598.0,29.68
21049,"Clark County, Kentucky",14762.0,4332.0,29.35
21051,"Clay County, Kentucky",7110.0,1797.0,25.27
21053,"Clinton County, Kentucky",3672.0,1225.0,33.36
21055,"Crittenden County, Kentucky",3495.0,1164.0,33.3
21057,"Cumberland County, Kentucky",2519.0,1007.0,39.98
21059,"Daviess County, Kentucky",40722.0,11597.0,28.48
21061,"Edmonson County, Kentucky",4760.0,1190.0,25.0
21063,"Elliott County, Kentucky",2263.0,621.0,27.44
21065,"Estill County, Kentucky",5740.0,1583.0,27.58
21067,"Fayette County, Kentucky",136104.0,45946.0,33.76
21069,"Fleming County, Kentucky",5747.0,1410.0,24.53
21071,"Floyd County, Kentucky",14282.0,3587.0,25.12
21073,"Franklin County, Kentucky",22553.0,7366.0,32.66
21075,"Fulton County, Kentucky",2378.0,778.0,32.72
21077,"Gallatin County, Kentucky",3108.0,794.0,25.55
21079,"Garrard County, Kentucky",6488.0,1495.0,23.04
21081,"Grant County, Kentucky",9146.0,2261.0,24.72
21083,"Graves County, Kentucky",14304.0,4149.0,29.01
21085,"Grayson County, Kentucky",9705.0,3042.0,31.34
21087,"Green County, Kentucky",4399.0,1122.0,25.51
21089,"Greenup County, Kentucky",14478.0,4157.0,28.71
21091,"Hancock County, Kentucky",3466.0,803.0,23.17
21093,"Hardin County, Kentucky",42638.0,11942.0,28.01
21095,"Harlan County, Kentucky",10498.0,2954.0,28.14
21097,"Harrison County, Kentucky",7291.0,1950.0,26.75
21099,"Hart County, Kentucky",7199.0,2060.0,28.62
21101,"Henderson County, Kentucky",18285.0,5441.0,29.76
21103,"Henry County, Kentucky",6017.0,1627.0,27.04
21105,"Hickman County, Kentucky",1621.0,435.0,26.84
21107,"Hopkins County, Kentucky",18345.0,5100.0,27.8
21109,"Jackson County, Kentucky",5154.0,1311.0,25.44
21111,"Jefferson County, Kentucky",327211.0,111571.0,34.1
21113,"Jessamine County, Kentucky",19251.0,4457.0,23.15
21115,"Johnson County, Kentucky",8534.0,1948.0,22.83
21117,"Kenton County, Kentucky",67353.0,19555.0,29.03
21119,"Knott County, Kentucky",5563.0,1474.0,26.5
21121,"Knox County, Kentucky",11229.0,3376.0,30.07
21123,"Larue County, Kentucky",5967.0,1582.0,26.51
21125,"Laurel County, Kentucky",23424.0,5152.0,21.99
21127,"Lawrence County, Kentucky",5721.0,1638.0,28.63
21129,"Lee County, Kentucky",2637.0,894.0,33.9
21131,"Leslie County, Kentucky",3698.0,1168.0,31.58
21133,"Letcher County, Kentucky",8415.0,2519.0,29.93
21135,"Lewis County, Kentucky",4757.0,1432.0,30.1
21137,"Lincoln County, Kentucky",9692.0,2483.0,25.62
21139,"Livingston County, Kentucky",3537.0,1003.0,28.36
21141,"Logan County, Kentucky",10850.0,2723.0,25.1
21143,"Lyon County, Kentucky",3229.0,1075.0,33.29
21145,"McCracken County, Kentucky",27000.0,8359.0,30.96
21147,"McCreary County, Kentucky",5510.0,1730.0,31.4
21149,"McLean County, Kentucky",3609.0,915.0,25.35
21151,"Madison County, Kentucky",36148.0,9783.0,27.06
21153,"Magoffin County, Kentucky",4554.0,1470.0,32.28
21155,"Marion County, Kentucky",7588.0,2538.0,33.45
21157,"Marshall County, Kentucky",12998.0,3356.0,25.82
21159,"Martin County, Kentucky",3756.0,1008.0,26.84
21161,"Mason County, Kentucky",6695.0,2004.0,29.93
21163,"Meade County, Kentucky",10554.0,2355.0,22.31
21165,"Menifee County, Kentucky",2262.0,612.0,27.06
21167,"Mercer County, Kentucky",9079.0,3073.0,33.85
21169,"Metcalfe County, Kentucky",4160.0,1069.0,25.7
21171,"Monroe County, Kentucky",4544.0,1361.0,29.95
21173,"Montgomery County, Kentucky",10705.0,2564.0,23.95
21175,"Morgan County, Kentucky",4665.0,1167.0,25.02
21177,"Muhlenberg County, Kentucky",11847.0,2935.0,24.77
21179,"Nelson County, Kentucky",18457.0,4807.0,26.04
21181,"Nicholas County, Kentucky",2614.0,674.0,25.78
21183,"Ohio County, Kentucky",9041.0,2107.0,23.3
21185,"Oldham County, Kentucky",22128.0,3382.0,15.28
21187,"Owen County, Kentucky",4146.0,1170.0,28.22
21189,"Owsley County, Kentucky",1383.0,483.0,34.92
21191,"Pendleton County, Kentucky",5270.0,1421.0,26.96
21193,"Perry County, Kentucky",11279.0,2767.0,24.53
21195,"Pike County, Kentucky",23967.0,7160.0,29.87
21197,"Powell County, Kentucky",4658.0,1344.0,28.85
21199,"Pulaski County, Kentucky",25711.0,7173.0,27.9
21201,"Robertson County, Kentucky",797.0,176.0,22.08
21203,"Rockcastle County, Kentucky",6380.0,1781.0,27.92
21205,"Rowan County, Kentucky",8952.0,2636.0,29.45
21207,"Russell County, Kentucky",7007.0,2058.0,29.37
21209,"Scott County, Kentucky",21603.0,4734.0,21.91
21211,"Shelby County, Kentucky",17590.0,3762.0,21.39
21213,"Simpson County, Kentucky",7530.0,2139.0,28.41
21215,"Spencer County, Kentucky",6916.0,1038.0,15.01
21217,"Taylor County, Kentucky",9843.0,2922.0,29.69
21219,"Todd County, Kentucky",4476.0,1049.0,23.44
21221,"Trigg County, Kentucky",5818.0,1711.0,29.41
21223,"Trimble County, Kentucky",3273.0,752.0,22.98
21225,"Union County, Kentucky",5067.0,1440.0,28.42
21227,"Warren County, Kentucky",52545.0,15246.0,29.02
21229,"Washington County, Kentucky",4635.0,1425.0,30.74
21231,"Wayne County, Kentucky",7897.0,2336.0,29.58
21233,"Webster County, Kentucky",4819.0,1181.0,24.51
21235,"Whitley County, Kentucky",13076.0,3091.0,23.64
21237,"Wolfe County, Kentucky",2506.0,777.0,31.01
21239,"Woodford County, Kentucky",10493.0,2511.0,23.93
22001,"Acadia Parish, Louisiana",21388.0,5989.0,28.0
22003,"Allen Parish, Louisiana",7636.0,2111.0,27.65
22005,"Ascension Parish, Louisiana",46040.0,9499.0,20.63
22007,"Assumption Parish, Louisiana",8368.0,2397.0,28.64
22009,"Avoyelles Parish, Louisiana",14600.0,4766.0,32.64
22011,"Beauregard Parish, Louisiana",13587.0,3326.0,24.48
22013,"Bienville Parish, Louisiana",5375.0,2132.0,39.67
22015,"Bossier Parish, Louisiana",48651.0,14230.0,29.25
22017,"Caddo Parish, Louisiana",94475.0,33218.0,35.16
22019,"Calcasieu Parish, Louisiana",76853.0,21191.0,27.57
22021,"Caldwell Parish, Louisiana",3521.0,829.0,23.54
22023,"Cameron Parish, Louisiana",2166.0,348.0,16.07
22025,"Catahoula Parish, Louisiana",3030.0,738.0,24.36
22027,"Claiborne Parish, Louisiana",5060.0,1887.0,37.29
22029,"Concordia Parish, Louisiana",6302.0,2081.0,33.02
22031,"De Soto Parish, Louisiana",10235.0,2888.0,28.22
22033,"East Baton Rouge Parish, Louisiana",173792.0,56899.0,32.74
22035,"East Carroll Parish, Louisiana",2381.0,717.0,30.11
22037,"East Feliciana Parish, Louisiana",6613.0,2073.0,31.35
22039,"Evangeline Parish, Louisiana",12128.0,3943.0,32.51
22041,"Franklin Parish, Louisiana",7308.0,2046.0,28.0
22043,"Grant Parish, Louisiana",6719.0,1923.0,28.62
22045,"Iberia Parish, Louisiana",26954.0,6654.0,24.69
22047,"Iberville Parish, Louisiana",11042.0,3063.0,27.74
22049,"Jackson Parish, Louisiana",5461.0,1721.0,31.51
22051,"Jefferson Parish, Louisiana",176165.0,57983.0,32.91
22053,"Jefferson Davis Parish, Louisiana",11682.0,3177.0,27.2
22055,"Lafayette Parish, Louisiana",97694.0,29228.0,29.92
22057,"Lafourche Parish, Louisiana",36828.0,9909.0,26.91
22059,"LaSalle Parish, Louisiana",4665.0,985.0,21.11
22061,"Lincoln Parish, Louisiana",18043.0,5881.0,32.59
22063,"Livingston Parish, Louisiana",49770.0,10997.0,22.1
22065,"Madison Parish, Louisiana",3092.0,960.0,31.05
22067,"Morehouse Parish, Louisiana",9474.0,3336.0,35.21
22069,"Natchitoches Parish, Louisiana",13866.0,4968.0,35.83
22071,"Orleans Parish, Louisiana",155669.0,71283.0,45.79
22073,"Ouachita Parish, Louisiana",59595.0,18895.0,31.71
22075,"Plaquemines Parish, Louisiana",8172.0,1766.0,21.61
22077,"Pointe Coupee Parish, Louisiana",8203.0,2555.0,31.15
22079,"Rapides Parish, Louisiana",48544.0,14245.0,29.34
22081,"Red River Parish, Louisiana",2934.0,860.0,29.31
22083,"Richland Parish, Louisiana",7295.0,1879.0,25.76
22085,"Sabine Parish, Louisiana",8339.0,2744.0,32.91
22087,"St. Bernard Parish, Louisiana",15732.0,4472.0,28.43
22089,"St. Charles Parish, Louisiana",18591.0,3814.0,20.52
22091,"St. Helena Parish, Louisiana",4004.0,1504.0,37.56
22093,"St. James Parish, Louisiana",7498.0,1883.0,25.11
22095,"St. John the Baptist Parish, Louisiana",15232.0,3910.0,25.67
22097,"St. Landry Parish, Louisiana",30888.0,9096.0,29.45
22099,"St. Martin Parish, Louisiana",19874.0,6104.0,30.71
22101,"St. Mary Parish, Louisiana",18628.0,5321.0,28.56
22103,"St. Tammany Parish, Louisiana",101212.0,25314.0,25.01
22105,"Tangipahoa Parish, Louisiana",48658.0,13681.0,28.12
22107,"Tensas Parish, Louisiana",1593.0,742.0,46.58
22109,"Terrebonne Parish, Louisiana",41505.0,10374.0,24.99
22111,"Union Parish, Louisiana",8172.0,2692.0,32.94
22113,"Vermilion Parish, Louisiana",21704.0,4831.0,22.26
22115,"Vernon Parish, Louisiana",17726.0,4805.0,27.11
22117,"Washington Parish, Louisiana",17162.0,5274.0,30.73
22119,"Webster Parish, Louisiana",14801.0,4652.0,31.43
22121,"West Baton Rouge Parish, Louisiana",10080.0,2349.0,23.3
22123,"West Carroll Parish, Louisiana",3785.0,1175.0,31.04
22125,"West Feliciana Parish, Louisiana",3822.0,1026.0,26.84
22127,"Winn Parish, Louisiana",4882.0,1486.0,30.44
23001,"Androscoggin County, Maine",45825.0,14259.0,31.12
23003,"Aroostook County, Maine",29237.0,10011.0,34.24
23005,"Cumberland County, Maine",128184.0,39772.0,31.03
23007,"Franklin County, Maine",12276.0,4130.0,33.64
23009,"Hancock County, Maine",24660.0,8251.0,33.46
23011,"Kennebec County, Maine",53452.0,17094.0,31.98
23013,"Knox County, Maine",17780.0,5679.0,31.94
23015,"Lincoln County, Maine",15848.0,5168.0,32.61
23017,"Oxford County, Maine",23183.0,6937.0,29.92
23019,"Penobscot County, Maine",63687.0,20060.0,31.5
23021,"Piscataquis County, Maine",7654.0,2160.0,28.22
23023,"Sagadahoc County, Maine",16060.0,4124.0,25.68
23025,"Somerset County, Maine",22074.0,6634.0,30.05
23027,"Waldo County, Maine",17263.0,4721.0,27.35
23029,"Washington County, Maine",13585.0,4413.0,32.48
23031,"York County, Maine",89404.0,25471.0,28.49
24001,"Allegany County, Maryland",27462.0,9526.0,34.69
24003,"Anne Arundel County, Maryland",221704.0,55689.0,25.12
24005,"Baltimore County, Maryland",328611.0,98543.0,29.99
24009,"Calvert County, Maryland",33284.0,6896.0,20.72
24011,"Caroline County, Maryland",12013.0,2972.0,24.74
24013,"Carroll County, Maryland",63318.0,13711.0,21.65
24015,"Cecil County, Maryland",39338.0,9499.0,24.15
24017,"Charles County, Maryland",59205.0,13283.0,22.44
24019,"Dorchester County, Maryland",13216.0,4126.0,31.22
24021,"Frederick County, Maryland",99891.0,22275.0,22.3
24023,"Garrett County, Maryland",12448.0,3799.0,30.52
24025,"Harford County, Maryland",98822.0,22898.0,23.17
24027,"Howard County, Maryland",119230.0,24827.0,20.82
24029,"Kent County, Maryland",8375.0,2800.0,33.43
24031,"Montgomery County, Maryland",385284.0,96515.0,25.05
24033,"Prince George's County, Maryland",341057.0,101520.0,29.77
24035,"Queen Anne's County, Maryland",19351.0,4286.0,22.15
24037,"St. Mary's County, Maryland",41211.0,9378.0,22.76
24039,"Somerset County, Maryland",8355.0,2569.0,30.75
24041,"Talbot County, Maryland",16270.0,5260.0,32.33
24043,"Washington County, Maryland",59051.0,16039.0,27.16
24045,"Wicomico County, Maryland",39939.0,10220.0,25.59
24047,"Worcester County, Maryland",23457.0,7090.0,30.23
24510,"Baltimore city, Maryland",247232.0,103534.0,41.88
25001,"Barnstable County, Massachusetts",99969.0,31335.0,31.34
25003,"Berkshire County, Massachusetts",56078.0,19120.0,34.1
25005,"Bristol County, Massachusetts",229861.0,64985.0,28.27
25007,"Dukes County, Massachusetts",6899.0,2285.0,33.12
25009,"Essex County, Massachusetts",310059.0,84339.0,27.2
25011,"Franklin County, Massachusetts",31234.0,10016.0,32.07
25013,"Hampden County, Massachusetts",183380.0,56288.0,30.69
25015,"Hampshire County, Massachusetts",61414.0,18977.0,30.9
25017,"Middlesex County, Massachusetts",629775.0,165986.0,26.36
25019,"Nantucket County, Massachusetts",4659.0,1186.0,25.46
25021,"Norfolk County, Massachusetts",279104.0,74408.0,26.66
25023,"Plymouth County, Massachusetts",198937.0,49060.0,24.66
25025,"Suffolk County, Massachusetts",319307.0,115058.0,36.03
25027,"Worcester County, Massachusetts",330319.0,89318.0,27.04
26001,"Alcona County, Michigan",4832.0,1613.0,33.38
26003,"Alger County, Michigan",3274.0,932.0,28.47
26005,"Allegan County, Michigan",44621.0,8844.0,19.82
26007,"Alpena County, Michigan",12721.0,4349.0,34.19
26009,"Antrim County, Michigan",10741.0,2854.0,26.57
26011,"Arenac County, Michigan",6355.0,1990.0,31.31
26013,"Baraga County, Michigan",3241.0,1132.0,34.93
26015,"Barry County, Michigan",24286.0,6716.0,27.65
26017,"Bay County, Michigan",44999.0,14691.0,32.65
26019,"Benzie County, Michigan",7173.0,1792.0,24.98
26021,"Berrien County, Michigan",63512.0,19115.0,30.1
26023,"Branch County, Michigan",16769.0,4542.0,27.09
26025,"Calhoun County, Michigan",53050.0,17265.0,32.54
26027,"Cass County, Michigan",20779.0,5407.0,26.02
26029,"Charlevoix County, Michigan",12232.0,3379.0,27.62
26031,"Cheboygan County, Michigan",10650.0,3033.0,28.48
26033,"Chippewa County, Michigan",13747.0,4505.0,32.77
26035,"Clare County, Michigan",11935.0,3671.0,30.76
26037,"Clinton County, Michigan",31060.0,7514.0,24.19
26039,"Crawford County, Michigan",5833.0,1777.0,30.46
26041,"Delta County, Michigan",15851.0,4956.0,31.27
26043,"Dickinson County, Michigan",11560.0,3595.0,31.1
26045,"Eaton County, Michigan",45000.0,13041.0,28.98
26047,"Emmet County, Michigan",14530.0,3886.0,26.74
26049,"Genesee County, Michigan",166060.0,51413.0,30.96
26051,"Gladwin County, Michigan",10859.0,3189.0,29.37
26053,"Gogebic County, Michigan",6937.0,2808.0,40.48
26055,"Grand Traverse County, Michigan",38572.0,11193.0,29.02
26057,"Gratiot County, Michigan",14705.0,3875.0,26.35
26059,"Hillsdale County, Michigan",17606.0,4899.0,27.83
26061,"Houghton County, Michigan",14173.0,4846.0,34.19
26063,"Huron County, Michigan",13617.0,4756.0,34.93
26065,"Ingham County, Michigan",115648.0,40579.0,35.09
26067,"Ionia County, Michigan",22765.0,5603.0,24.61
26069,"Iosco County, Michigan",11558.0,4510.0,39.02
26071,"Iron County, Michigan",5190.0,1886.0,36.34
26073,"Isabella County, Michigan",24875.0,7315.0,29.41
26075,"Jackson County, Michigan",62059.0,19681.0,31.71
26077,"Kalamazoo County, Michigan",105797.0,31741.0,30.0
26079,"Kalkaska County, Michigan",7377.0,2111.0,28.62
26081,"Kent County, Michigan",252694.0,66483.0,26.31
26083,"Keweenaw County, Michigan",1065.0,332.0,31.17
26085,"Lake County, Michigan",4549.0,1761.0,38.71
26087,"Lapeer County, Michigan",34239.0,7849.0,22.92
26089,"Leelanau County, Michigan",9246.0,2341.0,25.32
26091,"Lenawee County, Michigan",38626.0,10695.0,27.69
26093,"Livingston County, Michigan",74841.0,16721.0,22.34
26095,"Luce County, Michigan",2065.0,609.0,29.49
26097,"Mackinac County, Michigan",5226.0,1658.0,31.73
26099,"Macomb County, Michigan",354251.0,106672.0,30.11
26101,"Manistee County, Michigan",9927.0,3015.0,30.37
26103,"Marquette County, Michigan",27345.0,8459.0,30.93
26105,"Mason County, Michigan",12296.0,3751.0,30.51
26107,"Mecosta County, Michigan",16103.0,4684.0,29.09
26109,"Menominee County, Michigan",9971.0,3424.0,34.34
26111,"Midland County, Michigan",34336.0,9627.0,28.04
26113,"Missaukee County, Michigan",5816.0,1426.0,24.52
26115,"Monroe County, Michigan",62240.0,17174.0,27.59
26117,"Montcalm County, Michigan",23984.0,5954.0,24.82
26119,"Montmorency County, Michigan",4678.0,1597.0,34.14
26121,"Muskegon County, Michigan",66595.0,17454.0,26.21
26123,"Newaygo County, Michigan",19047.0,4905.0,25.75
26125,"Oakland County, Michigan",524762.0,163256.0,31.11
26127,"Oceana County, Michigan",9936.0,2438.0,24.54
26129,"Ogemaw County, Michigan",9089.0,2573.0,28.31
26131,"Ontonagon County, Michigan",2872.0,979.0,34.09
26133,"Osceola County, Michigan",8877.0,2378.0,26.79
26135,"Oscoda County, Michigan",3500.0,1096.0,31.31
26137,"Otsego County, Michigan",10766.0,2988.0,27.75
26139,"Ottawa County, Michigan",108362.0,23687.0,21.86
26141,"Presque Isle County, Michigan",6110.0,1814.0,29.69
26143,"Roscommon County, Michigan",11358.0,4094.0,36.05
26145,"Saginaw County, Michigan",78000.0,24559.0,31.49
26147,"St. Clair County, Michigan",65989.0,17810.0,26.99
26149,"St. Joseph County, Michigan",23478.0,6530.0,27.81
26151,"Sanilac County, Michigan",17296.0,5108.0,29.53
26153,"Schoolcraft County, Michigan",3785.0,1245.0,32.89
26155,"Shiawassee County, Michigan",27925.0,7924.0,28.38
26157,"Tuscola County, Michigan",21518.0,6508.0,30.24
26159,"Van Buren County, Michigan",29609.0,7292.0,24.63
26161,"Washtenaw County, Michigan",148704.0,44357.0,29.83
26163,"Wayne County, Michigan",688461.0,238113.0,34.59
26165,"Wexford County, Michigan",13167.0,3395.0,25.78
27001,"Aitkin County, Minnesota",6797.0,2293.0,33.74
27003,"Anoka County, Minnesota",134390.0,30713.0,22.85
27005,"Becker County, Minnesota",14134.0,4214.0,29.81
27007,"Beltrami County, Minnesota",17870.0,5224.0,29.23
27009,"Benton County, Minnesota",16312.0,4728.0,28.98
27011,"Big Stone County, Minnesota",2242.0,764.0,34.08
27013,"Blue Earth County, Minnesota",27110.0,7217.0,26.62
27015,"Brown County, Minnesota",10926.0,3535.0,32.35
27017,"Carlton County, Minnesota",13795.0,3712.0,26.91
27019,"Carver County, Minnesota",39293.0,8257.0,21.01
27021,"Cass County, Minnesota",12482.0,3579.0,28.67
27023,"Chippewa County, Minnesota",5206.0,1890.0,36.3
27025,"Chisago County, Minnesota",20911.0,4275.0,20.44
27027,"Clay County, Minnesota",25512.0,8007.0,31.39
27029,"Clearwater County, Minnesota",3196.0,907.0,28.38
27031,"Cook County, Minnesota",2672.0,902.0,33.76
27033,"Cottonwood County, Minnesota",4613.0,1398.0,30.31
27035,"Crow Wing County, Minnesota",28141.0,8534.0,30.33
27037,"Dakota County, Minnesota",169404.0,42462.0,25.07
27039,"Dodge County, Minnesota",7827.0,1685.0,21.53
27041,"Douglas County, Minnesota",17252.0,4990.0,28.92
27043,"Faribault County, Minnesota",6006.0,1861.0,30.99
27045,"Fillmore County, Minnesota",8460.0,2294.0,27.12
27047,"Freeborn County, Minnesota",12890.0,4079.0,31.64
27049,"Goodhue County, Minnesota",19633.0,6194.0,31.55
27051,"Grant County, Minnesota",2540.0,756.0,29.76
27053,"Hennepin County, Minnesota",529029.0,175575.0,33.19
27055,"Houston County, Minnesota",8028.0,2405.0,29.96
27057,"Hubbard County, Minnesota",8778.0,2409.0,27.44
27059,"Isanti County, Minnesota",15572.0,3838.0,24.65
27061,"Itasca County, Minnesota",18121.0,5250.0,28.97
27063,"Jackson County, Minnesota",4391.0,1516.0,34.53
27065,"Kanabec County, Minnesota",6518.0,1764.0,27.06
27067,"Kandiyohi County, Minnesota",17128.0,4481.0,26.16
27069,"Kittson County, Minnesota",1722.0,533.0,30.95
27071,"Koochiching County, Minnesota",5703.0,2078.0,36.44
27073,"Lac qui Parle County, Minnesota",2838.0,864.0,30.44
27075,"Lake County, Minnesota",5036.0,1566.0,31.1
27077,"Lake of the Woods County, Minnesota",1632.0,536.0,32.84
27079,"Le Sueur County, Minnesota",11340.0,2742.0,24.18
27081,"Lincoln County, Minnesota",2433.0,823.0,33.83
27083,"Lyon County, Minnesota",9924.0,3042.0,30.65
27085,"McLeod County, Minnesota",14825.0,4534.0,30.58
27087,"Mahnomen County, Minnesota",1879.0,578.0,30.76
27089,"Marshall County, Minnesota",3746.0,1282.0,34.22
27091,"Martin County, Minnesota",8870.0,2685.0,30.27
27093,"Meeker County, Minnesota",8975.0,2460.0,27.41
27095,"Mille Lacs County, Minnesota",10546.0,3163.0,29.99
27097,"Morrison County, Minnesota",13718.0,3926.0,28.62
27099,"Mower County, Minnesota",15653.0,4431.0,28.31
27101,"Murray County, Minnesota",3532.0,1123.0,31.8
27103,"Nicollet County, Minnesota",12913.0,3834.0,29.69
27105,"Nobles County, Minnesota",7689.0,2172.0,28.25
27107,"Norman County, Minnesota",2660.0,853.0,32.07
27109,"Olmsted County, Minnesota",65970.0,18925.0,28.69
27111,"Otter Tail County, Minnesota",24910.0,7359.0,29.54
27113,"Pennington County, Minnesota",6150.0,2096.0,34.08
27115,"Pine County, Minnesota",11380.0,3394.0,29.82
27117,"Pipestone County, Minnesota",3965.0,1347.0,33.97
27119,"Polk County, Minnesota",12472.0,4025.0,32.27
27121,"Pope County, Minnesota",4897.0,1364.0,27.85
27123,"Ramsey County, Minnesota",216969.0,74581.0,34.37
27125,"Red Lake County, Minnesota",1638.0,517.0,31.56
27127,"Redwood County, Minnesota",6075.0,1879.0,30.93
27129,"Renville County, Minnesota",5876.0,1866.0,31.76
27131,"Rice County, Minnesota",23265.0,6518.0,28.02
27133,"Rock County, Minnesota",3923.0,1166.0,29.72
27135,"Roseau County, Minnesota",5833.0,1716.0,29.42
27137,"St. Louis County, Minnesota",85726.0,28877.0,33.69
27139,"Scott County, Minnesota",53014.0,9401.0,17.73
27141,"Sherburne County, Minnesota",34379.0,6804.0,19.79
27143,"Sibley County, Minnesota",5882.0,1760.0,29.92
27145,"Stearns County, Minnesota",60509.0,16366.0,27.05
27147,"Steele County, Minnesota",15011.0,4430.0,29.51
27149,"Stevens County, Minnesota",3798.0,1162.0,30.6
27151,"Swift County, Minnesota",4154.0,1286.0,30.96
27153,"Todd County, Minnesota",9767.0,2704.0,27.69
27155,"Traverse County, Minnesota",1433.0,519.0,36.22
27157,"Wabasha County, Minnesota",9229.0,2621.0,28.4
27159,"Wadena County, Minnesota",5734.0,1657.0,28.9
27161,"Waseca County, Minnesota",7493.0,2088.0,27.87
27163,"Washington County, Minnesota",101177.0,22683.0,22.42
27165,"Watonwan County, Minnesota",4301.0,1311.0,30.48
27167,"Wilkin County, Minnesota",2667.0,846.0,31.72
27169,"Winona County, Minnesota",20215.0,6979.0,34.52
27171,"Wright County, Minnesota",51523.0,11241.0,21.82
27173,"Yellow Medicine County, Minnesota",3978.0,1147.0,28.83
28001,"Adams County, Mississippi",11618.0,4268.0,36.74
28003,"Alcorn County, Mississippi",13975.0,4402.0,31.5
28005,"Amite County, Mississippi",5834.0,2155.0,36.94
28007,"Attala County, Mississippi",6311.0,1992.0,31.56
28009,"Benton County, Mississippi",3086.0,1117.0,36.2
28011,"Bolivar County, Mississippi",11704.0,3851.0,32.9
28013,"Calhoun County, Mississippi",5641.0,1795.0,31.82
28015,"Carroll County, Mississippi",4037.0,1301.0,32.23
28017,"Chickasaw County, Mississippi",6767.0,2137.0,31.58
28019,"Choctaw County, Mississippi",3532.0,1148.0,32.5
28021,"Claiborne County, Mississippi",2624.0,890.0,33.92
28023,"Clarke County, Mississippi",6117.0,1624.0,26.55
28025,"Clay County, Mississippi",7582.0,2629.0,34.67
28027,"Coahoma County, Mississippi",8387.0,2838.0,33.84
28029,"Copiah County, Mississippi",9841.0,2870.0,29.16
