state_name,location_address,update_date,std_full_address,user_id,std_city_name,country_name,tribal_land_name,federal_agency_code,std_stype_before,std_base_name,std_stype_after,refresh_date,std_name,create_date,city_name,federal_facility_code,tribal_land_code,site_type_name,registry_id,primary_name,std_state_code,county_name,small_bus_ind,source_of_data,std_street_name,postal_code,huc_code_12,sensitive_ind,std_county_fips,fips_code,pgm_sys_id,std_house_number,huc_code_8,std_county_name,location_description,std_prefix,std_country,public_ind,supplemental_location,epa_region_code,state_code,data_quality_code,addr_type,last_reported_date,std_postal_code,legislative_dist_num,std_loc_address,std_suffix,pgm_sys_acrnm
,149 TERRY DRIVE,,,,,USA,,,,,,,,,SLIDELL,,,,110030737255,SLIDELL MERCURY,, NOT DEFINED ,,SEMS,,,,,,,LAN000606784,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,14 FLYING TRG WING,,,,,USA,,,,,,,,,COLUMBUS,,,,110044414808,USAF COLUMBUS AFB,,LOWNDES,,SEMS,,39701,,,,,MS7570024060,,,,,,,Y,,4.0,MS,,,,,,,,SEMS
,14 GINGER CIRCLE,,,,,USA,,,,,,,,,LEESBURG,,,,110013804570,LEESBURG THERMOMETER SITE,,LAKE,,SEMS,,,,,,,FLN000407482,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,14 MAIN STREET,,,,,USA,,,,,,,,,BETHEL,,,,110071101018,PREB S MARKETPLACE PHARMACY,,OXFORD,,SEMS,,04217,,,,,MEN000103205,,,,,,,Y,,1.0,ME,,,,,,,,SEMS
,14 MCCAFFREY STREET,,,,,USA,,,,,,,,,VILLAGE OF HOOSICK FALLS,,,,110000782813,SAINT GOBAIN PERFORMANCE PLASTICS,,RENSSELAER,,SEMS,,12090,,,,,NYD004986741,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,1 4MI JCT HWY 71 CO RD 404,,,,,USA,,,,,,,,,BEMIDJI,,,,110007606242,CEDAR SERVICE INCORPORATION,,BELTRAMI,,SEMS,,56601,,,,,MND062830674,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,1 4 MILE EAST OF 205 EDGEHILL DRIVE,,,,,USA,,,,,,,,,OROVILLE,,,,110071102829,ST FRANCIS MINE,,BUTTE,,SEMS,,95966,,,,,CAN000906039,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1 4 MILE EAST OF BENTON AVENUE,,,,,USA,,,,,,,,,HELENA,,,,110009339867,BNRR DERAILMENT HELENA ELEC SUB STATION,,LEWIS AND CLARK,,SEMS,,59601,,,,,MTD986066348,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,1 4 MILE FROM 5030 HUNTER ROAD,,,,,USA,,,,,,,,,OOLTEWAH,,,,110040837887,WOLFTEVER CREEK TOTE,,HAMILTON,,SEMS,,37363,,,,,TNN000410552,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,1 4 MILE FROM RT 91 OLD GOV T PLANT,,,,,USA,,,,,,,,,SALTVILLE,,,,110009315357,SALTVILLE HYDRAZINE,,SMYTH,,SEMS,,24370,,,,,VA0001327774,,,,,,,Y,,3.0,VA,,,,,,,,SEMS
,1 4 MILE NORTH OF DEER LODGE,,,,,USA,,,,,,,,,DEER LODGE,,,,110071101332,GRANT KOHRS RANCH,,DEER LODGE,,SEMS,,59722,,,,,MT9140090052,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,14 MILES E AND 6 MILES OF LAS CRUCES,,,,,USA,,,,,,,,,LAS CRUCES,,,,110001209077,WHITE SANDS TEST FACILITY,,DONA ANA,,SEMS,,88004,,,,,NM2750211235,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,1 4 MILE SOUTH OF OLD STAGE ROAD,,,,,USA,,,,,,,,,SENECA,,,,110009336003,UNION MECHLING COMPANY,,LA SALLE,,SEMS,,61360,,,,,ILD984775460,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,1 4 MILE SOUTH OF THE INTERSECTION OF,,,,,USA,,,,,,,,,CHADBOURN,,,,110009297162,CHADBOURN BATTERY,,COLUMBUS,,SEMS,,,,,,,NCN000407241,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,14 MILES SOUTHWEST OF EUREKA,,,,,USA,,,,,,,,,EUREKA,,,,110000911443,LAKE FORT KOOCANUSA BRIDGE,,LINCOLN,,SEMS,,59971,,,,,MTR000000349,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,1 4 MILE SW OF FORBESTOWN RD AND NEW YORK FLAT RD ,,,,,USA,,,,,,,,,FORBESTOWN,,,,110071102806,JOE BROWN MINE,,YUBA,,SEMS,,95941,,,,,CAN000909604,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1 4 MILE WEST OF 5TH STREET,,,,,USA,,,,,,,,,BLOOMINGTON,,,,110009336218,ILLINOIS CENTRAL SPRING,,MONROE,,SEMS,,47402,,,,,INSFN0507791,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,1 4 MILE WEST OF HWY 169,,,,,USA,,,,,,,,,OVERTON,,,,110071101834,OVERTON GRAVEL PIT TRESPASS SITE,,CLARK,,SEMS,,89040,,,,,NVR000081596,,,,,,,Y,,9.0,NV,,,,,,,,SEMS
,14 MI NW OF CY,,,,,USA,,,,,,,,,HAYCOCK,,,,110038093611,USAF GRANITE MOUNTAIN AFS,,NOME,,SEMS,,99762,,,,,AK5570028659,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,14 MI SE OF FOUR CORNERS ,,,,,USA,,,,,,,,,OAK SPRINGS,,,,110020802693,NAVAJO CARRIZO MINE,, NOT DEFINED ,,SEMS,,86506,,,,,NND986667491,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,1 4 MI W OF I10 EL CAMINO BLVD,,,,,USA,,,,,,,,,TUCSON,,,,110013806499,EL CAMINO DEL CERRO LDFL,,PIMA,,SEMS,,85704,,,,,AZD980813216,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,14 PLEASANT STREET,,,,,USA,,,,,,,,,LANCASTER,,,,110071100076,LANCASTER NH MERCURY RELEASE,,COOS,,SEMS,,03584,,,,,NHN000153340,,,,,,,Y,,1.0,NH,,,,,,,,SEMS
,14 STREET AND EVANS STREET,,,,,USA,,,,,,,,,GREENVILLE,,,,110067352439,CSX GREENVILLE TRAIN DERAILMENT,,PITT,,SEMS,,27824,,,,,NCN000400865,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,14TH AND CATLIN,,,,,USA,,,,,,,,,MISSOULA,,,,110040672340,FS REGIONAL FIELD SERVICE FACILITY,,MISSOULA,,SEMS,,59807,,,,,MT1122390049,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,14TH AND C STS SW,,,,,USA,,,,,,,,,WASHINGTON,,,,110017347879,BUREAU OF PRINTING AND ENGRAVING,,DISTRICT OF COLUMBIA,,SEMS,,20228,,,,,DCD146729389,,,,,,,Y,,3.0,DC,,,,,,,,SEMS
,14TH ST AND N FRONT ST,,,,,USA,,,,,,,,,DEWEY,,,,110071439985,DEWEY PCB OIL,,WASHINGTON,,SEMS,,74029,,,,,OKN000622282,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,14 VENUS DRIVE,,,,,USA,,,,,,,,,WOLCOTT,,,,110002483287,PF INDUSTRIES,,NEW HAVEN,,SEMS,,06716,,,,,CTD982196677,,,,,,,Y,,1.0,CT,,,,,,,,SEMS
,1500 12TH ST NW,,,,,USA,,,,,,,,,HICKORY,,,,110004014995,USA RESERVE XVIII AIRBORNE CORPS,,CATAWBA,,SEMS,,28601,,,,,NC6210021626,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,1500 8TH STREET,,,,,USA,,,,,,,,,LA SALLE,,,,110000437616,CARUS CHEMICAL COMPANY,,LA SALLE,,SEMS,,61301,,,,,ILD005477666,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,1500 BANNISTER RD,,,,,USA,,,,,,,,,KANSAS CITY,,,,110015855742,GENERAL SERVICES ADMINISTN KANSAS CITY,,JACKSON,,SEMS,,64131,,,,,MO0470000530,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,1500 CABOT WAY,,,,,USA,,,,,,,,,LONG BEACH,,,,110071101252,HUGHES AIRCRAFT CO ,,LOS ANGELES,,SEMS,,90805,,,,,CAT080012867,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1500 CAMP MACKALL PLACE,,,,,USA,,,,,,,,,MARSTON,,,,110032639660,US ARMY GARRISON CAMP MACKALL,,RICHMOND,,SEMS,,28363,,,,,NCR000144527,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,1500 CRAFTON AVE,,,,,USA,,,,,,,,,REDLANDS,,,,110009268149,LOCKHEED PROPULSION CO,,SAN BERNARDINO,,SEMS,,92373,,,,,CAD980893093,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1500 EAST STATE DOCKS ROAD,,,,,USA,,,,,,,,,PHENIX CITY,,,,110000369798,CONTINENTAL CARBON COMPANY,,RUSSELL,,SEMS,,36869,,,,,ALN000407310,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,1500 EIGHTH STREET,,,,,USA,,,,,,,,,LA SALLE,,,,110071432826,LA SALLE CHEMICAL PLANT FIRE,,LA SALLE,,SEMS,,61301,,,,,ILN000521887,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,1500 FRONT STREET,,,,,USA,,,,,,,,,ANNISTON,,,,110009264884,RUDISILL FOUNDRY,,CALHOUN,,SEMS,,36201,,,,,ALSFN0407162,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,1500 HENRIETTA ROAD,,,,,USA,,,,,,,,,ROCHESTER,,,,110000900570,ROCHESTER COMBINED SUPPORT SHOP U S FISCAL OFFICE,,MONROE,,SEMS,,14623,,,,,NY4210022279,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,1500 N WESTWOOD BLVD,,,,,USA,,,,,,,,,POPLAR BLUFF,,,,110001448620,JOHN J PERSHING VAMC,,BUTLER,,SEMS,,63901,,,,,MO6360010320,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,1500 QUEEN ANNE AVENUE N,,,,,USA,,,,,,,,,SEATTLE,,,,110070210017,QUEEN ANNE LEAD PAINT,,KING,,SEMS,,98109,,,,,WAN001003269,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,1500 RIVER ROAD,,,,,USA,,,,,,,,,BATON ROUGE,,,,110071102310,GILMAR MARINE SERVICES,,EAST BATON ROUGE,,SEMS,,70802,,,,,LAN000606799,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,1500 RUBIDOUX BLVD,,,,,USA,,,,,,,,,RIVERSIDE,,,,110041108565,RIVERSIDE CEMENT CO CRESTMORE PLT,,RIVERSIDE,,SEMS,,92502,,,,,CAD063844443,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1500 S TIBBS AVE,,,,,USA,,,,,,,,,INDIANAPOLIS,,,,110000397516,REILLY TAR CHEMICAL CORP INDIANAPOLIS PLANT ,,MARION,,SEMS,,46241,,,,,IND000807107,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,1500 SW 1ST COURT,,,,,USA,,,,,,,,,POMPANO BEACH,,,,110002103697,DANTZLER LUMBER EXPORT CO,,BROWARD,,SEMS,,33069,,,,,FLD004446134,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,1500 WAVERLY STREE,,,,,USA,,,,,,,,,CINCINNATI,,,,110070135192,LUNKENHEIMER FOUNDRY SITE,,HAMILTON,,SEMS,,45214,,,,,OHN000507784,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,1500 W MAIN STREET,,,,,USA,,,,,,,,,PENSACOLA,,,,110002102947,PENSACOLA WOOD TREATING,,ESCAMBIA,,SEMS,,32582,,,,,FLD984167031,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,15010 CHARLEVOIX ST ,,,,,USA,,,,,,,,,GROSSE POINT PARK,,,,110067035238,WHITTIER CLEANERS,,WAYNE,,SEMS,,48230,,,,,MIN000505411,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,1501 COUNTY ROAD 215,,,,,USA,,,,,,,,,PINE BLUFFS,,,,110012340225,WARREN F E AFB ATLAS E MISSILE SITE 7,,LARAMIE,,SEMS,,82082,,,,,WY0009138978,,,,,,,Y,,8.0,WY,,,,,,,,SEMS
,1501 DAWKINS RD,,,,,USA,,,,,,,,,LA GRANGE,,,,110009287663,SANDERS JIM PROPERTY,,OLDHAM,,SEMS,,40031,,,,,KYD980839286,,,,,,,Y,,4.0,KY,,,,,,,,SEMS
,1501 MARYLAND AVE NE,,,,,USA,,,,,,,,,WASHINGTON,,,,110071441673,STARBURST INTERSECTION GROUNDWATER,, NOT DEFINED ,,SEMS,,20002,,,,,DCN000306049,,,,,,,Y,,3.0,DC,,,,,,,,SEMS
,1501 N CHESTER STREET,,,,,USA,,,,,,,,,BALTIMORE,,,,110067037441,BUGLE RENTAL,,BALTIMORE CITY,,SEMS,,21213,,,,,MDN000303281,,,,,,,Y,,3.0,MD,,,,,,,,SEMS
,1501 NORTH GUILLEMARD STREET,,,,,USA,,,,,,,,,PENSACOLA,,,,110037701430,GUILLEMARD STREET PCE PLUME,,ESCAMBIA,,SEMS,,32501,,,,,FLN000407670,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,1501 PAGE MILL RD,,,,,USA,,,,,,,,,PALO ALTO,,,,110000621131,HEWLETT PACKARD,,SANTA CLARA,,SEMS,,94304,,,,,CAD009122532,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1502 BECKETT AVENUE,,,,,USA,,,,,,,,,CAMBRIDGE,,,,110009304733,LH INCORPORATION,,GUERNSEY,,SEMS,,43725,,,,,OHD980586671,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,1502 WEST 4TH AVENUE,,,,,USA,,,,,,,,,HOLDREGE,,,,110001516707,ALLMAND BROTHERS INC,,PHELPS,,SEMS,,68949,,,,,NEN000741009,,,,,,,Y,,7.0,NE,,,,,,,,SEMS
,1503 NORTH MILLER ST ,,,,,USA,,,,,,,,,ANAHEIM,,,,110000481041,S S PLATING,,ORANGE,,SEMS,,92806,,,,,CAD079553079,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1505 KING STREET EXTENSION,,,,,USA,,,,,,,,,CHARLESTON,,,,110009310762,PACIFIC GUANO,,CHARLESTON,,SEMS,,29405,,,,,SC0002332799,,,,,,,Y,,4.0,SC,,,,,,,,SEMS
,1506 WALL STREET,,,,,USA,,,,,,,,,FORT WAYNE,,,,110003101447,THREE RIVERS PLATING,,ALLEN,,SEMS,,46802,,,,,INN000510470,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,1507 WILMINGTON PIKE,,,,,USA,,,,,,,,,DAYTON,,,,110001986094,US DOD DEFENSE ELECTRONICS SUPPLY CTR,,MONTGOMERY,,SEMS,,45444,,,,,OH3971524357,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,15085 HIGHWAY 32,,,,,USA,,,,,,,,,LAKEWOOD,,,,110006141585,LAKEWOOD SANITARY LANDFILL NICOLET NAT,,OCONTO,,SEMS,,54138,,,,,WI0000856914,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,1508 MARYVILLE PIKE,,,,,USA,,,,,,,,,KNOXVILLE,,,,110009331222,SMOKEY MOUNTAIN SMELTERS,,KNOX,,SEMS,,37920,,,,,TND098071061,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,1508 S CENTER ST,,,,,USA,,,,,,,,,HICKORY,,,,110000350557,KAROLINA POLYMERS,,CATAWBA,,SEMS,,28601,,,,,NCD055165609,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,1508 VIP BLVD,,,,,USA,,,,,,,,,CASA GRANDE,,,,110063917837,KOCIDE CHEMICAL,,PINAL,,SEMS,,85222,,,,,AZD130582224,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,1509 BYRON BUTLER HWY,,,,,USA,,,,,,,,,PERRY,,,,110064132585,PERRY LUMBER COMPANY INC,,TAYLOR,,SEMS,,32347,,,,,FLD004065694,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,1509 NORTH WASHINGTON STREET,,,,,USA,,,,,,,,,KOKOMO,,,,110003073423,MIDWEST PLATING CORPORATED,,HOWARD,,SEMS,,46901,,,,,IND006059117,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,1509 NORTH WASHINGTON STREET,,,,,USA,,,,,,,,,KOKOMO,,,,110071101696,KOKOMO VOC PLUME SITE,,HOWARD,,SEMS,,46901,,,,,INN000508569,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,150 AIRPORT ROAD,,,,,USA,,,,,,,,,WASHINGTON,,,,110071846633,WASHCO CLANDESTINE LAB STORAGE SITE,, NOT DEFINED ,,SEMS,,15301,,,,,PAN000320128,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,150 CARLOS CHARDON AVENUE ROOM 359,,,,,USA,,,,,,,,,SAN JUAN,,,,110007353960,FEDERICO DEGETAU FEDERAL OFFICE BUILDING,,SAN JUAN,,SEMS,,00918,,,,,PRR000024885,,,,,,,Y,,2.0,PR,,,,,,,,SEMS
,150 F STREET WEST,,,,,USA,,,,,,,,,POPLAR,,,,110067036629,POPLAR ABANDONED BUILDINGS,,ROOSEVELT,,SEMS,,59255,,,,,MTN000802454,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,150 FULTON AVENUE,,,,,USA,,,,,,,,,GARDEN CITY PARK,,,,110009302012,FULTON AVENUE,,NASSAU,,SEMS,,11040,,,,,NY0000110247,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,150 HUNTINGTON AVENUE,,,,,USA,,,,,,,,,JAMAICA PLAIN,,,,110024357275,VA BOSTON HEALTHCARE SYSTEM JAMAICA PLAIN CAMPUS,,SUFFOLK,,SEMS,,02130,,,,,MAN000106085,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,150 KNOTTER DRIVE,,,,,USA,,,,,,,,,CHESHIRE,,,,110000316097,AIRPAX CORPORATION PLANT 1 FORMER PHILLIPS ELECTRONICS,,NEW HAVEN,,SEMS,,06410,,,,,CTD061358792,,,,,,,Y,,1.0,CT,,,,,,,,SEMS
,150 MARBLE STREET,,,,,USA,,,,,,,,,CALUMET CITY,,,,110009283015,ESTECH GENERAL CHEMICAL COMPANY,,COOK,,SEMS,,60409,,,,,ILD099213498,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,150 MILLER PLACE,,,,,USA,,,,,,,,,OYSTER BAY,,,,110009324196,SYOSSET LANDFILL,,NASSAU,,SEMS,,11791,,,,,NYD000511360,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,150 NEW BRITAIN AVENUE,,,,,USA,,,,,,,,,FARMINGTON,,,,110003007727,HAYES INC FORMER ,,HARTFORD,,SEMS,,06032,,,,,CTD001142074,,,,,,,Y,,1.0,CT,,,,,,,,SEMS
,150 N WOLFE RD,,,,,USA,,,,,,,,,SUNNYVALE,,,,110001191996,ROYAL AUTO BODY TOWING,,SANTA CLARA,,SEMS,,94086,,,,,CAD981694318,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,150 SAWMILL ROAD,,,,,USA,,,,,,,,,BOSTON,,,,110070922083,FORMER SEEMAC LUMBER LLC,,NELSON,,SEMS,,40004,,,,,KYN000420305,,,,,,,Y,,4.0,KY,,,,,,,,SEMS
,15100 ALBEMARLE ROAD,,,,,USA,,,,,,,,,CHARLOTTE,,,,110004031253,RAM LEATHER CARE SITE,,MECKLENBURG,,SEMS,,28227,,,,,NCD982096653,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,15100 E NELSON AVE ,,,,,USA,,,,,,,,,CITY OF INDUSTRY,,,,110012189951,BROUGH INDUSTRIES INC ,,LOS ANGELES,,SEMS,,91744,,,,,CAD983633710,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,15100 MT CALVERT RD,,,,,USA,,,,,,,,,UPPER MARLBORO,,,,110009290926,CROOM CONTROL,,PRINCE GEORGE S,,SEMS,,20772,,,,,MDD981108442,,,,,,,Y,,3.0,MD,,,,,,,,SEMS
,1510 1520 W WASHINGTON ST,,,,,USA,,,,,,,,,SOUTH BEND,,,,110071524214,OIL EXPRESS,,ST JOSEPH,,SEMS,,46628,,,,,INN000521972,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,1510 E D ST,,,,,USA,,,,,,,,,TACOMA,,,,110071515584,PACIFIC PRODUCER AMMONIA RELEASE,,PIERCE,,SEMS,,98421,,,,,WAN001020840,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,1510 TAYLOR WAY,,,,,USA,,,,,,,,,TACOMA,,,,110000620579,CLEANCARE CORPORATION,,PIERCE,,SEMS,,98421,,,,,WASFN1002182,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,1512 WASHINGTON AVE,,,,,USA,,,,,,,,,MANITOWOC,,,,110043317755,MIRRO SPIRTAS,,MANITOWOC,,SEMS,,54220,,,,,WIN000510545,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,1512 W FM171,,,,,USA,,,,,,,,,BYERS,,,,110017348235,TOBIN AND JACKS,,CLAY,,SEMS,,76357,,,,,TXN000605623,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,1513 W BRUNDAGE AVE,,,,,USA,,,,,,,,,BAKERSFIELD,,,,110013805962,SPARKLE BRUNDAGE CLEANERS,,KERN,,SEMS,,93304,,,,,CAN000905960,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1514 WEST LAKE STREET,,,,,USA,,,,,,,,,CHICAGO,,,,110027984858,RELIABLE PLATING CORPORATION FIRE,,COOK,,SEMS,,60607 1406,,,,,ILN000510170,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,1514 WEST MAIN STREET,,,,,USA,,,,,,,,,SPRINGFIELD,,,,110009320421,SPRINGFIELD ARMATURE WORKS,,CLARK,,SEMS,,45504,,,,,OH0001276948,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,15150 WESTHELME PKWY,,,,,USA,,,,,,,,,HOUSTON,,,,110064000502,HOUSTON ORGANIZATION MAINTENANCE SHOP 36,,HARRIS,,SEMS,,77082,,,,,TX0211848408,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,1515 1ST AVENUE,,,,,USA,,,,,,,,,KINDER,,,,110071101982,KINDER HG RESPONSE,,ALLEN,,SEMS,,70648,,,,,LAN000622137,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,1515 MILLER CUT OFF ROAD,,,,,USA,,,,,,,,,LAPORTE,,,,110064647182,LYONDELL BASELL ACID REACTOR VESSEL SPILL,,HARRIS,,SEMS,,77571,,,,,TXN000622166,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,1515 N COUNTYLINE ST,,,,,USA,,,,,,,,,FOSTERIA,,,,110034191292,DOLLAR GENERAL STORE,,WOOD,,SEMS,,44830 1309,,,,,OHN000510280,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,1515 ROUTE 37 EAST,,,,,USA,,,,,,,,,DOVER TOWNSHIP,,,,110013799522,Z2 CLEANERS,,OCEAN,,SEMS,,08753,,,,,NJN000204304,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,1515 S 10TH ST,,,,,USA,,,,,,,,,SAN JOSE,,,,110002641954,LORENTZ BARREL DRUM CO ,,SANTA CLARA,,SEMS,,95112,,,,,CAD029295706,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1515 WEST 39TH ST ,,,,,USA,,,,,,,,,VANCOUVER,,,,110000828212,SPS RAILWAY,,CLARK,,SEMS,,98660,,,,,WAD981771512,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,1515 WILLIAMS STREET,,,,,USA,,,,,,,,,CHATTANOOGA,,,,110071441688,FORMER CHATTANOOGA DRY CLEANING,,HAMILTON,,SEMS,,37402,,,,,TNN000421016,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,1516 BLAINE AVENUE SE,,,,,USA,,,,,,,,,GRAND RAPIDS,,,,110009258579,HARD CHROME PLATING,,KENT,,SEMS,,49507,,,,,MIN000505853,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,1516 RIVER ROAD,,,,,USA,,,,,,,,,CAMDEN,,,,110015158602,CONRAIL PAVONIA ENGINE YARD,,CAMDEN,,SEMS,,08101,,,,,NJD980769095,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,1516 SOUTH BON VIEW,,,,,USA,,,,,,,,,ONTARIO,,,,110017865933,ONTARIO DRUMS,,SAN BERNARDINO,,SEMS,,91761,,,,,CAN000906085,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1517 S ALAMEDA STREET,,,,,USA,,,,,,,,,COMPTON,,,,110067353303,CHROMATED CRICKETS,,LOS ANGELES,,SEMS,,90220,,,,,CAN000905901,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,1518 FARRAR STREET URB ANTONSANTI,,,,,USA,,,,,,,,,RIO PIEDRAS,,,,110042267347,RIO PIEDRAS RESIDENCE ABANDONED CHEMICAL,,SAN JUAN,,SEMS,,00927,,,,,PRC200400646,,,,,,,Y,,2.0,PR,,,,,,,,SEMS
,1518 HUBBARD STREET,,,,,USA,,,,,,,,,CHICAGO,,,,110001812922,AUTO DEPOSITIONS INCORPORATED,,COOK,,SEMS,,60642,,,,,ILD005150578,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,15191 HIGHWAY 40,,,,,USA,,,,,,,,,SHEFFIELD,,,,110071102287,EUCLID CHEMICAL FIRE,,BUREAU,,SEMS,,61361 9219,,,,,ILN000510517,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,1519 ALASKAN WAY S,,,,,USA,,,,,,,,,SEATTLE,,,,110002449903,USDOH CG SEATTLE SUPPORT CENTER,,KING,,SEMS,,98134,,,,,WA6690331347,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,1519 RUFFIN STREET,,,,,USA,,,,,,,,,DURHAM,,,,110071101532,RUFFIN STREET MERCURY,,DURHAM,,SEMS,,27701,,,,,NCN000420417,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,151 ARG EM BUILDING 1624,,,,,USA,,,,,,,,,SALT LAKE CITY,,,,110009314143,151ST REFUELING UNIT UTAH AIR NATIONAL GUARD,,SALT LAKE,,SEMS,,84116,,,,,UT0000984286,,,,,,,Y,,8.0,UT,,,,,,,,SEMS
,151 E STREET,,,,,USA,,,,,,,,,NORTH ADAMS,,,,110070397425,NORTH ADAMS LANDFILL,,BERKSHIRE,,SEMS,,01247,,,,,MAD000846212,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,151 HAYMAKER ROAD,,,,,USA,,,,,,,,,TWO DOT,,,,110067353900,MILWAUKEE RAILROAD MONTANA SUBSTATIONS,,WHEATLAND,,SEMS,,59085,,,,,MTN000800987,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,151 N DUPONT HIGHWAY,,,,,USA,,,,,,,,,NEW CASTLE,,,,110054385429,NEW CASTLE COUNTY AIRPORT,,NEW CASTLE,,SEMS,,19720,,,,,DED981038714,,,,,,,Y,,3.0,DE,,,,,,,,SEMS
,15 1ST AVENUE SW,,,,,USA,,,,,,,,,CUT BANK,,,,110070261951,GLACIER HOTEL ASBESTOS SITE,,GLACIER,,SEMS,,59427,,,,,MTN000821143,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,151ST ST GLADIOLA AVE,,,,,USA,,,,,,,,,EAST CHICAGO,,,,110071101128,EAGLE PICHER COMPANY,,LAKE,,SEMS,,46312,,,,,INP000509993,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
