FIPS,county_name,median_age
18051,"Gibson County, Indiana",40.4
18053,"Grant County, Indiana",40.1
18055,"Greene County, Indiana",43.0
18057,"Hamilton County, Indiana",37.8
18059,"Hancock County, Indiana",39.6
18061,"Harrison County, Indiana",42.5
18063,"Hendricks County, Indiana",38.4
18065,"Henry County, Indiana",42.2
18067,"Howard County, Indiana",41.2
18069,"Huntington County, Indiana",41.4
18071,"Jackson County, Indiana",39.5
18073,"Jasper County, Indiana",41.4
18075,"Jay County, Indiana",39.6
18077,"Jefferson County, Indiana",41.0
18079,"Jennings County, Indiana",39.6
18081,"Johnson County, Indiana",37.9
18083,"Knox County, Indiana",38.9
18085,"Kosciusko County, Indiana",39.0
18087,"LaGrange County, Indiana",31.9
18089,"Lake County, Indiana",39.3
18091,"LaPorte County, Indiana",40.5
18093,"Lawrence County, Indiana",43.5
18095,"Madison County, Indiana",40.7
18097,"Marion County, Indiana",34.4
18099,"Marshall County, Indiana",39.9
18101,"Martin County, Indiana",42.0
18103,"Miami County, Indiana",41.1
18105,"Monroe County, Indiana",30.8
18107,"Montgomery County, Indiana",40.4
18109,"Morgan County, Indiana",41.5
18111,"Newton County, Indiana",42.7
18113,"Noble County, Indiana",39.4
18115,"Ohio County, Indiana",47.2
18117,"Orange County, Indiana",42.6
18119,"Owen County, Indiana",44.9
18121,"Parke County, Indiana",42.5
18123,"Perry County, Indiana",41.1
18125,"Pike County, Indiana",43.9
18127,"Porter County, Indiana",40.1
18129,"Posey County, Indiana",43.0
18131,"Pulaski County, Indiana",41.9
18133,"Putnam County, Indiana",38.4
18135,"Randolph County, Indiana",42.8
18137,"Ripley County, Indiana",40.8
18139,"Rush County, Indiana",42.5
18141,"St. Joseph County, Indiana",36.7
18143,"Scott County, Indiana",41.3
18145,"Shelby County, Indiana",40.5
18147,"Spencer County, Indiana",44.3
18149,"Starke County, Indiana",41.7
18151,"Steuben County, Indiana",43.5
18153,"Sullivan County, Indiana",40.9
18155,"Switzerland County, Indiana",40.8
18157,"Tippecanoe County, Indiana",28.4
18159,"Tipton County, Indiana",44.4
18161,"Union County, Indiana",44.5
18163,"Vanderburgh County, Indiana",38.9
18165,"Vermillion County, Indiana",42.4
18167,"Vigo County, Indiana",36.4
18169,"Wabash County, Indiana",42.8
18171,"Warren County, Indiana",43.7
18173,"Warrick County, Indiana",41.7
18175,"Washington County, Indiana",40.9
18177,"Wayne County, Indiana",40.9
18179,"Wells County, Indiana",40.6
18181,"White County, Indiana",42.6
18183,"Whitley County, Indiana",41.6
19001,"Adair County, Iowa",43.0
19003,"Adams County, Iowa",46.3
19005,"Allamakee County, Iowa",43.1
19007,"Appanoose County, Iowa",45.0
19009,"Audubon County, Iowa",48.2
19011,"Benton County, Iowa",43.0
19013,"Black Hawk County, Iowa",35.5
19015,"Boone County, Iowa",42.0
19017,"Bremer County, Iowa",38.9
19019,"Buchanan County, Iowa",39.5
19021,"Buena Vista County, Iowa",35.6
19023,"Butler County, Iowa",43.6
19025,"Calhoun County, Iowa",42.4
19027,"Carroll County, Iowa",42.4
19029,"Cass County, Iowa",44.8
19031,"Cedar County, Iowa",43.3
19033,"Cerro Gordo County, Iowa",44.3
19035,"Cherokee County, Iowa",44.8
19037,"Chickasaw County, Iowa",44.0
19039,"Clarke County, Iowa",39.3
19041,"Clay County, Iowa",41.5
19043,"Clayton County, Iowa",46.9
19045,"Clinton County, Iowa",42.5
19047,"Crawford County, Iowa",37.3
19049,"Dallas County, Iowa",35.6
19051,"Davis County, Iowa",36.3
19053,"Decatur County, Iowa",36.6
19055,"Delaware County, Iowa",43.5
19057,"Des Moines County, Iowa",42.1
19059,"Dickinson County, Iowa",47.9
19061,"Dubuque County, Iowa",38.7
19063,"Emmet County, Iowa",44.8
19065,"Fayette County, Iowa",43.4
19067,"Floyd County, Iowa",44.0
19069,"Franklin County, Iowa",42.8
19071,"Fremont County, Iowa",46.2
19073,"Greene County, Iowa",44.6
19075,"Grundy County, Iowa",41.6
19077,"Guthrie County, Iowa",45.9
19079,"Hamilton County, Iowa",41.9
19081,"Hancock County, Iowa",44.4
19083,"Hardin County, Iowa",45.3
19085,"Harrison County, Iowa",42.0
19087,"Henry County, Iowa",40.4
19089,"Howard County, Iowa",39.5
19091,"Humboldt County, Iowa",41.9
19093,"Ida County, Iowa",42.8
19095,"Iowa County, Iowa",42.2
19097,"Jackson County, Iowa",44.4
19099,"Jasper County, Iowa",41.0
19101,"Jefferson County, Iowa",44.2
19103,"Johnson County, Iowa",30.6
19105,"Jones County, Iowa",43.4
19107,"Keokuk County, Iowa",42.7
19109,"Kossuth County, Iowa",45.1
19111,"Lee County, Iowa",43.5
19113,"Linn County, Iowa",38.2
19115,"Louisa County, Iowa",42.2
19117,"Lucas County, Iowa",42.9
19119,"Lyon County, Iowa",38.3
19121,"Madison County, Iowa",40.9
19123,"Mahaska County, Iowa",39.6
19125,"Marion County, Iowa",39.8
19127,"Marshall County, Iowa",38.5
19129,"Mills County, Iowa",42.7
19131,"Mitchell County, Iowa",41.8
19133,"Monona County, Iowa",45.9
19135,"Monroe County, Iowa",41.5
19137,"Montgomery County, Iowa",43.3
19139,"Muscatine County, Iowa",38.6
19141,"O'Brien County, Iowa",40.4
19143,"Osceola County, Iowa",44.0
19145,"Page County, Iowa",45.2
19147,"Palo Alto County, Iowa",41.3
19149,"Plymouth County, Iowa",40.9
19151,"Pocahontas County, Iowa",45.4
19153,"Polk County, Iowa",36.1
19155,"Pottawattamie County, Iowa",39.7
19157,"Poweshiek County, Iowa",40.7
19159,"Ringgold County, Iowa",43.8
19161,"Sac County, Iowa",45.2
19163,"Scott County, Iowa",38.7
19165,"Shelby County, Iowa",45.5
19167,"Sioux County, Iowa",34.4
19169,"Story County, Iowa",26.5
19171,"Tama County, Iowa",41.0
19173,"Taylor County, Iowa",44.1
19175,"Union County, Iowa",40.0
19177,"Van Buren County, Iowa",45.0
19179,"Wapello County, Iowa",39.4
19181,"Warren County, Iowa",38.5
19183,"Washington County, Iowa",40.1
19185,"Wayne County, Iowa",41.9
19187,"Webster County, Iowa",39.8
19189,"Winnebago County, Iowa",41.5
19191,"Winneshiek County, Iowa",42.6
19193,"Woodbury County, Iowa",35.9
19195,"Worth County, Iowa",43.9
19197,"Wright County, Iowa",41.5
20001,"Allen County, Kansas",41.1
20003,"Anderson County, Kansas",39.7
20005,"Atchison County, Kansas",36.1
20007,"Barber County, Kansas",42.8
20009,"Barton County, Kansas",39.2
20011,"Bourbon County, Kansas",38.1
20013,"Brown County, Kansas",41.8
20015,"Butler County, Kansas",38.2
20017,"Chase County, Kansas",44.1
20019,"Chautauqua County, Kansas",45.9
20021,"Cherokee County, Kansas",42.4
20023,"Cheyenne County, Kansas",43.0
20025,"Clark County, Kansas",46.3
20027,"Clay County, Kansas",43.1
20029,"Cloud County, Kansas",38.8
20031,"Coffey County, Kansas",43.9
20033,"Comanche County, Kansas",46.8
20035,"Cowley County, Kansas",38.1
20037,"Crawford County, Kansas",32.9
20039,"Decatur County, Kansas",50.6
20041,"Dickinson County, Kansas",41.8
20043,"Doniphan County, Kansas",41.9
20045,"Douglas County, Kansas",30.7
20047,"Edwards County, Kansas",43.8
20049,"Elk County, Kansas",50.4
20051,"Ellis County, Kansas",32.9
20053,"Ellsworth County, Kansas",43.1
20055,"Finney County, Kansas",31.9
20057,"Ford County, Kansas",32.6
20059,"Franklin County, Kansas",40.2
20061,"Geary County, Kansas",26.6
20063,"Gove County, Kansas",42.1
20065,"Graham County, Kansas",47.2
20067,"Grant County, Kansas",32.9
20069,"Gray County, Kansas",36.1
20071,"Greeley County, Kansas",40.6
20073,"Greenwood County, Kansas",48.4
20075,"Hamilton County, Kansas",35.4
20077,"Harper County, Kansas",41.5
20079,"Harvey County, Kansas",40.5
20081,"Haskell County, Kansas",38.0
20083,"Hodgeman County, Kansas",46.0
20085,"Jackson County, Kansas",40.7
20087,"Jefferson County, Kansas",43.2
20089,"Jewell County, Kansas",51.1
20091,"Johnson County, Kansas",38.1
20093,"Kearny County, Kansas",34.9
20095,"Kingman County, Kansas",43.6
20097,"Kiowa County, Kansas",41.5
20099,"Labette County, Kansas",40.6
20101,"Lane County, Kansas",47.9
20103,"Leavenworth County, Kansas",38.0
20105,"Lincoln County, Kansas",44.6
20107,"Linn County, Kansas",45.0
20109,"Logan County, Kansas",39.9
20111,"Lyon County, Kansas",32.9
20113,"McPherson County, Kansas",39.8
20115,"Marion County, Kansas",43.4
20117,"Marshall County, Kansas",42.3
20119,"Meade County, Kansas",37.7
20121,"Miami County, Kansas",42.5
20123,"Mitchell County, Kansas",41.9
20125,"Montgomery County, Kansas",40.2
20127,"Morris County, Kansas",46.5
20129,"Morton County, Kansas",39.5
20131,"Nemaha County, Kansas",40.0
20133,"Neosho County, Kansas",40.3
20135,"Ness County, Kansas",48.4
20137,"Norton County, Kansas",40.4
20139,"Osage County, Kansas",42.6
20141,"Osborne County, Kansas",46.4
20143,"Ottawa County, Kansas",42.3
20145,"Pawnee County, Kansas",46.1
20147,"Phillips County, Kansas",44.9
20149,"Pottawatomie County, Kansas",35.8
20151,"Pratt County, Kansas",37.6
20153,"Rawlins County, Kansas",46.2
20155,"Reno County, Kansas",40.5
20157,"Republic County, Kansas",47.5
20159,"Rice County, Kansas",39.0
20161,"Riley County, Kansas",24.9
20163,"Rooks County, Kansas",44.9
20165,"Rush County, Kansas",46.4
20167,"Russell County, Kansas",45.3
20169,"Saline County, Kansas",39.9
20171,"Scott County, Kansas",38.7
20173,"Sedgwick County, Kansas",35.8
20175,"Seward County, Kansas",30.5
20177,"Shawnee County, Kansas",39.4
20179,"Sheridan County, Kansas",42.5
20181,"Sherman County, Kansas",38.0
20183,"Smith County, Kansas",50.0
20185,"Stafford County, Kansas",42.2
20187,"Stanton County, Kansas",39.6
20189,"Stevens County, Kansas",36.3
20191,"Sumner County, Kansas",42.0
20193,"Thomas County, Kansas",35.2
20195,"Trego County, Kansas",47.8
20197,"Wabaunsee County, Kansas",43.7
20199,"Wallace County, Kansas",43.1
20201,"Washington County, Kansas",44.9
20203,"Wichita County, Kansas",43.1
20205,"Wilson County, Kansas",42.4
20207,"Woodson County, Kansas",46.6
20209,"Wyandotte County, Kansas",34.3
21001,"Adair County, Kentucky",40.3
21003,"Allen County, Kentucky",40.5
21005,"Anderson County, Kentucky",41.9
21007,"Ballard County, Kentucky",44.7
21009,"Barren County, Kentucky",40.2
21011,"Bath County, Kentucky",39.5
21013,"Bell County, Kentucky",41.5
21015,"Boone County, Kentucky",38.0
21017,"Bourbon County, Kentucky",41.8
21019,"Boyd County, Kentucky",42.1
21021,"Boyle County, Kentucky",40.0
21023,"Bracken County, Kentucky",41.7
21025,"Breathitt County, Kentucky",42.7
21027,"Breckinridge County, Kentucky",42.3
21029,"Bullitt County, Kentucky",41.1
21031,"Butler County, Kentucky",41.4
21033,"Caldwell County, Kentucky",42.4
21035,"Calloway County, Kentucky",35.6
21037,"Campbell County, Kentucky",38.9
21039,"Carlisle County, Kentucky",42.9
21041,"Carroll County, Kentucky",38.5
21043,"Carter County, Kentucky",41.9
21045,"Casey County, Kentucky",41.9
21047,"Christian County, Kentucky",28.4
21049,"Clark County, Kentucky",40.9
21051,"Clay County, Kentucky",40.4
21053,"Clinton County, Kentucky",42.4
21055,"Crittenden County, Kentucky",43.4
21057,"Cumberland County, Kentucky",45.4
21059,"Daviess County, Kentucky",38.7
21061,"Edmonson County, Kentucky",45.0
21063,"Elliott County, Kentucky",43.6
21065,"Estill County, Kentucky",43.7
21067,"Fayette County, Kentucky",35.2
21069,"Fleming County, Kentucky",40.8
21071,"Floyd County, Kentucky",42.9
21073,"Franklin County, Kentucky",40.0
21075,"Fulton County, Kentucky",39.2
21077,"Gallatin County, Kentucky",38.7
21079,"Garrard County, Kentucky",43.5
21081,"Grant County, Kentucky",36.5
21083,"Graves County, Kentucky",39.9
21085,"Grayson County, Kentucky",40.0
21087,"Green County, Kentucky",45.1
21089,"Greenup County, Kentucky",43.8
21091,"Hancock County, Kentucky",41.2
21093,"Hardin County, Kentucky",37.2
21095,"Harlan County, Kentucky",41.2
21097,"Harrison County, Kentucky",42.6
21099,"Hart County, Kentucky",40.3
21101,"Henderson County, Kentucky",41.0
21103,"Henry County, Kentucky",41.4
21105,"Hickman County, Kentucky",46.6
21107,"Hopkins County, Kentucky",41.4
21109,"Jackson County, Kentucky",40.9
21111,"Jefferson County, Kentucky",38.5
21113,"Jessamine County, Kentucky",38.4
21115,"Johnson County, Kentucky",41.7
21117,"Kenton County, Kentucky",37.7
21119,"Knott County, Kentucky",44.2
21121,"Knox County, Kentucky",40.1
21123,"Larue County, Kentucky",41.3
21125,"Laurel County, Kentucky",39.8
21127,"Lawrence County, Kentucky",41.2
21129,"Lee County, Kentucky",41.8
21131,"Leslie County, Kentucky",43.2
21133,"Letcher County, Kentucky",42.7
21135,"Lewis County, Kentucky",42.5
21137,"Lincoln County, Kentucky",41.4
21139,"Livingston County, Kentucky",46.0
21141,"Logan County, Kentucky",40.8
21143,"Lyon County, Kentucky",47.9
21145,"McCracken County, Kentucky",42.5
21147,"McCreary County, Kentucky",39.2
21149,"McLean County, Kentucky",43.2
21151,"Madison County, Kentucky",34.4
21153,"Magoffin County, Kentucky",41.4
21155,"Marion County, Kentucky",39.8
21157,"Marshall County, Kentucky",44.6
21159,"Martin County, Kentucky",39.8
21161,"Mason County, Kentucky",42.1
21163,"Meade County, Kentucky",39.2
21165,"Menifee County, Kentucky",43.4
21167,"Mercer County, Kentucky",43.1
21169,"Metcalfe County, Kentucky",42.6
21171,"Monroe County, Kentucky",41.2
21173,"Montgomery County, Kentucky",40.5
21175,"Morgan County, Kentucky",42.3
21177,"Muhlenberg County, Kentucky",43.0
21179,"Nelson County, Kentucky",39.9
21181,"Nicholas County, Kentucky",38.9
21183,"Ohio County, Kentucky",41.0
21185,"Oldham County, Kentucky",39.5
21187,"Owen County, Kentucky",42.9
21189,"Owsley County, Kentucky",48.0
21191,"Pendleton County, Kentucky",41.7
21193,"Perry County, Kentucky",41.3
21195,"Pike County, Kentucky",42.5
21197,"Powell County, Kentucky",39.5
21199,"Pulaski County, Kentucky",41.8
21201,"Robertson County, Kentucky",39.0
21203,"Rockcastle County, Kentucky",42.9
21205,"Rowan County, Kentucky",30.6
21207,"Russell County, Kentucky",42.4
21209,"Scott County, Kentucky",36.1
21211,"Shelby County, Kentucky",40.6
21213,"Simpson County, Kentucky",39.2
21215,"Spencer County, Kentucky",42.9
21217,"Taylor County, Kentucky",37.3
21219,"Todd County, Kentucky",36.6
21221,"Trigg County, Kentucky",45.8
21223,"Trimble County, Kentucky",42.0
21225,"Union County, Kentucky",41.3
21227,"Warren County, Kentucky",33.3
21229,"Washington County, Kentucky",42.3
21231,"Wayne County, Kentucky",43.4
21233,"Webster County, Kentucky",39.7
21235,"Whitley County, Kentucky",36.1
21237,"Wolfe County, Kentucky",41.0
21239,"Woodford County, Kentucky",42.5
22001,"Acadia Parish, Louisiana",36.7
22003,"Allen Parish, Louisiana",38.5
22005,"Ascension Parish, Louisiana",36.2
22007,"Assumption Parish, Louisiana",41.9
22009,"Avoyelles Parish, Louisiana",38.6
22011,"Beauregard Parish, Louisiana",37.3
22013,"Bienville Parish, Louisiana",42.1
22015,"Bossier Parish, Louisiana",36.0
22017,"Caddo Parish, Louisiana",38.7
22019,"Calcasieu Parish, Louisiana",36.7
22021,"Caldwell Parish, Louisiana",40.2
22023,"Cameron Parish, Louisiana",43.3
22025,"Catahoula Parish, Louisiana",38.8
22027,"Claiborne Parish, Louisiana",42.3
22029,"Concordia Parish, Louisiana",37.8
22031,"De Soto Parish, Louisiana",39.3
22033,"East Baton Rouge Parish, Louisiana",34.0
22035,"East Carroll Parish, Louisiana",33.9
22037,"East Feliciana Parish, Louisiana",44.3
22039,"Evangeline Parish, Louisiana",36.9
22041,"Franklin Parish, Louisiana",39.0
22043,"Grant Parish, Louisiana",37.9
22045,"Iberia Parish, Louisiana",37.4
22047,"Iberville Parish, Louisiana",39.9
22049,"Jackson Parish, Louisiana",41.4
22051,"Jefferson Parish, Louisiana",39.8
22053,"Jefferson Davis Parish, Louisiana",37.9
22055,"Lafayette Parish, Louisiana",36.2
22057,"Lafourche Parish, Louisiana",38.8
22059,"LaSalle Parish, Louisiana",38.3
22061,"Lincoln Parish, Louisiana",28.3
22063,"Livingston Parish, Louisiana",36.6
22065,"Madison Parish, Louisiana",36.2
22067,"Morehouse Parish, Louisiana",40.0
22069,"Natchitoches Parish, Louisiana",33.3
22071,"Orleans Parish, Louisiana",37.9
22073,"Ouachita Parish, Louisiana",36.5
22075,"Plaquemines Parish, Louisiana",36.4
22077,"Pointe Coupee Parish, Louisiana",43.4
22079,"Rapides Parish, Louisiana",37.7
22081,"Red River Parish, Louisiana",37.8
22083,"Richland Parish, Louisiana",39.5
22085,"Sabine Parish, Louisiana",41.1
22087,"St. Bernard Parish, Louisiana",35.6
22089,"St. Charles Parish, Louisiana",38.8
22091,"St. Helena Parish, Louisiana",42.2
22093,"St. James Parish, Louisiana",40.4
22095,"St. John the Baptist Parish, Louisiana",37.9
22097,"St. Landry Parish, Louisiana",37.3
22099,"St. Martin Parish, Louisiana",39.5
22101,"St. Mary Parish, Louisiana",39.5
22103,"St. Tammany Parish, Louisiana",40.6
22105,"Tangipahoa Parish, Louisiana",35.7
22107,"Tensas Parish, Louisiana",47.4
22109,"Terrebonne Parish, Louisiana",36.9
22111,"Union Parish, Louisiana",42.5
22113,"Vermilion Parish, Louisiana",38.6
22115,"Vernon Parish, Louisiana",31.5
22117,"Washington Parish, Louisiana",40.6
22119,"Webster Parish, Louisiana",41.5
22121,"West Baton Rouge Parish, Louisiana",36.4
22123,"West Carroll Parish, Louisiana",41.0
22125,"West Feliciana Parish, Louisiana",42.6
22127,"Winn Parish, Louisiana",40.7
23001,"Androscoggin County, Maine",40.8
23003,"Aroostook County, Maine",48.5
23005,"Cumberland County, Maine",42.1
23007,"Franklin County, Maine",46.3
23009,"Hancock County, Maine",48.9
23011,"Kennebec County, Maine",44.3
23013,"Knox County, Maine",49.0
23015,"Lincoln County, Maine",51.3
23017,"Oxford County, Maine",48.2
23019,"Penobscot County, Maine",42.4
23021,"Piscataquis County, Maine",51.2
23023,"Sagadahoc County, Maine",46.7
23025,"Somerset County, Maine",47.0
23027,"Waldo County, Maine",47.0
23029,"Washington County, Maine",48.6
23031,"York County, Maine",45.2
24001,"Allegany County, Maryland",41.9
24003,"Anne Arundel County, Maryland",38.8
24005,"Baltimore County, Maryland",39.5
24009,"Calvert County, Maryland",40.4
24011,"Caroline County, Maryland",39.5
24013,"Carroll County, Maryland",41.5
24015,"Cecil County, Maryland",41.0
24017,"Charles County, Maryland",38.8
24019,"Dorchester County, Maryland",43.8
24021,"Frederick County, Maryland",38.9
24023,"Garrett County, Maryland",47.6
24025,"Harford County, Maryland",40.4
24027,"Howard County, Maryland",39.2
24029,"Kent County, Maryland",48.5
24031,"Montgomery County, Maryland",39.8
24033,"Prince George's County, Maryland",38.2
24035,"Queen Anne's County, Maryland",44.6
24037,"St. Mary's County, Maryland",37.0
24039,"Somerset County, Maryland",38.0
24041,"Talbot County, Maryland",51.4
24043,"Washington County, Maryland",40.9
24045,"Wicomico County, Maryland",36.1
24047,"Worcester County, Maryland",50.6
24510,"Baltimore city, Maryland",36.0
25001,"Barnstable County, Massachusetts",54.5
25003,"Berkshire County, Massachusetts",47.5
25005,"Bristol County, Massachusetts",41.0
25007,"Dukes County, Massachusetts",49.2
25009,"Essex County, Massachusetts",40.9
25011,"Franklin County, Massachusetts",47.1
25013,"Hampden County, Massachusetts",39.5
25015,"Hampshire County, Massachusetts",39.3
25017,"Middlesex County, Massachusetts",38.8
25019,"Nantucket County, Massachusetts",40.5
25021,"Norfolk County, Massachusetts",40.7
25023,"Plymouth County, Massachusetts",42.7
25025,"Suffolk County, Massachusetts",33.6
25027,"Worcester County, Massachusetts",40.2
26001,"Alcona County, Michigan",59.3
26003,"Alger County, Michigan",47.2
26005,"Allegan County, Michigan",40.4
26007,"Alpena County, Michigan",47.6
26009,"Antrim County, Michigan",51.5
26011,"Arenac County, Michigan",50.0
26013,"Baraga County, Michigan",46.5
26015,"Barry County, Michigan",42.2
26017,"Bay County, Michigan",43.6
26019,"Benzie County, Michigan",50.4
26021,"Berrien County, Michigan",42.5
26023,"Branch County, Michigan",40.9
26025,"Calhoun County, Michigan",40.0
26027,"Cass County, Michigan",45.3
26029,"Charlevoix County, Michigan",49.5
26031,"Cheboygan County, Michigan",52.0
26033,"Chippewa County, Michigan",40.8
26035,"Clare County, Michigan",48.2
26037,"Clinton County, Michigan",41.4
26039,"Crawford County, Michigan",51.4
26041,"Delta County, Michigan",47.6
26043,"Dickinson County, Michigan",47.2
26045,"Eaton County, Michigan",41.2
26047,"Emmet County, Michigan",45.8
26049,"Genesee County, Michigan",40.5
26051,"Gladwin County, Michigan",50.7
26053,"Gogebic County, Michigan",50.6
26055,"Grand Traverse County, Michigan",42.8
26057,"Gratiot County, Michigan",39.6
26059,"Hillsdale County, Michigan",42.8
26061,"Houghton County, Michigan",31.9
26063,"Huron County, Michigan",49.3
26065,"Ingham County, Michigan",33.0
26067,"Ionia County, Michigan",39.1
26069,"Iosco County, Michigan",53.1
26071,"Iron County, Michigan",53.4
26073,"Isabella County, Michigan",28.9
26075,"Jackson County, Michigan",41.1
26077,"Kalamazoo County, Michigan",34.6
26079,"Kalkaska County, Michigan",43.3
26081,"Kent County, Michigan",35.6
26083,"Keweenaw County, Michigan",57.2
26085,"Lake County, Michigan",51.8
26087,"Lapeer County, Michigan",44.5
26089,"Leelanau County, Michigan",55.2
26091,"Lenawee County, Michigan",42.0
26093,"Livingston County, Michigan",43.6
26095,"Luce County, Michigan",47.7
26097,"Mackinac County, Michigan",52.7
26099,"Macomb County, Michigan",41.0
26101,"Manistee County, Michigan",50.0
26103,"Marquette County, Michigan",39.1
26105,"Mason County, Michigan",46.7
26107,"Mecosta County, Michigan",40.6
26109,"Menominee County, Michigan",49.6
26111,"Midland County, Michigan",41.7
26113,"Missaukee County, Michigan",42.6
26115,"Monroe County, Michigan",42.6
26117,"Montcalm County, Michigan",40.6
26119,"Montmorency County, Michigan",56.2
26121,"Muskegon County, Michigan",39.4
26123,"Newaygo County, Michigan",42.4
26125,"Oakland County, Michigan",41.1
26127,"Oceana County, Michigan",43.8
26129,"Ogemaw County, Michigan",50.6
26131,"Ontonagon County, Michigan",59.2
26133,"Osceola County, Michigan",43.5
26135,"Oscoda County, Michigan",52.0
26137,"Otsego County, Michigan",44.6
26139,"Ottawa County, Michigan",35.8
26141,"Presque Isle County, Michigan",56.1
26143,"Roscommon County, Michigan",57.0
26145,"Saginaw County, Michigan",41.0
26147,"St. Clair County, Michigan",44.1
26149,"St. Joseph County, Michigan",39.8
26151,"Sanilac County, Michigan",45.2
26153,"Schoolcraft County, Michigan",51.8
26155,"Shiawassee County, Michigan",43.2
26157,"Tuscola County, Michigan",44.7
26159,"Van Buren County, Michigan",40.8
26161,"Washtenaw County, Michigan",34.4
26163,"Wayne County, Michigan",37.7
26165,"Wexford County, Michigan",42.2
27001,"Aitkin County, Minnesota",56.2
27003,"Anoka County, Minnesota",38.8
27005,"Becker County, Minnesota",42.5
27007,"Beltrami County, Minnesota",35.0
27009,"Benton County, Minnesota",36.2
27011,"Big Stone County, Minnesota",47.7
27013,"Blue Earth County, Minnesota",31.4
27015,"Brown County, Minnesota",42.0
27017,"Carlton County, Minnesota",41.6
27019,"Carver County, Minnesota",38.5
27021,"Cass County, Minnesota",49.0
27023,"Chippewa County, Minnesota",41.8
27025,"Chisago County, Minnesota",40.8
27027,"Clay County, Minnesota",32.8
27029,"Clearwater County, Minnesota",41.6
27031,"Cook County, Minnesota",52.2
27033,"Cottonwood County, Minnesota",41.4
27035,"Crow Wing County, Minnesota",45.0
27037,"Dakota County, Minnesota",38.4
27039,"Dodge County, Minnesota",38.3
27041,"Douglas County, Minnesota",44.2
27043,"Faribault County, Minnesota",44.6
27045,"Fillmore County, Minnesota",42.1
27047,"Freeborn County, Minnesota",44.1
27049,"Goodhue County, Minnesota",42.0
27051,"Grant County, Minnesota",44.3
27053,"Hennepin County, Minnesota",37.2
27055,"Houston County, Minnesota",44.6
27057,"Hubbard County, Minnesota",48.1
27059,"Isanti County, Minnesota",40.2
27061,"Itasca County, Minnesota",46.8
27063,"Jackson County, Minnesota",44.4
27065,"Kanabec County, Minnesota",44.8
27067,"Kandiyohi County, Minnesota",40.0
27069,"Kittson County, Minnesota",48.0
27071,"Koochiching County, Minnesota",50.6
27073,"Lac qui Parle County, Minnesota",48.7
27075,"Lake County, Minnesota",49.7
27077,"Lake of the Woods County, Minnesota",51.2
27079,"Le Sueur County, Minnesota",41.3
27081,"Lincoln County, Minnesota",44.6
27083,"Lyon County, Minnesota",36.8
27085,"McLeod County, Minnesota",41.3
27087,"Mahnomen County, Minnesota",35.1
27089,"Marshall County, Minnesota",42.8
27091,"Martin County, Minnesota",44.8
27093,"Meeker County, Minnesota",42.3
27095,"Mille Lacs County, Minnesota",40.8
27097,"Morrison County, Minnesota",42.2
27099,"Mower County, Minnesota",39.1
27101,"Murray County, Minnesota",46.7
27103,"Nicollet County, Minnesota",37.1
27105,"Nobles County, Minnesota",36.4
27107,"Norman County, Minnesota",43.7
27109,"Olmsted County, Minnesota",37.6
27111,"Otter Tail County, Minnesota",46.1
27113,"Pennington County, Minnesota",39.8
27115,"Pine County, Minnesota",45.6
27117,"Pipestone County, Minnesota",40.0
27119,"Polk County, Minnesota",39.3
27121,"Pope County, Minnesota",46.2
27123,"Ramsey County, Minnesota",35.7
27125,"Red Lake County, Minnesota",42.9
27127,"Redwood County, Minnesota",40.4
27129,"Renville County, Minnesota",42.3
27131,"Rice County, Minnesota",37.1
27133,"Rock County, Minnesota",40.9
27135,"Roseau County, Minnesota",42.1
27137,"St. Louis County, Minnesota",41.2
27139,"Scott County, Minnesota",37.3
27141,"Sherburne County, Minnesota",36.6
27143,"Sibley County, Minnesota",41.9
27145,"Stearns County, Minnesota",34.9
27147,"Steele County, Minnesota",39.9
27149,"Stevens County, Minnesota",33.8
27151,"Swift County, Minnesota",43.8
27153,"Todd County, Minnesota",43.3
27155,"Traverse County, Minnesota",45.3
27157,"Wabasha County, Minnesota",45.4
27159,"Wadena County, Minnesota",40.0
27161,"Waseca County, Minnesota",40.2
27163,"Washington County, Minnesota",39.8
27165,"Watonwan County, Minnesota",41.0
27167,"Wilkin County, Minnesota",41.9
27169,"Winona County, Minnesota",35.6
27171,"Wright County, Minnesota",37.4
27173,"Yellow Medicine County, Minnesota",42.3
28001,"Adams County, Mississippi",41.5
28003,"Alcorn County, Mississippi",40.1
28005,"Amite County, Mississippi",48.2
28007,"Attala County, Mississippi",39.1
28009,"Benton County, Mississippi",41.7
28011,"Bolivar County, Mississippi",36.6
28013,"Calhoun County, Mississippi",42.8
28015,"Carroll County, Mississippi",45.5
28017,"Chickasaw County, Mississippi",39.3
28019,"Choctaw County, Mississippi",43.0
28021,"Claiborne County, Mississippi",33.9
28023,"Clarke County, Mississippi",42.1
28025,"Clay County, Mississippi",39.5
28027,"Coahoma County, Mississippi",35.7
28029,"Copiah County, Mississippi",39.6
28031,"Covington County, Mississippi",37.8
28033,"DeSoto County, Mississippi",37.1
28035,"Forrest County, Mississippi",31.9
28037,"Franklin County, Mississippi",42.7
28039,"George County, Mississippi",36.4
28041,"Greene County, Mississippi",39.7
28043,"Grenada County, Mississippi",38.4
28045,"Hancock County, Mississippi",45.4
28047,"Harrison County, Mississippi",37.6
28049,"Hinds County, Mississippi",36.1
28051,"Holmes County, Mississippi",35.5
28053,"Humphreys County, Mississippi",38.4
