FIPS,Excessive Drinking raw value,Excessive Drinking numerator,Excessive Drinking denominator,Excessive Drinking CI low,Excessive Drinking CI high,Mental Health Providers raw value,Mental Health Providers numerator,Mental Health Providers denominator,Mental Health Providers CI low,Mental Health Providers CI high,Ratio of population to mental health providers.,Drug Overdose Deaths raw value,Drug Overdose Deaths numerator,Drug Overdose Deaths denominator,Drug Overdose Deaths CI low,Drug Overdose Deaths CI high,Drug Overdose Deaths (AIAN),Drug Overdose Deaths CI low (AIAN),Drug Overdose Deaths CI high (AIAN),Drug Overdose Deaths (Asian/Pacific Islander),Drug Overdose Deaths CI low (Asian/Pacific Islander),Drug Overdose Deaths CI high (Asian/Pacific Islander),Drug Overdose Deaths (Black),Drug Overdose Deaths CI low (Black),Drug Overdose Deaths CI high (Black),Drug Overdose Deaths (Hispanic),Drug Overdose Deaths CI low (Hispanic),Drug Overdose Deaths CI high (Hispanic),Drug Overdose Deaths (White),Drug Overdose Deaths CI low (White),Drug Overdose Deaths CI high (White),Drug Overdose Deaths (NHOPI),Drug Overdose Deaths CI low (NHOPI),Drug Overdose Deaths CI high (NHOPI),Suicides raw value,Suicides numerator,Suicides denominator,Suicides CI low,Suicides CI high,Crude suicide rate,Suicides (AIAN),Suicides CI low (AIAN),Suicides CI high (AIAN),Suicides (Asian/Pacific Islander),Suicides CI low (Asian/Pacific Islander),Suicides CI high (Asian/Pacific Islander),Suicides (Black),Suicides CI low (Black),Suicides CI high (Black),Suicides (Hispanic),Suicides CI low (Hispanic),Suicides CI high (Hispanic),Suicides (White),Suicides CI low (White),Suicides CI high (White),Suicides (NHOPI),Suicides CI low (NHOPI),Suicides CI high (NHOPI),Firearm Fatalities raw value,Firearm Fatalities numerator,Firearm Fatalities denominator,Firearm Fatalities CI low,Firearm Fatalities CI high,Firearm Fatalities (AIAN),Firearm Fatalities CI low (AIAN),Firearm Fatalities CI high (AIAN),Firearm Fatalities (Asian/Pacific Islander),Firearm Fatalities CI low (Asian/Pacific Islander),Firearm Fatalities CI high (Asian/Pacific Islander),Firearm Fatalities (Black),Firearm Fatalities CI low (Black),Firearm Fatalities CI high (Black),Firearm Fatalities (Hispanic),Firearm Fatalities CI low (Hispanic),Firearm Fatalities CI high (Hispanic),Firearm Fatalities (White),Firearm Fatalities CI low (White),Firearm Fatalities CI high (White),Firearm Fatalities (NHOPI),Firearm Fatalities CI low (NHOPI),Firearm Fatalities CI high (NHOPI)
00001,0.1185307636,,,0.0922366402,0.1485401016,0.0007139033,8,11206,,,1400.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33777837,20,59992,20.36358112,51.487494837,,,,,,,40.242920904,20.089121121,72.005701739,,,,,,,,,
00001,0.1335432294,,,0.1059171351,0.1655750168,0.0001967342,2,10166,,,5083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.299969943,14,53232,14.378438301,44.126880677,,,,,,,,,,,,,,,,,,
00001,0.1346851662,,,0.1052483442,0.1679520872,0.0007978299,30,37602,,,1253.4,17.936737128,20,111503,10.956225021,27.701835738,,,,,,,,,,,,,17.318641353,9.8990999217,28.124388541,,,,19.8489984,37,185581,13.746008405,27.73698575,19.937385832,,,,,,,,,,,,,22.575510164,15.338963865,32.044134644,,,,22.63162716,42,185581,16.310886207,30.591385313,,,,,,,,,,,,,22.065026932,15.280672584,30.833663505,,,
00001,0.1370330176,,,0.107422167,0.1706579564,0.0006909789,9,13025,,,1447.2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.984142105,15,68231,12.304357452,36.259499159,,,,,,,,,,,,,22.87663256,11.41993255,40.932614827,,,
00001,0.1576778918,,,0.1242623558,0.1947661357,0.0015992941,145,90665,,,625.27586207,24.82746849,64,257779,19.120176021,31.704122993,,,,,,,,,,,,,26.250497489,20.126105902,33.651953069,,,,21.580671139,92,423976,17.26175131,26.651953296,21.699341472,,,,,,,,,,,,,22.170949598,17.60693426,27.556466001,,,,17.453818141,74,423976,13.705001284,21.911670354,,,,,,,,,,,,,18.763172775,14.707332268,23.591872766,,,
00001,0.1517019983,,,0.1209454692,0.1895925169,0.0013321492,66,49544,,,750.66666667,12.883714307,19,147473,7.7568376343,20.119515824,,,,,,,,,,,,,10.025967255,4.8078410043,18.438110749,,,,22.946170213,56,245655,17.237869284,29.939774676,22.79619792,,,,,,,,,,,,,30.236509885,22.216650163,40.208148226,,,,25.64572266,63,245655,19.706877448,32.812019819,,,,,,,23.796303641,12.295897336,41.56735355,,,,28.145566474,20.680303593,37.427636755,,,
00001,0.1120209413,,,0.0874363546,0.1412180599,0.0007071559,26,36767,,,1414.1153846,9.0160756629,10,110913,4.3235587317,16.580884154,,,,,,,,,,,,,,,,,,,14.061111827,25,188438,8.9135387219,21.098571682,13.266963139,,,,,,,,,,,,,35.131213887,18.705891806,60.075445676,,,,45.638353198,86,188438,36.504791626,56.362994928,,,,,,,52.849334098,41.198648649,66.771954242,,,,31.511570655,18.011585335,51.172816539,,,
00001,0.141800813,,,0.1120344529,0.1767191662,0.0005000139,36,71998,,,1999.9444444,24.187846537,52,214984,18.064640718,31.719142699,,,,,,,,,,,,,29.849697991,22.225060775,39.246840249,,,,23.535289401,84,357986,18.633110255,29.331992798,23.464604761,,,,,,,,,,,,,28.301235414,22.222556954,35.529609397,,,,17.598453571,63,357986,13.523134926,22.51606691,,,,,,,,,,,,,21.366473551,16.343659258,27.446129136,,,
00001,0.1539945671,,,0.1225340857,0.1892500506,0.0002791331,25,89563,,,3582.52,11.081604141,28,252671,7.3636454741,16.016003397,,,,,,,,,,,,,13.010950884,8.3363617341,19.359263577,,,,18.334957201,82,416235,14.493022815,22.882856373,19.700409624,,,,,,,,,,,,,21.987021848,17.107215386,27.825983348,,,,21.382151909,89,416235,17.171623756,26.312577845,,,,,,,21.647487752,13.033201737,33.805233647,,,,22.694307676,17.657525977,28.72109883,,,
00001,0.1300732396,,,0.1020738212,0.1631455644,0.0008454699,31,36666,,,1182.7741935,44.702726866,49,109613,33.071323428,59.099375615,,,,,,,,,,,,,57.622903588,40.77739612,79.09193722,,,,24.057439776,47,183808,17.48017257,32.295990008,25.570160167,,,,,,,,,,,,,34.526466224,24.309818517,47.590185661,,,,22.305884401,41,183808,16.007087759,30.260450887,,,,,,,20.833333333,10.764887342,36.391640709,,,,23.518982533,15.363380235,34.460758653,,,
