Year of Death,Geographic Region,State,Sex,Veteran Suicides
2015,Southern,Delaware,Male,10-19
2015,Southern,Delaware,Female,<10
2015,Southern,Delaware,All,12
2015,Southern,District of Columbia,Male,<10
2015,Southern,District of Columbia,Female,<10
2015,Southern,District of Columbia,All,<10
2015,Southern,Florida,Male,570
2015,Southern,Florida,Female,27
2015,Southern,Florida,All,597
2015,Southern,Georgia,Male,190
2015,Southern,Georgia,Female,10
2015,Southern,Georgia,All,200
2015,Southern,Kentucky,Male,120-129
2015,Southern,Kentucky,Female,<10
2015,Southern,Kentucky,All,133
2015,Southern,Louisiana,Male,90-99
2015,Southern,Louisiana,Female,<10
2015,Southern,Louisiana,All,100
2015,Southern,Maryland,Male,80-89
2015,Southern,Maryland,Female,<10
2015,Southern,Maryland,All,84
2015,Southern,Mississippi,Male,60-69
2015,Southern,Mississippi,Female,<10
2015,Southern,Mississippi,All,66
2015,Southern,North Carolina,Male,214
2015,Southern,North Carolina,Female,13
2015,Southern,North Carolina,All,227
2015,Southern,Oklahoma,Male,120-129
2015,Southern,Oklahoma,Female,<10
2015,Southern,Oklahoma,All,134
2015,Southern,South Carolina,Male,120-129
2015,Southern,South Carolina,Female,<10
2015,Southern,South Carolina,All,127
2015,Southern,Tennessee,Male,150-159
2015,Southern,Tennessee,Female,<10
2015,Southern,Tennessee,All,158
2015,Southern,Texas,Male,493
2015,Southern,Texas,Female,42
2015,Southern,Texas,All,535
2015,Southern,Virginia,Male,174
2015,Southern,Virginia,Female,12
2015,Southern,Virginia,All,186
2015,Southern,West Virginia,Male,50-59
2015,Southern,West Virginia,Female,<10
2015,Southern,West Virginia,All,61
2015,Western,Alaska,Male,20-29
2015,Western,Alaska,Female,<10
2015,Western,Alaska,All,27
2015,Western,Arizona,Male,211
2015,Western,Arizona,Female,13
2015,Western,Arizona,All,224
2015,Western,California,Male,531
2015,Western,California,Female,25
2015,Western,California,All,556
2015,Western,Colorado,Male,160-169
2015,Western,Colorado,Female,<10
2015,Western,Colorado,All,172
2015,Western,Hawaii,Male,20-29
2015,Western,Hawaii,Female,<10
2015,Western,Hawaii,All,27
2015,Western,Idaho,Male,50-59
2015,Western,Idaho,Female,<10
2015,Western,Idaho,All,61
2015,Western,Montana,Male,40-49
2015,Western,Montana,Female,<10
2015,Western,Montana,All,47
2015,Western,Nevada,Male,90-99
2015,Western,Nevada,Female,<10
2015,Western,Nevada,All,101
2015,Western,New Mexico,Male,70-79
2015,Western,New Mexico,Female,<10
2015,Western,New Mexico,All,77
2015,Western,Oregon,Male,120-129
2015,Western,Oregon,Female,<10
2015,Western,Oregon,All,135
2015,Western,Utah,Male,60-69
2015,Western,Utah,Female,<10
2015,Western,Utah,All,64
2015,Western,Washington,Male,171
2015,Western,Washington,Female,11
2015,Western,Washington,All,182
2015,Western,Wyoming,Male,20-29
2015,Western,Wyoming,Female,<10
2015,Western,Wyoming,All,26
2015,All,U.S. Total,Male,6324
2015,All,U.S. Total,Female,307
2015,All,U.S. Total,All,6631
2016,Northeastern,Connecticut,Male,30-39
2016,Northeastern,Connecticut,Female,<10
2016,Northeastern,Connecticut,All,38
2016,Northeastern,Maine,Male,30-39
2016,Northeastern,Maine,Female,<10
2016,Northeastern,Maine,All,33
2016,Northeastern,Massachusetts,Male,70-79
2016,Northeastern,Massachusetts,Female,<10
2016,Northeastern,Massachusetts,All,75
2016,Northeastern,New Hampshire,Male,30-39
2016,Northeastern,New Hampshire,Female,<10
2016,Northeastern,New Hampshire,All,38
2016,Northeastern,New Jersey,Male,70-79
2016,Northeastern,New Jersey,Female,<10
2016,Northeastern,New Jersey,All,78
2016,Northeastern,New York,Male,150-159
2016,Northeastern,New York,Female,<10
2016,Northeastern,New York,All,166
2016,Northeastern,Pennsylvania,Male,280-289
2016,Northeastern,Pennsylvania,Female,<10
2016,Northeastern,Pennsylvania,All,291
2016,Northeastern,Rhode Island,Male,10-19
2016,Northeastern,Rhode Island,Female,<10
2016,Northeastern,Rhode Island,All,21
2016,Northeastern,Vermont,Male,20-29
2016,Northeastern,Vermont,Female,<10
2016,Northeastern,Vermont,All,28
2016,Midwestern,Illinois,Male,160-169
2016,Midwestern,Illinois,Female,<10
2016,Midwestern,Illinois,All,170
2016,Midwestern,Indiana,Male,70-79
2016,Midwestern,Indiana,Female,<10
2016,Midwestern,Indiana,All,75
2016,Midwestern,Iowa,Male,60-69
2016,Midwestern,Iowa,Female,<10
2016,Midwestern,Iowa,All,69
2016,Midwestern,Kansas,Male,50-59
2016,Midwestern,Kansas,Female,<10
2016,Midwestern,Kansas,All,60
2016,Midwestern,Michigan,Male,160-169
2016,Midwestern,Michigan,Female,<10
2016,Midwestern,Michigan,All,177
2016,Midwestern,Minnesota,Male,90-99
2016,Midwestern,Minnesota,Female,<10
2016,Midwestern,Minnesota,All,102
2016,Midwestern,Missouri,Male,160
2016,Midwestern,Missouri,Female,10
2016,Midwestern,Missouri,All,170
2016,Midwestern,Nebraska,Male,20-29
2016,Midwestern,Nebraska,Female,<10
2016,Midwestern,Nebraska,All,29
2016,Midwestern,North Dakota,Male,10-19
2016,Midwestern,North Dakota,Female,<10
2016,Midwestern,North Dakota,All,18
2016,Midwestern,Ohio,Male,240-249
2016,Midwestern,Ohio,Female,<10
2016,Midwestern,Ohio,All,257
2016,Midwestern,South Dakota,Male,10-19
2016,Midwestern,South Dakota,Female,<10
2016,Midwestern,South Dakota,All,21
2016,Midwestern,Wisconsin,Male,130-139
2016,Midwestern,Wisconsin,Female,<10
2016,Midwestern,Wisconsin,All,141
2016,Southern,Alabama,Male,130-139
2016,Southern,Alabama,Female,<10
2016,Southern,Alabama,All,135
2016,Southern,Arkansas,Male,90-99
2016,Southern,Arkansas,Female,<10
2016,Southern,Arkansas,All,97
2016,Southern,Delaware,Male,20-29
2016,Southern,Delaware,Female,<10
2016,Southern,Delaware,All,25
2016,Southern,District of Columbia,Male,<10
2016,Southern,District of Columbia,Female,<10
2016,Southern,District of Columbia,All,<10
2016,Southern,Florida,Male,535
2016,Southern,Florida,Female,26
2016,Southern,Florida,All,561
2016,Southern,Georgia,Male,200-209
2016,Southern,Georgia,Female,<10
2016,Southern,Georgia,All,207
2016,Southern,Kentucky,Male,100-109
2016,Southern,Kentucky,Female,<10
2016,Southern,Kentucky,All,113
2016,Southern,Louisiana,Male,70-79
2016,Southern,Louisiana,Female,<10
2016,Southern,Louisiana,All,82
2016,Southern,Maryland,Male,70-79
2016,Southern,Maryland,Female,<10
2016,Southern,Maryland,All,77
2016,Southern,Mississippi,Male,50-59
2016,Southern,Mississippi,Female,<10
2016,Southern,Mississippi,All,56
2016,Southern,North Carolina,Male,174
2016,Southern,North Carolina,Female,12
2016,Southern,North Carolina,All,188
2016,Southern,Oklahoma,Male,100-109
2016,Southern,Oklahoma,Female,<10
2016,Southern,Oklahoma,All,115
2016,Southern,South Carolina,Male,120-129
2016,Southern,South Carolina,Female,<10
2016,Southern,South Carolina,All,130
2016,Southern,Tennessee,Male,169
2016,Southern,Tennessee,Female,11
2016,Southern,Tennessee,All,180
2016,Southern,Texas,Male,521
2016,Southern,Texas,Female,28
2016,Southern,Texas,All,549
2016,Southern,Virginia,Male,197
2016,Southern,Virginia,Female,12
2016,Southern,Virginia,All,209
2016,Southern,West Virginia,Male,50-59
2016,Southern,West Virginia,Female,<10
2016,Southern,West Virginia,All,53
2016,Western,Alaska,Male,10-19
2016,Western,Alaska,Female,<10
2016,Western,Alaska,All,17
2016,Western,Arizona,Male,228
2016,Western,Arizona,Female,11
2016,Western,Arizona,All,239
2016,Western,California,Male,490
2016,Western,California,Female,20
2016,Western,California,All,510
2016,Western,Colorado,Male,160-169
2016,Western,Colorado,Female,<10
2016,Western,Colorado,All,175
2016,Western,Hawaii,Male,10-19
2016,Western,Hawaii,Female,<10
2016,Western,Hawaii,All,12
2016,Western,Idaho,Male,50-59
2016,Western,Idaho,Female,<10
2016,Western,Idaho,All,61
2016,Western,Montana,Male,40-49
2016,Western,Montana,Female,<10
2016,Western,Montana,All,48
2016,Western,Nevada,Male,100-109
2016,Western,Nevada,Female,<10
2016,Western,Nevada,All,113
2016,Western,New Mexico,Male,60-69
2016,Western,New Mexico,Female,<10
2016,Western,New Mexico,All,73
2016,Western,Oregon,Male,120-129
2016,Western,Oregon,Female,<10
2016,Western,Oregon,All,134
2016,Western,Utah,Male,50-59
2016,Western,Utah,Female,<10
2016,Western,Utah,All,62
2016,Western,Washington,Male,170-179
2016,Western,Washington,Female,<10
2016,Western,Washington,All,188
2016,Western,Wyoming,Male,10-19
2016,Western,Wyoming,Female,<10
2016,Western,Wyoming,All,22
2016,All,U.S. Total,Male,6212
2016,All,U.S. Total,Female,277
2016,All,U.S. Total,All,6491
2017,Northeastern,Connecticut,Male,30-39
2017,Northeastern,Connecticut,Female,<10
2017,Northeastern,Connecticut,All,40
2017,Northeastern,Maine,Male,40-49
2017,Northeastern,Maine,Female,<10
2017,Northeastern,Maine,All,52
2017,Northeastern,Massachusetts,Male,60-69
2017,Northeastern,Massachusetts,Female,<10
2017,Northeastern,Massachusetts,All,66
2017,Northeastern,New Hampshire,Male,30-39
2017,Northeastern,New Hampshire,Female,<10
2017,Northeastern,New Hampshire,All,37
2017,Northeastern,New Jersey,Male,70-79
2017,Northeastern,New Jersey,Female,<10
2017,Northeastern,New Jersey,All,81
2017,Northeastern,New York,Male,150-159
2017,Northeastern,New York,Female,<10
2017,Northeastern,New York,All,158
2017,Northeastern,Pennsylvania,Male,282
2017,Northeastern,Pennsylvania,Female,11
2017,Northeastern,Pennsylvania,All,293
2017,Northeastern,Rhode Island,Male,0-9
2017,Northeastern,Rhode Island,Female,<10
2017,Northeastern,Rhode Island,All,12
2017,Northeastern,Vermont,Male,0-9
2017,Northeastern,Vermont,Female,<10
2017,Northeastern,Vermont,All,10
2017,Midwestern,Illinois,Male,170-179
2017,Midwestern,Illinois,Female,<10
2017,Midwestern,Illinois,All,185
2017,Midwestern,Indiana,Male,120-129
2017,Midwestern,Indiana,Female,<10
2017,Midwestern,Indiana,All,134
2017,Midwestern,Iowa,Male,60-69
2017,Midwestern,Iowa,Female,<10
2017,Midwestern,Iowa,All,68
2017,Midwestern,Kansas,Male,70-79
2017,Midwestern,Kansas,Female,<10
2017,Midwestern,Kansas,All,76
2017,Midwestern,Michigan,Male,190-199
2017,Midwestern,Michigan,Female,<10
2017,Midwestern,Michigan,All,198
2017,Midwestern,Minnesota,Male,90-99
2017,Midwestern,Minnesota,Female,<10
2017,Midwestern,Minnesota,All,101
2017,Midwestern,Missouri,Male,160-169
2017,Midwestern,Missouri,Female,<10
2017,Midwestern,Missouri,All,168
2017,Midwestern,Nebraska,Male,30-39
2017,Midwestern,Nebraska,Female,<10
2017,Midwestern,Nebraska,All,39
2017,Midwestern,North Dakota,Male,10-19
2017,Midwestern,North Dakota,Female,<10
2017,Midwestern,North Dakota,All,22
2017,Midwestern,Ohio,Male,249
2017,Midwestern,Ohio,Female,13
2017,Midwestern,Ohio,All,262
2017,Midwestern,South Dakota,Male,20-29
2017,Midwestern,South Dakota,Female,<10
2017,Midwestern,South Dakota,All,22
2017,Midwestern,Wisconsin,Male,130-139
2017,Midwestern,Wisconsin,Female,<10
2017,Midwestern,Wisconsin,All,139
2017,Southern,Alabama,Male,120-129
2017,Southern,Alabama,Female,<10
2017,Southern,Alabama,All,135
2017,Southern,Arkansas,Male,100-109
2017,Southern,Arkansas,Female,<10
2017,Southern,Arkansas,All,109
2017,Southern,Delaware,Male,10-19
2017,Southern,Delaware,Female,<10
2017,Southern,Delaware,All,17
2017,Southern,District of Columbia,Male,<10
2017,Southern,District of Columbia,Female,<10
2017,Southern,District of Columbia,All,<10
2017,Southern,Florida,Male,522
2017,Southern,Florida,Female,28
2017,Southern,Florida,All,551
2017,Southern,Georgia,Male,200-209
2017,Southern,Georgia,Female,<10
2017,Southern,Georgia,All,213
2017,Southern,Kentucky,Male,110-119
2017,Southern,Kentucky,Female,<10
2017,Southern,Kentucky,All,121
2017,Southern,Louisiana,Male,100-109
2017,Southern,Louisiana,Female,<10
2017,Southern,Louisiana,All,106
2017,Southern,Maryland,Male,80-89
2017,Southern,Maryland,Female,<10
2017,Southern,Maryland,All,86
2017,Southern,Mississippi,Male,60-69
2017,Southern,Mississippi,Female,<10
2017,Southern,Mississippi,All,67
2017,Southern,North Carolina,Male,220
2017,Southern,North Carolina,Female,12
2017,Southern,North Carolina,All,232
2017,Southern,Oklahoma,Male,90-99
2017,Southern,Oklahoma,Female,<10
2017,Southern,Oklahoma,All,98
2017,Southern,South Carolina,Male,110-119
2017,Southern,South Carolina,Female,<10
2017,Southern,South Carolina,All,124
2017,Southern,Tennessee,Male,163
2017,Southern,Tennessee,Female,12
2017,Southern,Tennessee,All,175
2017,Southern,Texas,Male,515
2017,Southern,Texas,Female,21
2017,Southern,Texas,All,537
2017,Southern,Virginia,Male,157
2017,Southern,Virginia,Female,16
2017,Southern,Virginia,All,173
2017,Southern,West Virginia,Male,60-69
2017,Southern,West Virginia,Female,<10
2017,Southern,West Virginia,All,65
2017,Western,Alaska,Male,20-29
2017,Western,Alaska,Female,<10
2017,Western,Alaska,All,28
2017,Western,Arizona,Male,222
2017,Western,Arizona,Female,12
2017,Western,Arizona,All,235
2017,Western,California,Male,508
2017,Western,California,Female,22
2017,Western,California,All,530
2017,Western,Colorado,Male,157
2017,Western,Colorado,Female,11
2017,Western,Colorado,All,168
2017,Western,Hawaii,Male,20-29
2017,Western,Hawaii,Female,<10
2017,Western,Hawaii,All,25
2017,Western,Idaho,Male,40-49
2017,Western,Idaho,Female,<10
2017,Western,Idaho,All,53
2017,Western,Montana,Male,50-59
2017,Western,Montana,Female,<10
2017,Western,Montana,All,58
2017,Western,Nevada,Male,113
2017,Western,Nevada,Female,10
2017,Western,Nevada,All,123
2017,Western,New Mexico,Male,70-79
2017,Western,New Mexico,Female,<10
2017,Western,New Mexico,All,77
2017,Western,Oregon,Male,150-159
2017,Western,Oregon,Female,<10
2017,Western,Oregon,All,156
2017,Western,Utah,Male,60-69
2017,Western,Utah,Female,<10
2017,Western,Utah,All,66
2017,Western,Washington,Male,183
2017,Western,Washington,Female,12
2017,Western,Washington,All,195
2017,Western,Wyoming,Male,20-29
2017,Western,Wyoming,Female,<10
2017,Western,Wyoming,All,28
2017,All,U.S. Total,Male,6410
2017,All,U.S. Total,Female,305
2017,All,U.S. Total,All,6718
2018,Northeastern,Connecticut,Male,40-49
2018,Northeastern,Connecticut,Female,<10
2018,Northeastern,Connecticut,All,50
2018,Northeastern,Maine,Male,40-49
2018,Northeastern,Maine,Female,<10
2018,Northeastern,Maine,All,48
2018,Northeastern,Massachusetts,Male,60-69
2018,Northeastern,Massachusetts,Female,<10
2018,Northeastern,Massachusetts,All,71
2018,Northeastern,New Hampshire,Male,30-39
2018,Northeastern,New Hampshire,Female,<10
2018,Northeastern,New Hampshire,All,41
2018,Northeastern,New Jersey,Male,60-69
2018,Northeastern,New Jersey,Female,<10
2018,Northeastern,New Jersey,All,65
2018,Northeastern,New York,Male,180-189
2018,Northeastern,New York,Female,<10
2018,Northeastern,New York,All,186
2018,Northeastern,Pennsylvania,Male,260-269
2018,Northeastern,Pennsylvania,Female,<10
2018,Northeastern,Pennsylvania,All,273
2018,Northeastern,Rhode Island,Male,10-19
2018,Northeastern,Rhode Island,Female,<10
2018,Northeastern,Rhode Island,All,15
2018,Northeastern,Vermont,Male,10-19
2018,Northeastern,Vermont,Female,<10
2018,Northeastern,Vermont,All,14
2018,Midwestern,Illinois,Male,150-159
2018,Midwestern,Illinois,Female,<10
2018,Midwestern,Illinois,All,161
2018,Midwestern,Indiana,Male,140-149
2018,Midwestern,Indiana,Female,<10
2018,Midwestern,Indiana,All,149
2018,Midwestern,Iowa,Male,60-69
2018,Midwestern,Iowa,Female,<10
2018,Midwestern,Iowa,All,63
2018,Midwestern,Kansas,Male,70-79
2018,Midwestern,Kansas,Female,<10
2018,Midwestern,Kansas,All,83
2018,Midwestern,Michigan,Male,210-219
2018,Midwestern,Michigan,Female,<10
2018,Midwestern,Michigan,All,216
2018,Midwestern,Minnesota,Male,90-99
2018,Midwestern,Minnesota,Female,<10
2018,Midwestern,Minnesota,All,97
2018,Midwestern,Missouri,Male,189
2018,Midwestern,Missouri,Female,12
2018,Midwestern,Missouri,All,201
2018,Midwestern,Nebraska,Male,30-39
2018,Midwestern,Nebraska,Female,<10
2018,Midwestern,Nebraska,All,42
2018,Midwestern,North Dakota,Male,10-19
2018,Midwestern,North Dakota,Female,<10
2018,Midwestern,North Dakota,All,16
2018,Midwestern,Ohio,Male,220-229
2018,Midwestern,Ohio,Female,<10
2018,Midwestern,Ohio,All,233
2018,Midwestern,South Dakota,Male,20-29
2018,Midwestern,South Dakota,Female,<10
2018,Midwestern,South Dakota,All,25
2018,Midwestern,Wisconsin,Male,110-119
2018,Midwestern,Wisconsin,Female,<10
2018,Midwestern,Wisconsin,All,118
2018,Southern,Alabama,Male,130-139
2018,Southern,Alabama,Female,<10
2018,Southern,Alabama,All,144
2018,Southern,Arkansas,Male,70-79
2018,Southern,Arkansas,Female,<10
2018,Southern,Arkansas,All,80
2018,Southern,Delaware,Male,10-19
2018,Southern,Delaware,Female,<10
2018,Southern,Delaware,All,18
2018,Southern,District of Columbia,Male,<10
2018,Southern,District of Columbia,Female,<10
2018,Southern,District of Columbia,All,<10
2018,Southern,Florida,Male,582
2018,Southern,Florida,Female,21
2018,Southern,Florida,All,603
2018,Southern,Georgia,Male,208
2018,Southern,Georgia,Female,12
2018,Southern,Georgia,All,220
2018,Southern,Kentucky,Male,111
2018,Southern,Kentucky,Female,10
2018,Southern,Kentucky,All,121
2018,Southern,Louisiana,Male,90-99
2018,Southern,Louisiana,Female,<10
2018,Southern,Louisiana,All,100
2018,Southern,Maryland,Male,83
2018,Southern,Maryland,Female,10
2018,Southern,Maryland,All,93
2018,Southern,Mississippi,Male,60-69
2018,Southern,Mississippi,Female,<10
2018,Southern,Mississippi,All,65
2018,Southern,North Carolina,Male,201
2018,Southern,North Carolina,Female,12
2018,Southern,North Carolina,All,213
2018,Southern,Oklahoma,Male,110-119
2018,Southern,Oklahoma,Female,<10
2018,Southern,Oklahoma,All,127
2018,Southern,South Carolina,Male,110-119
2018,Southern,South Carolina,Female,<10
2018,Southern,South Carolina,All,120
2018,Southern,Tennessee,Male,178
2018,Southern,Tennessee,Female,11
2018,Southern,Tennessee,All,189
2018,Southern,Texas,Male,495
2018,Southern,Texas,Female,31
2018,Southern,Texas,All,526
2018,Southern,Virginia,Male,170-179
2018,Southern,Virginia,Female,<10
2018,Southern,Virginia,All,181
2018,Southern,West Virginia,Male,60-69
2018,Southern,West Virginia,Female,<10
2018,Southern,West Virginia,All,65
2018,Western,Alaska,Male,10-19
2018,Western,Alaska,Female,<10
2018,Western,Alaska,All,20
2018,Western,Arizona,Male,220-229
2018,Western,Arizona,Female,<10
2018,Western,Arizona,All,233
2018,Western,California,Male,538
2018,Western,California,Female,17
2018,Western,California,All,555
2018,Western,Colorado,Male,170-179
2018,Western,Colorado,Female,<10
2018,Western,Colorado,All,181
2018,Western,Hawaii,Male,10-19
2018,Western,Hawaii,Female,<10
2018,Western,Hawaii,All,19
2018,Western,Idaho,Male,50-59
2018,Western,Idaho,Female,<10
2018,Western,Idaho,All,56
2018,Western,Montana,Male,50-59
2018,Western,Montana,Female,<10
2018,Western,Montana,All,57
2018,Western,Nevada,Male,80-89
2018,Western,Nevada,Female,<10
2018,Western,Nevada,All,97
2018,Western,New Mexico,Male,60-69
2018,Western,New Mexico,Female,<10
2018,Western,New Mexico,All,75
2018,Western,Oregon,Male,140-149
2018,Western,Oregon,Female,<10
2018,Western,Oregon,All,151
2018,Western,Utah,Male,50-59
2018,Western,Utah,Female,<10
2018,Western,Utah,All,54
2018,Western,Washington,Male,170-179
2018,Western,Washington,Female,<10
2018,Western,Washington,All,186
2018,Western,Wyoming,Male,10-19
2018,Western,Wyoming,Female,<10
2018,Western,Wyoming,All,18
2018,All,U.S. Total,Male,6445
2018,All,U.S. Total,Female,293
2018,All,U.S. Total,All,6738
2019,Northeastern,Connecticut,Male,40-49
2019,Northeastern,Connecticut,Female,<10
2019,Northeastern,Connecticut,All,48
2019,Northeastern,Maine,Male,30-39
2019,Northeastern,Maine,Female,<10
2019,Northeastern,Maine,All,36
2019,Northeastern,Massachusetts,Male,60-69
2019,Northeastern,Massachusetts,Female,<10
2019,Northeastern,Massachusetts,All,71
2019,Northeastern,New Hampshire,Male,30-39
2019,Northeastern,New Hampshire,Female,<10
2019,Northeastern,New Hampshire,All,38
2019,Northeastern,New Jersey,Male,60-69
2019,Northeastern,New Jersey,Female,<10
2019,Northeastern,New Jersey,All,65
2019,Northeastern,New York,Male,150-159
2019,Northeastern,New York,Female,<10
2019,Northeastern,New York,All,162
2019,Northeastern,Pennsylvania,Male,279
2019,Northeastern,Pennsylvania,Female,10
2019,Northeastern,Pennsylvania,All,289
2019,Northeastern,Rhode Island,Male,<10
2019,Northeastern,Rhode Island,Female,<10
2019,Northeastern,Rhode Island,All,<10
2019,Northeastern,Vermont,Male,10-19
2019,Northeastern,Vermont,Female,<10
2019,Northeastern,Vermont,All,18
2019,Midwestern,Illinois,Male,170-179
2019,Midwestern,Illinois,Female,<10
2019,Midwestern,Illinois,All,180
2019,Midwestern,Indiana,Male,120-129
2019,Midwestern,Indiana,Female,<10
2019,Midwestern,Indiana,All,129
2019,Midwestern,Iowa,Male,70-79
2019,Midwestern,Iowa,Female,<10
2019,Midwestern,Iowa,All,74
2019,Midwestern,Kansas,Male,60-69
2019,Midwestern,Kansas,Female,<10
2019,Midwestern,Kansas,All,72
2019,Midwestern,Michigan,Male,170-179
2019,Midwestern,Michigan,Female,<10
2019,Midwestern,Michigan,All,189
2019,Midwestern,Minnesota,Male,80-89
2019,Midwestern,Minnesota,Female,<10
2019,Midwestern,Minnesota,All,92
2019,Midwestern,Missouri,Male,180-189
2019,Midwestern,Missouri,Female,<10
2019,Midwestern,Missouri,All,195
2019,Midwestern,Nebraska,Male,40-49
2019,Midwestern,Nebraska,Female,<10
2019,Midwestern,Nebraska,All,50
2019,Midwestern,North Dakota,Male,10-19
2019,Midwestern,North Dakota,Female,<10
2019,Midwestern,North Dakota,All,14
2019,Midwestern,Ohio,Male,253
2019,Midwestern,Ohio,Female,15
2019,Midwestern,Ohio,All,268
2019,Midwestern,South Dakota,Male,20-29
2019,Midwestern,South Dakota,Female,<10
2019,Midwestern,South Dakota,All,25
2019,Midwestern,Wisconsin,Male,90-99
2019,Midwestern,Wisconsin,Female,<10
2019,Midwestern,Wisconsin,All,100
2019,Southern,Alabama,Male,110-119
2019,Southern,Alabama,Female,<10
2019,Southern,Alabama,All,113
2019,Southern,Arkansas,Male,80-89
2019,Southern,Arkansas,Female,<10
2019,Southern,Arkansas,All,90
2019,Southern,Delaware,Male,10-19
2019,Southern,Delaware,Female,<10
2019,Southern,Delaware,All,11
2019,Southern,District of Columbia,Male,<10
2019,Southern,District of Columbia,Female,<10
2019,Southern,District of Columbia,All,<10
2019,Southern,Florida,Male,546
2019,Southern,Florida,Female,28
2019,Southern,Florida,All,574
2019,Southern,Georgia,Male,200-209
2019,Southern,Georgia,Female,<10
2019,Southern,Georgia,All,214
2019,Southern,Kentucky,Male,90-99
2019,Southern,Kentucky,Female,<10
2019,Southern,Kentucky,All,100
2019,Southern,Louisiana,Male,80-89
2019,Southern,Louisiana,Female,<10
2019,Southern,Louisiana,All,90
2019,Southern,Maryland,Male,60-69
2019,Southern,Maryland,Female,<10
2019,Southern,Maryland,All,68
2019,Southern,Mississippi,Male,60-69
2019,Southern,Mississippi,Female,<10
2019,Southern,Mississippi,All,65
2019,Southern,North Carolina,Male,170-179
2019,Southern,North Carolina,Female,<10
2019,Southern,North Carolina,All,185
2019,Southern,Oklahoma,Male,100-109
2019,Southern,Oklahoma,Female,<10
2019,Southern,Oklahoma,All,114
2019,Southern,South Carolina,Male,120-129
2019,Southern,South Carolina,Female,<10
2019,Southern,South Carolina,All,130
2019,Southern,Tennessee,Male,180-189
2019,Southern,Tennessee,Female,<10
2019,Southern,Tennessee,All,191
2019,Southern,Texas,Male,482
2019,Southern,Texas,Female,42
2019,Southern,Texas,All,524
2019,Southern,Virginia,Male,181
2019,Southern,Virginia,Female,11
2019,Southern,Virginia,All,192
2019,Southern,West Virginia,Male,40-49
2019,Southern,West Virginia,Female,<10
2019,Southern,West Virginia,All,51
2019,Western,Alaska,Male,20-29
2019,Western,Alaska,Female,<10
2019,Western,Alaska,All,25
2019,Western,Arizona,Male,220-229
2019,Western,Arizona,Female,<10
2019,Western,Arizona,All,237
2019,Western,California,Male,472
2019,Western,California,Female,18
2019,Western,California,All,490
2019,Western,Colorado,Male,160-169
2019,Western,Colorado,Female,<10
2019,Western,Colorado,All,174
2019,Western,Hawaii,Male,10-19
2019,Western,Hawaii,Female,<10
2019,Western,Hawaii,All,17
2019,Western,Idaho,Male,50-59
2019,Western,Idaho,Female,<10
2019,Western,Idaho,All,53
2019,Western,Montana,Male,50-59
2019,Western,Montana,Female,<10
2019,Western,Montana,All,53
2019,Western,Nevada,Male,100-109
2019,Western,Nevada,Female,<10
2019,Western,Nevada,All,115
2019,Western,New Mexico,Male,60-69
2019,Western,New Mexico,Female,<10
2019,Western,New Mexico,All,71
2019,Western,Oregon,Male,130-139
2019,Western,Oregon,Female,<10
2019,Western,Oregon,All,143
2019,Western,Utah,Male,50-59
2019,Western,Utah,Female,<10
2019,Western,Utah,All,58
2019,Western,Washington,Male,180-189
2019,Western,Washington,Female,<10
2019,Western,Washington,All,199
2019,Western,Wyoming,Male,30-39
2019,Western,Wyoming,Female,<10
2019,Western,Wyoming,All,35
2019,All,U.S. Total,Male,6212
2019,All,U.S. Total,Female,296
2019,All,U.S. Total,All,6510
2020,Northeastern,Connecticut,Male,40-49
2020,Northeastern,Connecticut,Female,<10
2020,Northeastern,Connecticut,All,42
2020,Northeastern,Maine,Male,30-39
2020,Northeastern,Maine,Female,<10
2020,Northeastern,Maine,All,41
2020,Northeastern,Massachusetts,Male,60-69
2020,Northeastern,Massachusetts,Female,<10
2020,Northeastern,Massachusetts,All,66
2020,Northeastern,New Hampshire,Male,30-39
2020,Northeastern,New Hampshire,Female,<10
2020,Northeastern,New Hampshire,All,36
2020,Northeastern,New Jersey,Male,60-69
2020,Northeastern,New Jersey,Female,<10
2020,Northeastern,New Jersey,All,63
2020,Northeastern,New York,Male,140-149
2020,Northeastern,New York,Female,<10
2020,Northeastern,New York,All,148
2020,Northeastern,Pennsylvania,Male,230-239
2020,Northeastern,Pennsylvania,Female,<10
2020,Northeastern,Pennsylvania,All,246
2020,Northeastern,Rhode Island,Male,10-19
2020,Northeastern,Rhode Island,Female,<10
2020,Northeastern,Rhode Island,All,15
2020,Northeastern,Vermont,Male,0-9
2020,Northeastern,Vermont,Female,<10
2020,Northeastern,Vermont,All,13
2020,Midwestern,Illinois,Male,140-149
2020,Midwestern,Illinois,Female,<10
2020,Midwestern,Illinois,All,155
2020,Midwestern,Indiana,Male,140-149
2020,Midwestern,Indiana,Female,<10
2020,Midwestern,Indiana,All,156
2020,Midwestern,Iowa,Male,60-69
2020,Midwestern,Iowa,Female,<10
2020,Midwestern,Iowa,All,71
2020,Midwestern,Kansas,Male,50-59
2020,Midwestern,Kansas,Female,<10
2020,Midwestern,Kansas,All,58
2020,Midwestern,Michigan,Male,182
2020,Midwestern,Michigan,Female,11
2020,Midwestern,Michigan,All,193
2020,Midwestern,Minnesota,Male,90-99
2020,Midwestern,Minnesota,Female,<10
2020,Midwestern,Minnesota,All,93
2020,Midwestern,Missouri,Male,160-169
2020,Midwestern,Missouri,Female,<10
