county_fips,NAME,total_pop,children_under_5,children_under_10,pct_children_under5
01001,"Autauga County, Alabama",58761,3370,6684,5.74
01003,"Baldwin County, Alabama",233420,12104,24269,5.19
01005,"Barbour County, Alabama",24877,1299,2915,5.22
01007,"Bibb County, Alabama",22251,1157,2595,5.2
01009,"Blount County, Alabama",59077,3410,6935,5.77
01011,"Bullock County, Alabama",10328,562,1164,5.44
01013,"Butler County, Alabama",18981,1054,2134,5.55
01015,"Calhoun County, Alabama",116162,6503,12970,5.6
01017,"Chambers County, Alabama",34612,2086,3697,6.03
01019,"Cherokee County, Alabama",25069,1151,2233,4.59
01021,"Chilton County, Alabama",45140,2709,6058,6.0
01023,"Choctaw County, Alabama",12669,686,1271,5.41
01025,"Clarke County, Alabama",23058,1421,2609,6.16
01027,"Clay County, Alabama",14209,745,1564,5.24
01029,"Cleburne County, Alabama",15144,901,1955,5.95
01031,"Coffee County, Alabama",53559,3168,6472,5.91
01033,"Colbert County, Alabama",57270,3158,6284,5.51
01035,"Conecuh County, Alabama",11576,465,1171,4.02
01037,"Coosa County, Alabama",10329,464,754,4.49
01039,"Covington County, Alabama",37542,2147,4219,5.72
01041,"Crenshaw County, Alabama",13205,708,1564,5.36
01043,"Cullman County, Alabama",88284,5173,10671,5.86
01045,"Dale County, Alabama",49455,3243,6513,6.56
01047,"Dallas County, Alabama",38326,2284,4706,5.96
01049,"DeKalb County, Alabama",71680,4110,8256,5.73
01051,"Elmore County, Alabama",87694,4785,9835,5.46
01053,"Escambia County, Alabama",36755,2119,4328,5.77
01055,"Etowah County, Alabama",103348,5943,11857,5.75
01057,"Fayette County, Alabama",16297,846,1734,5.19
01059,"Franklin County, Alabama",32011,2318,4246,7.24
01061,"Geneva County, Alabama",26647,1432,3376,5.37
01063,"Greene County, Alabama",7706,544,1118,7.06
01065,"Hale County, Alabama",14742,968,2358,6.57
01067,"Henry County, Alabama",17282,829,1823,4.8
01069,"Houston County, Alabama",107040,6580,12866,6.15
01071,"Jackson County, Alabama",52618,2613,5603,4.97
01073,"Jefferson County, Alabama",672265,41464,84068,6.17
01075,"Lamar County, Alabama",13885,946,1619,6.81
01077,"Lauderdale County, Alabama",94329,4677,9586,4.96
01079,"Lawrence County, Alabama",33116,1748,3617,5.28
01081,"Lee County, Alabama",175126,9618,18759,5.49
01083,"Limestone County, Alabama",104199,5694,11981,5.46
01085,"Lowndes County, Alabama",10153,588,1191,5.79
01087,"Macon County, Alabama",19198,895,1626,4.66
01089,"Madison County, Alabama",389781,22089,45198,5.67
01091,"Marengo County, Alabama",19180,1237,2244,6.45
01093,"Marion County, Alabama",29203,1435,3013,4.91
01095,"Marshall County, Alabama",97923,6896,12865,7.04
01097,"Mobile County, Alabama",413878,26468,52044,6.4
01099,"Monroe County, Alabama",19816,618,1890,3.12
01101,"Montgomery County, Alabama",228132,15285,30133,6.7
01103,"Morgan County, Alabama",123102,7366,15028,5.98
01105,"Perry County, Alabama",8479,517,955,6.1
01107,"Pickens County, Alabama",18925,944,1916,4.99
01109,"Pike County, Alabama",32997,1674,3549,5.07
01111,"Randolph County, Alabama",22179,1232,2534,5.55
01113,"Russell County, Alabama",58849,3971,7813,6.75
01115,"St. Clair County, Alabama",91719,4981,10338,5.43
01117,"Shelby County, Alabama",223916,11946,26007,5.34
01119,"Sumter County, Alabama",12196,655,1214,5.37
01121,"Talladega County, Alabama",81105,4323,9343,5.33
01123,"Tallapoosa County, Alabama",41251,2228,4750,5.4
01125,"Tuscaloosa County, Alabama",231558,12874,25693,5.56
01127,"Walker County, Alabama",64978,3691,7958,5.68
01129,"Washington County, Alabama",15434,843,1738,5.46
01131,"Wilcox County, Alabama",10441,658,1164,6.3
01133,"Winston County, Alabama",23655,1240,2419,5.24
02013,"Aleutians East Borough, Alaska",3407,108,196,3.17
02016,"Aleutians West Census Area, Alaska",5219,220,501,4.22
02020,"Anchorage Municipality, Alaska",290674,19434,39821,6.69
02050,"Bethel Census Area, Alaska",18538,1970,3895,10.63
02060,"Bristol Bay Borough, Alaska",854,66,104,7.73
02063,"Chugach Census Area, Alaska",7000,412,768,5.89
02066,"Copper River Census Area, Alaska",2614,188,340,7.19
02068,"Denali Borough, Alaska",2101,64,114,3.05
02070,"Dillingham Census Area, Alaska",4854,419,846,8.63
02090,"Fairbanks North Star Borough, Alaska",96299,6875,13709,7.14
02100,"Haines Borough, Alaska",2079,77,226,3.7
02105,"Hoonah-Angoon Census Area, Alaska",2329,75,154,3.22
02110,"Juneau City and Borough, Alaska",32108,1679,3666,5.23
02122,"Kenai Peninsula Borough, Alaska",59235,3365,6929,5.68
02130,"Ketchikan Gateway Borough, Alaska",13910,755,1663,5.43
02150,"Kodiak Island Borough, Alaska",13065,820,1969,6.28
02158,"Kusilvak Census Area, Alaska",8372,1086,2037,12.97
02164,"Lake and Peninsula Borough, Alaska",999,82,151,8.21
02170,"Matanuska-Susitna Borough, Alaska",108661,7022,15049,6.46
02180,"Nome Census Area, Alaska",10018,901,1846,8.99
02185,"North Slope Borough, Alaska",10924,608,1313,5.57
02188,"Northwest Arctic Borough, Alaska",7682,801,1583,10.43
02195,"Petersburg Borough, Alaska",3374,148,309,4.39
02198,"Prince of Wales-Hyder Census Area, Alaska",5799,286,643,4.93
02220,"Sitka City and Borough, Alaska",8462,398,867,4.7
02230,"Skagway Municipality, Alaska",1303,79,137,6.06
02240,"Southeast Fairbanks Census Area, Alaska",6888,483,999,7.01
02275,"Wrangell City and Borough, Alaska",2134,137,263,6.42
02282,"Yakutat City and Borough, Alaska",564,43,66,7.62
02290,"Yukon-Koyukuk Census Area, Alaska",5355,390,857,7.28
04001,"Apache County, Arizona",66054,4091,8914,6.19
04003,"Cochise County, Arizona",125504,6731,14269,5.36
04005,"Coconino County, Arizona",144705,7052,15260,4.87
04007,"Gila County, Arizona",53419,2515,5548,4.71
04009,"Graham County, Arizona",38453,2529,5001,6.58
04011,"Greenlee County, Arizona",9483,688,1512,7.26
04012,"La Paz County, Arizona",16681,727,1454,4.36
04013,"Maricopa County, Arizona",4430871,259471,537874,5.86
04015,"Mohave County, Arizona",214229,8881,18699,4.15
04017,"Navajo County, Arizona",107110,6743,14635,6.3
04019,"Pima County, Arizona",1042393,53645,111786,5.15
04021,"Pinal County, Arizona",433338,23316,49369,5.38
04023,"Santa Cruz County, Arizona",47838,3132,6468,6.55
04025,"Yavapai County, Arizona",237830,9056,18624,3.81
04027,"Yuma County, Arizona",204374,14059,27637,6.88
05001,"Arkansas County, Arkansas",17024,1047,2195,6.15
05003,"Ashley County, Arkansas",19018,1149,2231,6.04
05005,"Baxter County, Arkansas",41801,1758,3642,4.21
05007,"Benton County, Arkansas",286528,19215,40701,6.71
05009,"Boone County, Arkansas",37662,2119,4687,5.63
05011,"Bradley County, Arkansas",10461,651,1263,6.22
05013,"Calhoun County, Arkansas",4773,187,385,3.92
05015,"Carroll County, Arkansas",28362,1487,3259,5.24
05017,"Chicot County, Arkansas",10234,578,1060,5.65
05019,"Clark County, Arkansas",21469,1077,2145,5.02
05021,"Clay County, Arkansas",14537,757,1536,5.21
05023,"Cleburne County, Arkansas",24948,1078,2363,4.32
05025,"Cleveland County, Arkansas",7548,300,640,3.97
05027,"Columbia County, Arkansas",22707,1383,2664,6.09
05029,"Conway County, Arkansas",20782,1151,2487,5.54
05031,"Craighead County, Arkansas",111038,7468,15099,6.73
05033,"Crawford County, Arkansas",60593,3669,7390,6.06
05035,"Crittenden County, Arkansas",47945,3534,7244,7.37
05037,"Cross County, Arkansas",16827,1060,2356,6.3
05039,"Dallas County, Arkansas",6472,326,607,5.04
05041,"Desha County, Arkansas",11285,717,1608,6.35
05043,"Drew County, Arkansas",17309,1006,1928,5.81
05045,"Faulkner County, Arkansas",124611,7241,15372,5.81
05047,"Franklin County, Arkansas",17160,899,1951,5.24
05049,"Fulton County, Arkansas",12183,622,1314,5.11
05051,"Garland County, Arkansas",100021,5220,11134,5.22
05053,"Grant County, Arkansas",18022,932,1888,5.17
05055,"Greene County, Arkansas",45954,2861,5890,6.23
05057,"Hempstead County, Arkansas",20037,1124,2564,5.61
05059,"Hot Spring County, Arkansas",33129,1528,3560,4.61
05061,"Howard County, Arkansas",12779,856,1655,6.7
05063,"Independence County, Arkansas",37910,2380,4722,6.28
05065,"Izard County, Arkansas",13748,555,1182,4.04
05067,"Jackson County, Arkansas",16784,854,1820,5.09
05069,"Jefferson County, Arkansas",66934,3981,8207,5.95
05071,"Johnson County, Arkansas",25925,1717,3430,6.62
05073,"Lafayette County, Arkansas",6277,234,536,3.73
05075,"Lawrence County, Arkansas",16258,955,1873,5.87
05077,"Lee County, Arkansas",8666,483,850,5.57
05079,"Lincoln County, Arkansas",13016,549,950,4.22
05081,"Little River County, Arkansas",12024,676,1420,5.62
05083,"Logan County, Arkansas",21247,1250,2309,5.88
05085,"Lonoke County, Arkansas",74292,4549,9017,6.12
05087,"Madison County, Arkansas",16737,1059,2285,6.33
05089,"Marion County, Arkansas",16905,722,1625,4.27
05091,"Miller County, Arkansas",42682,2574,5253,6.03
05093,"Mississippi County, Arkansas",40361,2800,5630,6.94
05095,"Monroe County, Arkansas",6787,453,904,6.67
05097,"Montgomery County, Arkansas",8555,392,756,4.58
05099,"Nevada County, Arkansas",8292,462,1094,5.57
05101,"Newton County, Arkansas",7243,322,634,4.45
05103,"Ouachita County, Arkansas",22606,1237,2512,5.47
05105,"Perry County, Arkansas",10055,479,1235,4.76
05107,"Phillips County, Arkansas",16373,1146,2238,7.0
05109,"Pike County, Arkansas",10205,499,1225,4.89
05111,"Poinsett County, Arkansas",22997,1488,2966,6.47
05113,"Polk County, Arkansas",19384,1100,2460,5.67
05115,"Pope County, Arkansas",63475,3877,7819,6.11
05117,"Prairie County, Arkansas",8217,404,789,4.92
05119,"Pulaski County, Arkansas",398322,25148,50950,6.31
05121,"Randolph County, Arkansas",18619,1138,2201,6.11
05123,"St. Francis County, Arkansas",23138,1408,2957,6.09
05125,"Saline County, Arkansas",123988,7013,15089,5.66
05127,"Scott County, Arkansas",9871,499,1142,5.06
05129,"Searcy County, Arkansas",7880,377,829,4.78
05131,"Sebastian County, Arkansas",128184,8136,16763,6.35
05133,"Sevier County, Arkansas",15913,1156,2413,7.26
05135,"Sharp County, Arkansas",17422,897,1721,5.15
05137,"Stone County, Arkansas",12393,631,1383,5.09
05139,"Union County, Arkansas",38815,2312,4573,5.96
05141,"Van Buren County, Arkansas",15900,694,1690,4.36
05143,"Washington County, Arkansas",247331,15702,32924,6.35
05145,"White County, Arkansas",77118,4398,8621,5.7
05147,"Woodruff County, Arkansas",6259,364,657,5.82
05149,"Yell County, Arkansas",20342,1254,2665,6.16
06001,"Alameda County, California",1663823,89987,182395,5.41
06003,"Alpine County, California",1515,135,215,8.91
06005,"Amador County, California",40577,1516,3150,3.74
06007,"Butte County, California",213605,11263,23722,5.27
06009,"Calaveras County, California",45674,1866,4224,4.09
06011,"Colusa County, California",21811,1483,3109,6.8
06013,"Contra Costa County, California",1162648,62829,132695,5.4
06015,"Del Norte County, California",27462,1507,3181,5.49
06017,"El Dorado County, California",191713,8555,18230,4.46
06019,"Fresno County, California",1008280,72890,151419,7.23
06021,"Glenn County, California",28657,2084,3790,7.27
06023,"Humboldt County, California",136132,6566,14086,4.82
06025,"Imperial County, California",179578,13405,26694,7.46
06027,"Inyo County, California",18829,929,2122,4.93
06029,"Kern County, California",906883,66329,137995,7.31
06031,"Kings County, California",152515,11152,21415,7.31
06033,"Lake County, California",68024,3833,8035,5.63
06035,"Lassen County, California",31873,1493,2972,4.68
06037,"Los Angeles County, California",9936690,538630,1097812,5.42
06039,"Madera County, California",157243,10836,22704,6.89
06041,"Marin County, California",260485,11385,24740,4.37
06043,"Mariposa County, California",17130,598,1686,3.49
06045,"Mendocino County, California",91145,4944,10836,5.42
06047,"Merced County, California",282290,20677,43079,7.32
06049,"Modoc County, California",8651,418,980,4.83
06051,"Mono County, California",13219,529,1094,4.0
06053,"Monterey County, California",437609,29202,60150,6.67
06055,"Napa County, California",137384,6341,12828,4.62
06057,"Nevada County, California",102322,4209,8740,4.11
06059,"Orange County, California",3175227,174484,352666,5.5
06061,"Placer County, California",406608,20564,44920,5.06
06063,"Plumas County, California",19650,878,1956,4.47
06065,"Riverside County, California",2429487,146356,308139,6.02
06067,"Sacramento County, California",1579211,95959,194908,6.08
06069,"San Benito County, California",64753,4043,8505,6.24
06071,"San Bernardino County, California",2180563,144929,297796,6.65
06073,"San Diego County, California",3289701,190918,379019,5.8
06075,"San Francisco County, California",851036,36577,66821,4.3
06077,"San Joaquin County, California",779445,51969,107870,6.67
06079,"San Luis Obispo County, California",281712,12413,25439,4.41
06081,"San Mateo County, California",754250,39739,80894,5.27
06083,"Santa Barbara County, California",445213,26782,53071,6.02
06085,"Santa Clara County, California",1916831,104468,212972,5.45
06087,"Santa Cruz County, California",268571,12380,26274,4.61
06089,"Shasta County, California",181852,10113,21153,5.56
06091,"Sierra County, California",2916,0,119,0.0
06093,"Siskiyou County, California",44049,2148,4350,4.88
06095,"Solano County, California",450995,26128,53613,5.79
06097,"Sonoma County, California",488436,22874,48855,4.68
06099,"Stanislaus County, California",552063,37836,76953,6.85
06101,"Sutter County, California",99101,6321,13592,6.38
06103,"Tehama County, California",65484,3771,8212,5.76
06105,"Trinity County, California",15889,576,1361,3.63
06107,"Tulare County, California",473446,35297,75156,7.46
06109,"Tuolumne County, California",54993,2383,5230,4.33
06111,"Ventura County, California",842009,45664,96470,5.42
06113,"Yolo County, California",217141,11092,23240,5.11
06115,"Yuba County, California",81705,6055,12814,7.41
08001,"Adams County, Colorado",520149,34100,68310,6.56
08003,"Alamosa County, Colorado",16460,967,2169,5.87
08005,"Arapahoe County, Colorado",654453,38209,80121,5.84
08007,"Archuleta County, Colorado",13509,567,1377,4.2
08009,"Baca County, Colorado",3496,168,450,4.81
08011,"Bent County, Colorado",5561,227,495,4.08
08013,"Boulder County, Colorado",328658,13358,29549,4.06
08014,"Broomfield County, Colorado",73946,3509,7839,4.75
08015,"Chaffee County, Colorado",19564,767,1742,3.92
08017,"Cheyenne County, Colorado",1726,118,252,6.84
08019,"Clear Creek County, Colorado",9403,271,505,2.88
08021,"Conejos County, Colorado",7553,471,972,6.24
08023,"Costilla County, Colorado",3534,166,324,4.7
08025,"Crowley County, Colorado",5782,173,486,2.99
08027,"Custer County, Colorado",4885,80,250,1.64
08029,"Delta County, Colorado",31173,1376,2784,4.41
08031,"Denver County, Colorado",710800,39520,74584,5.56
08033,"Dolores County, Colorado",2329,64,143,2.75
08035,"Douglas County, Colorado",360206,19682,43268,5.46
08037,"Eagle County, Colorado",55650,2744,6187,4.93
08039,"Elbert County, Colorado",26457,1125,2538,4.25
08041,"El Paso County, Colorado",730323,46014,93848,6.3
08043,"Fremont County, Colorado",49107,2014,4137,4.1
08045,"Garfield County, Colorado",61683,3975,8222,6.44
08047,"Gilpin County, Colorado",5856,202,569,3.45
08049,"Grand County, Colorado",15724,652,1230,4.15
08051,"Gunnison County, Colorado",17018,577,1274,3.39
08053,"Hinsdale County, Colorado",911,23,63,2.52
08055,"Huerfano County, Colorado",6896,325,554,4.71
08057,"Jackson County, Colorado",1440,47,92,3.26
08059,"Jefferson County, Colorado",580519,28086,58860,4.84
08061,"Kiowa County, Colorado",1347,123,196,9.13
08063,"Kit Carson County, Colorado",7039,465,1004,6.61
08065,"Lake County, Colorado",7403,313,673,4.23
08067,"La Plata County, Colorado",55983,2484,5285,4.44
08069,"Larimer County, Colorado",359363,16353,34416,4.55
08071,"Las Animas County, Colorado",14422,666,1401,4.62
08073,"Lincoln County, Colorado",5583,253,435,4.53
08075,"Logan County, Colorado",21302,1168,2182,5.48
08077,"Mesa County, Colorado",156131,8212,17880,5.26
08079,"Mineral County, Colorado",794,31,52,3.9
08081,"Moffat County, Colorado",13232,805,1648,6.08
08083,"Montezuma County, Colorado",26070,1229,2822,4.71
08085,"Montrose County, Colorado",42823,2067,4460,4.83
08087,"Morgan County, Colorado",29045,2065,4526,7.11
08089,"Otero County, Colorado",18580,1053,2145,5.67
08091,"Ouray County, Colorado",4936,145,270,2.94
08093,"Park County, Colorado",17597,598,1138,3.4
08095,"Phillips County, Colorado",4493,336,685,7.48
08097,"Pitkin County, Colorado",17325,807,1266,4.66
08099,"Prowers County, Colorado",11968,792,1853,6.62
08101,"Pueblo County, Colorado",168135,9249,19529,5.5
08103,"Rio Blanco County, Colorado",6511,415,831,6.37
08105,"Rio Grande County, Colorado",11442,589,1052,5.15
08107,"Routt County, Colorado",24944,1028,2455,4.12
08109,"Saguache County, Colorado",6454,306,658,4.74
08111,"San Juan County, Colorado",690,16,34,2.32
08113,"San Miguel County, Colorado",8082,229,654,2.83
08115,"Sedgwick County, Colorado",2391,190,278,7.95
08117,"Summit County, Colorado",30955,1026,2429,3.31
08119,"Teller County, Colorado",24758,938,2267,3.79
08121,"Washington County, Colorado",4817,217,566,4.5
08123,"Weld County, Colorado",331466,22760,46147,6.87
08125,"Yuma County, Colorado",9938,684,1536,6.88
09110,"Capitol Planning Region, Connecticut",977165,50362,103491,5.15
09120,"Greater Bridgeport Planning Region, Connecticut",326381,17198,35810,5.27
09130,"Lower Connecticut River Valley Planning Region, Connecticut",175244,7238,14971,4.13
09140,"Naugatuck Valley Planning Region, Connecticut",451887,23349,48473,5.17
09150,"Northeastern Connecticut Planning Region, Connecticut",95687,4590,9980,4.8
09160,"Northwest Hills Planning Region, Connecticut",112696,5030,10790,4.46
09170,"South Central Connecticut Planning Region, Connecticut",571298,28437,58108,4.98
09180,"Southeastern Connecticut Planning Region, Connecticut",280293,13405,26827,4.78
09190,"Western Connecticut Planning Region, Connecticut",620666,33159,70918,5.34
10001,"Kent County, Delaware",182400,10965,23652,6.01
10003,"New Castle County, Delaware",570567,31520,63155,5.52
10005,"Sussex County, Delaware",240668,11505,23161,4.78
11001,"District of Columbia, District of Columbia",670587,41522,76159,6.19
12001,"Alachua County, Florida",279729,13548,27469,4.84
12003,"Baker County, Florida",27969,1667,3420,5.96
12005,"Bay County, Florida",181055,10095,20460,5.58
12007,"Bradford County, Florida",27816,1401,2784,5.04
12009,"Brevard County, Florida",610723,27123,56114,4.44
12011,"Broward County, Florida",1940907,107204,213621,5.52
12013,"Calhoun County, Florida",13753,573,1134,4.17
12015,"Charlotte County, Florida",189900,5337,11427,2.81
12017,"Citrus County, Florida",155173,5315,11375,3.43
12019,"Clay County, Florida",219650,11549,25119,5.26
12021,"Collier County, Florida",380221,15873,31880,4.17
12023,"Columbia County, Florida",69832,3983,8789,5.7
12027,"DeSoto County, Florida",34258,1690,3087,4.93
12029,"Dixie County, Florida",16737,644,1616,3.85
12031,"Duval County, Florida",995708,64308,124763,6.46
12033,"Escambia County, Florida",321296,18678,37301,5.81
12035,"Flagler County, Florida",117515,4235,9538,3.6
12037,"Franklin County, Florida",12276,446,1086,3.63
12039,"Gadsden County, Florida",43746,2559,5078,5.85
12041,"Gilchrist County, Florida",18070,937,1784,5.19
12043,"Glades County, Florida",12179,575,958,4.72
12045,"Gulf County, Florida",15002,575,1203,3.83
12047,"Hamilton County, Florida",13492,610,1263,4.52
12049,"Hardee County, Florida",25528,1621,3286,6.35
12051,"Hendry County, Florida",39902,2724,5063,6.83
12053,"Hernando County, Florida",196621,8639,17755,4.39
12055,"Highlands County, Florida",102339,4265,9200,4.17
12057,"Hillsborough County, Florida",1468560,85067,173094,5.79
12059,"Holmes County, Florida",19529,977,1894,5.0
12061,"Indian River County, Florida",160986,6208,12988,3.86
12063,"Jackson County, Florida",47704,2438,4638,5.11
12065,"Jefferson County, Florida",14458,591,1269,4.09
12067,"Lafayette County, Florida",8107,321,760,3.96
12069,"Lake County, Florida",386829,18162,38539,4.7
12071,"Lee County, Florida",772902,34380,69716,4.45
12073,"Leon County, Florida",294128,14601,29149,4.96
12075,"Levy County, Florida",43268,2175,4403,5.03
12077,"Liberty County, Florida",7704,223,632,2.89
12079,"Madison County, Florida",17986,851,1727,4.73
12081,"Manatee County, Florida",405069,17716,37124,4.37
12083,"Marion County, Florida",378225,17840,36018,4.72
12085,"Martin County, Florida",159399,6310,12933,3.96
12086,"Miami-Dade County, Florida",2688237,148893,292340,5.54
12087,"Monroe County, Florida",82044,3718,6828,4.53
12089,"Nassau County, Florida",91538,4415,9694,4.82
12091,"Okaloosa County, Florida",212021,13297,26802,6.27
12093,"Okeechobee County, Florida",39870,2403,4583,6.03
12095,"Orange County, Florida",1427403,82050,166258,5.75
12097,"Osceola County, Florida",393745,23686,49723,6.02
12099,"Palm Beach County, Florida",1494805,73548,148740,4.92
12101,"Pasco County, Florida",569211,28054,59304,4.93
12103,"Pinellas County, Florida",959918,38742,80499,4.04
12105,"Polk County, Florida",736229,41109,84139,5.58
12107,"Putnam County, Florida",73604,4110,8444,5.58
12109,"St. Johns County, Florida",278722,13011,29472,4.67
12111,"St. Lucie County, Florida",334682,16444,33123,4.91
12113,"Santa Rosa County, Florida",188994,10179,21237,5.39
12115,"Sarasota County, Florida",439392,14639,29941,3.33
12117,"Seminole County, Florida",471321,23710,50806,5.03
12119,"Sumter County, Florida",131832,2353,4905,1.78
12121,"Suwannee County, Florida",43881,2255,4331,5.14
12123,"Taylor County, Florida",21421,912,2133,4.26
12125,"Union County, Florida",15524,855,1843,5.51
12127,"Volusia County, Florida",558520,25139,52975,4.5
12129,"Wakulla County, Florida",33732,1604,3443,4.76
12131,"Walton County, Florida",76618,4379,8782,5.72
12133,"Washington County, Florida",25014,1026,2339,4.1
13001,"Appling County, Georgia",18441,1146,2446,6.21
13003,"Atkinson County, Georgia",8265,512,1216,6.19
13005,"Bacon County, Georgia",11138,779,1635,6.99
13007,"Baker County, Georgia",2878,84,260,2.92
13009,"Baldwin County, Georgia",43778,2050,4340,4.68
13011,"Banks County, Georgia",18381,911,2029,4.96
13013,"Barrow County, Georgia",84399,5407,11320,6.41
13015,"Bartow County, Georgia",109410,6775,13714,6.19
13017,"Ben Hill County, Georgia",17169,1026,2007,5.98
13019,"Berrien County, Georgia",18187,1138,2481,6.26
13021,"Bibb County, Georgia",156554,10110,20283,6.46
13023,"Bleckley County, Georgia",12413,623,1299,5.02
13025,"Brantley County, Georgia",18105,1077,2189,5.95
13027,"Brooks County, Georgia",16275,898,1774,5.52
13029,"Bryan County, Georgia",44995,3257,7101,7.24
13031,"Bulloch County, Georgia",79829,4524,8115,5.67
13033,"Burke County, Georgia",24337,1484,2633,6.1
13035,"Butts County, Georgia",25522,1108,2687,4.34
13037,"Calhoun County, Georgia",5594,212,450,3.79
13039,"Camden County, Georgia",55105,3690,7468,6.7
13043,"Candler County, Georgia",10946,724,1336,6.61
13045,"Carroll County, Georgia",120060,7495,15354,6.24
13047,"Catoosa County, Georgia",68052,3514,7385,5.16
13049,"Charlton County, Georgia",12547,575,1172,4.58
13051,"Chatham County, Georgia",296266,17467,33949,5.9
13053,"Chattahoochee County, Georgia",9402,777,1497,8.26
13055,"Chattooga County, Georgia",24902,1514,3096,6.08
13057,"Cherokee County, Georgia",268567,14825,31070,5.52
13059,"Clarke County, Georgia",128864,6259,11775,4.86
13061,"Clay County, Georgia",2855,176,266,6.16
13063,"Clayton County, Georgia",296312,21189,44359,7.15
13065,"Clinch County, Georgia",6713,432,904,6.44
13067,"Cobb County, Georgia",765813,44153,93017,5.77
13069,"Coffee County, Georgia",43056,2882,6405,6.69
13071,"Colquitt County, Georgia",45813,2971,6438,6.49
13073,"Columbia County, Georgia",156921,9500,20640,6.05
13075,"Cook County, Georgia",17242,1114,1812,6.46
13077,"Coweta County, Georgia",147449,8270,17971,5.61
13079,"Crawford County, Georgia",12156,578,1189,4.75
13081,"Crisp County, Georgia",20255,1245,2575,6.15
13083,"Dade County, Georgia",16239,859,1789,5.29
13085,"Dawson County, Georgia",27355,1332,2721,4.87
13087,"Decatur County, Georgia",29063,1934,3720,6.65
13089,"DeKalb County, Georgia",761209,50323,95982,6.61
13091,"Dodge County, Georgia",19977,942,1814,4.72
13093,"Dooly County, Georgia",11236,428,781,3.81
13095,"Dougherty County, Georgia",85038,5519,11142,6.49
13097,"Douglas County, Georgia",144735,8529,17592,5.89
13099,"Early County, Georgia",10753,659,1236,6.13
13101,"Echols County, Georgia",3707,268,514,7.23
13103,"Effingham County, Georgia",65314,4188,9297,6.41
13105,"Elbert County, Georgia",19570,1037,2162,5.3
13107,"Emanuel County, Georgia",22907,1585,2952,6.92
13109,"Evans County, Georgia",10759,646,1367,6.0
13111,"Fannin County, Georgia",25436,1015,1935,3.99
13113,"Fayette County, Georgia",119259,5191,11924,4.35
13115,"Floyd County, Georgia",98541,5633,11851,5.72
13117,"Forsyth County, Georgia",253225,14141,33392,5.58
13119,"Franklin County, Georgia",23480,1200,2564,5.11
13121,"Fulton County, Georgia",1061944,57955,120489,5.46
13123,"Gilmer County, Georgia",31519,1562,3218,4.96
13125,"Glascock County, Georgia",2903,141,376,4.86
13127,"Glynn County, Georgia",84566,4502,9482,5.32
13129,"Gordon County, Georgia",57785,3352,6764,5.8
13131,"Grady County, Georgia",26075,1611,3159,6.18
13133,"Greene County, Georgia",19020,834,1685,4.38
13135,"Gwinnett County, Georgia",957977,59588,127447,6.22
13137,"Habersham County, Georgia",46326,2553,5043,5.51
13139,"Hall County, Georgia",204953,12713,25709,6.2
13141,"Hancock County, Georgia",8588,172,675,2.0
13143,"Haralson County, Georgia",30178,1907,3945,6.32
13145,"Harris County, Georgia",34914,1719,3704,4.92
13147,"Hart County, Georgia",26110,1263,3173,4.84
13149,"Heard County, Georgia",11489,628,1350,5.47
13151,"Henry County, Georgia",240853,13464,29855,5.59
13153,"Houston County, Georgia",164117,10238,22299,6.24
13155,"Irwin County, Georgia",9487,441,965,4.65
13157,"Jackson County, Georgia",77033,4760,9499,6.18
13159,"Jasper County, Georgia",14882,796,1533,5.35
13161,"Jeff Davis County, Georgia",14791,829,1837,5.6
13163,"Jefferson County, Georgia",15591,921,1974,5.91
13165,"Jenkins County, Georgia",8704,266,818,3.06
13167,"Johnson County, Georgia",9225,455,1035,4.93
13169,"Jones County, Georgia",28382,1457,3152,5.13
13171,"Lamar County, Georgia",18676,870,2061,4.66
13173,"Lanier County, Georgia",9964,633,1149,6.35
13175,"Laurens County, Georgia",49407,2986,5882,6.04
13177,"Lee County, Georgia",32968,2053,4222,6.23
13179,"Liberty County, Georgia",65550,6461,11467,9.86
13181,"Lincoln County, Georgia",7726,315,621,4.08
13183,"Long County, Georgia",16804,990,2495,5.89
13185,"Lowndes County, Georgia",118257,7911,16127,6.69
13187,"Lumpkin County, Georgia",33405,1358,2507,4.07
13189,"McDuffie County, Georgia",21715,1358,2757,6.25
13191,"McIntosh County, Georgia",11183,291,773,2.6
13193,"Macon County, Georgia",12099,607,1220,5.02
13195,"Madison County, Georgia",30378,1889,3698,6.22
13197,"Marion County, Georgia",7508,342,881,4.56
13199,"Meriwether County, Georgia",20679,1173,2178,5.67
13201,"Miller County, Georgia",5923,369,561,6.23
13205,"Mitchell County, Georgia",21634,1240,2558,5.73
13207,"Monroe County, Georgia",28287,1359,3151,4.8
13209,"Montgomery County, Georgia",8687,459,1004,5.28
13211,"Morgan County, Georgia",20171,972,2235,4.82
13213,"Murray County, Georgia",40063,2416,5270,6.03
13215,"Muscogee County, Georgia",204572,14171,28502,6.93
13217,"Newton County, Georgia",113298,6907,14393,6.1
13219,"Oconee County, Georgia",41978,2023,5357,4.82
13221,"Oglethorpe County, Georgia",14974,771,1821,5.15
13223,"Paulding County, Georgia",169898,10436,21308,6.14
13225,"Peach County, Georgia",28054,1597,2858,5.69
13227,"Pickens County, Georgia",33439,1593,3027,4.76
13229,"Pierce County, Georgia",19822,1262,2388,6.37
13231,"Pike County, Georgia",19145,983,2143,5.13
