county_fips,NAME,total_pop,children_under_5,children_under_10,pct_children_under5
47017,"Carroll County, Tennessee",28381,1489,3339,5.25
47019,"Carter County, Tennessee",56315,2431,4973,4.32
47021,"Cheatham County, Tennessee",41184,2275,4408,5.52
47023,"Chester County, Tennessee",17392,915,1940,5.26
47025,"Claiborne County, Tennessee",32092,1736,3102,5.41
47027,"Clay County, Tennessee",7592,313,617,4.12
47029,"Cocke County, Tennessee",36186,1953,3821,5.4
47031,"Coffee County, Tennessee",58080,3649,7784,6.28
47033,"Crockett County, Tennessee",13955,819,1639,5.87
47035,"Cumberland County, Tennessee",61552,2703,5588,4.39
47037,"Davidson County, Tennessee",709786,45598,84746,6.42
47039,"Decatur County, Tennessee",11483,554,1153,4.82
47041,"DeKalb County, Tennessee",20209,1317,2437,6.52
47043,"Dickson County, Tennessee",54563,3217,6724,5.9
47045,"Dyer County, Tennessee",36818,2216,4558,6.02
47047,"Fayette County, Tennessee",42228,2011,4055,4.76
47049,"Fentress County, Tennessee",18642,1027,2229,5.51
47051,"Franklin County, Tennessee",42980,2113,4695,4.92
47053,"Gibson County, Tennessee",50455,2986,6391,5.92
47055,"Giles County, Tennessee",30317,1692,2900,5.58
47057,"Grainger County, Tennessee",23648,1076,2368,4.55
47059,"Greene County, Tennessee",70399,3228,6414,4.59
47061,"Grundy County, Tennessee",13550,794,1505,5.86
47063,"Hamblen County, Tennessee",64531,3864,8185,5.99
47065,"Hamilton County, Tennessee",367193,20947,41323,5.7
47067,"Hancock County, Tennessee",6726,363,813,5.4
47069,"Hardeman County, Tennessee",25519,1234,2340,4.84
47071,"Hardin County, Tennessee",26824,1260,2721,4.7
47073,"Hawkins County, Tennessee",57107,2717,5497,4.76
47075,"Haywood County, Tennessee",17806,939,2089,5.27
47077,"Henderson County, Tennessee",27845,1612,3483,5.79
47079,"Henry County, Tennessee",32305,1609,3375,4.98
47081,"Hickman County, Tennessee",24996,1258,2664,5.03
47083,"Houston County, Tennessee",8253,379,936,4.59
47085,"Humphreys County, Tennessee",19032,950,1845,4.99
47087,"Jackson County, Tennessee",11730,533,1165,4.54
47089,"Jefferson County, Tennessee",55017,2533,5731,4.6
47091,"Johnson County, Tennessee",17982,722,1370,4.02
47093,"Knox County, Tennessee",481406,26405,53303,5.48
47095,"Lake County, Tennessee",6898,249,472,3.61
47097,"Lauderdale County, Tennessee",25171,1424,3014,5.66
47099,"Lawrence County, Tennessee",44377,2798,6039,6.31
47101,"Lewis County, Tennessee",12637,666,1315,5.27
47103,"Lincoln County, Tennessee",35365,2048,3935,5.79
47105,"Loudon County, Tennessee",55507,2569,5293,4.63
47107,"McMinn County, Tennessee",53532,2977,6102,5.56
47109,"McNairy County, Tennessee",25895,1409,2987,5.44
47111,"Macon County, Tennessee",25365,1579,3495,6.23
47113,"Madison County, Tennessee",98644,5909,12099,5.99
47115,"Marion County, Tennessee",28852,1565,3136,5.42
47117,"Marshall County, Tennessee",34567,1945,4609,5.63
47119,"Maury County, Tennessee",102002,6470,12298,6.34
47121,"Meigs County, Tennessee",12839,625,1309,4.87
47123,"Monroe County, Tennessee",46489,2351,4685,5.06
47125,"Montgomery County, Tennessee",222305,17835,34111,8.02
47127,"Moore County, Tennessee",6558,282,666,4.3
47129,"Morgan County, Tennessee",21124,985,1960,4.66
47131,"Obion County, Tennessee",30670,1692,3591,5.52
47133,"Overton County, Tennessee",22576,1127,2269,4.99
47135,"Perry County, Tennessee",8432,500,1150,5.93
47137,"Pickett County, Tennessee",5042,191,601,3.79
47139,"Polk County, Tennessee",17620,808,1701,4.59
47141,"Putnam County, Tennessee",80157,4422,9071,5.52
47143,"Rhea County, Tennessee",33031,1886,3719,5.71
47145,"Roane County, Tennessee",53777,2280,5072,4.24
47147,"Robertson County, Tennessee",73297,4487,9008,6.12
47149,"Rutherford County, Tennessee",343727,21452,43140,6.24
47151,"Scott County, Tennessee",21917,1319,2477,6.02
47153,"Sequatchie County, Tennessee",16065,832,1712,5.18
47155,"Sevier County, Tennessee",98455,5192,10629,5.27
47157,"Shelby County, Tennessee",926440,62878,126749,6.79
47159,"Smith County, Tennessee",20034,1159,2166,5.79
47161,"Stewart County, Tennessee",13724,819,1583,5.97
47163,"Sullivan County, Tennessee",158722,7459,15187,4.7
47165,"Sumner County, Tennessee",196845,11425,24759,5.8
47167,"Tipton County, Tennessee",61116,3396,7162,5.56
47169,"Trousdale County, Tennessee",11596,614,1198,5.29
47171,"Unicoi County, Tennessee",17845,804,1731,4.51
47173,"Union County, Tennessee",19860,1007,1994,5.07
47175,"Van Buren County, Tennessee",6182,343,708,5.55
47177,"Warren County, Tennessee",41163,2368,5192,5.75
47179,"Washington County, Tennessee",133282,6224,13428,4.67
47181,"Wayne County, Tennessee",16325,771,1427,4.72
47183,"Weakley County, Tennessee",32946,1557,3443,4.73
47185,"White County, Tennessee",27420,1583,3398,5.77
47187,"Williamson County, Tennessee",248897,13813,32605,5.55
47189,"Wilson County, Tennessee",149096,8712,17859,5.84
48001,"Anderson County, Texas",58077,2974,5923,5.12
48003,"Andrews County, Texas",18362,1501,3180,8.17
48005,"Angelina County, Texas",86608,5634,11170,6.51
48007,"Aransas County, Texas",24048,1061,1906,4.41
48009,"Archer County, Texas",8649,442,1039,5.11
48011,"Armstrong County, Texas",1912,116,221,6.07
48013,"Atascosa County, Texas",49403,3413,7035,6.91
48015,"Austin County, Texas",30406,1648,3278,5.42
48017,"Bailey County, Texas",6902,560,918,8.11
48019,"Bandera County, Texas",21182,732,1960,3.46
48021,"Bastrop County, Texas",98435,6364,12685,6.47
48023,"Baylor County, Texas",3475,162,373,4.66
48025,"Bee County, Texas",30977,1584,3271,5.11
48027,"Bell County, Texas",372821,29594,57732,7.94
48029,"Bexar County, Texas",2014059,133694,271582,6.64
48031,"Blanco County, Texas",11608,424,1085,3.65
48033,"Borden County, Texas",686,60,147,8.75
48035,"Bosque County, Texas",18404,939,2013,5.1
48037,"Bowie County, Texas",92747,5698,12101,6.14
48039,"Brazoria County, Texas",374600,24216,51697,6.46
48041,"Brazos County, Texas",234548,13133,26826,5.6
48043,"Brewster County, Texas",9454,449,1089,4.75
48045,"Briscoe County, Texas",1290,56,109,4.34
48047,"Brooks County, Texas",7059,199,746,2.82
48049,"Brown County, Texas",38159,1930,3780,5.06
48051,"Burleson County, Texas",17958,997,1862,5.55
48053,"Burnet County, Texas",49684,2415,4821,4.86
48055,"Caldwell County, Texas",46141,2859,5426,6.2
48057,"Calhoun County, Texas",20127,1254,2704,6.23
48059,"Callahan County, Texas",13869,727,1427,5.24
48061,"Cameron County, Texas",421854,31404,65880,7.44
48063,"Camp County, Texas",12543,818,1783,6.52
48065,"Carson County, Texas",5801,376,675,6.48
48067,"Cass County, Texas",28637,1613,3465,5.63
48069,"Castro County, Texas",7381,575,1233,7.79
48071,"Chambers County, Texas",47037,3108,6402,6.61
48073,"Cherokee County, Texas",50824,3488,6928,6.86
48075,"Childress County, Texas",6781,373,765,5.5
48077,"Clay County, Texas",10290,462,956,4.49
48079,"Cochran County, Texas",2529,195,390,7.71
48081,"Coke County, Texas",3305,132,313,3.99
48083,"Coleman County, Texas",7808,354,698,4.53
48085,"Collin County, Texas",1079153,63090,138469,5.85
48087,"Collingsworth County, Texas",2865,177,450,6.18
48089,"Colorado County, Texas",20582,1247,2887,6.06
48091,"Comal County, Texas",165201,8955,19505,5.42
48093,"Comanche County, Texas",13651,738,1664,5.41
48095,"Concho County, Texas",3235,129,297,3.99
48097,"Cooke County, Texas",41860,2673,5445,6.39
48099,"Coryell County, Texas",82927,5406,10656,6.52
48101,"Cottle County, Texas",1647,101,193,6.13
48103,"Crane County, Texas",4636,444,644,9.58
48105,"Crockett County, Texas",2949,99,300,3.36
48107,"Crosby County, Texas",5157,323,685,6.26
48109,"Culberson County, Texas",2181,33,250,1.51
48111,"Dallam County, Texas",7165,640,1482,8.93
48113,"Dallas County, Texas",2604053,182349,362552,7.0
48115,"Dawson County, Texas",12342,868,1749,7.03
48117,"Deaf Smith County, Texas",18585,1589,3222,8.55
48119,"Delta County, Texas",5278,391,659,7.41
48121,"Denton County, Texas",914870,53538,113987,5.85
48123,"DeWitt County, Texas",19826,1242,2471,6.26
48125,"Dickens County, Texas",1570,108,150,6.88
48127,"Dimmit County, Texas",8672,557,1112,6.42
48129,"Donley County, Texas",3298,127,289,3.85
48131,"Duval County, Texas",9960,669,1336,6.72
48133,"Eastland County, Texas",17812,988,2067,5.55
48135,"Ector County, Texas",162300,14076,28750,8.67
48137,"Edwards County, Texas",1380,45,117,3.26
48139,"Ellis County, Texas",195509,12572,26107,6.43
48141,"El Paso County, Texas",863832,60034,120908,6.95
48143,"Erath County, Texas",42788,2480,4908,5.8
48145,"Falls County, Texas",17013,855,1811,5.03
48147,"Fannin County, Texas",36052,1793,4031,4.97
48149,"Fayette County, Texas",24564,1183,2674,4.82
48151,"Fisher County, Texas",3680,236,488,6.41
48153,"Floyd County, Texas",5386,339,770,6.29
48155,"Foard County, Texas",1075,44,62,4.09
48157,"Fort Bend County, Texas",832607,52793,115215,6.34
48159,"Franklin County, Texas",10445,763,1259,7.3
48161,"Freestone County, Texas",19599,1035,2418,5.28
48163,"Frio County, Texas",18151,1114,2262,6.14
48165,"Gaines County, Texas",21523,2170,4726,10.08
48167,"Galveston County, Texas",350801,20680,44208,5.9
48169,"Garza County, Texas",5735,165,376,2.88
48171,"Gillespie County, Texas",26953,1267,2976,4.7
48173,"Glasscock County, Texas",1068,76,140,7.12
48175,"Goliad County, Texas",7092,250,708,3.53
48177,"Gonzales County, Texas",19736,1394,2707,7.06
48179,"Gray County, Texas",21272,1338,2913,6.29
48181,"Grayson County, Texas",137008,8422,17526,6.15
48183,"Gregg County, Texas",124245,8232,16386,6.63
48185,"Grimes County, Texas",29442,1591,3496,5.4
48187,"Guadalupe County, Texas",173828,10162,22465,5.85
48189,"Hale County, Texas",32525,2019,4453,6.21
48191,"Hall County, Texas",2847,124,334,4.36
48193,"Hamilton County, Texas",8244,419,807,5.08
48195,"Hansford County, Texas",5270,382,811,7.25
48197,"Hardeman County, Texas",3541,182,345,5.14
48199,"Hardin County, Texas",56576,3424,7815,6.05
48201,"Harris County, Texas",4726177,332825,672915,7.04
48203,"Harrison County, Texas",69098,3983,8767,5.76
48205,"Hartley County, Texas",5369,292,641,5.44
48207,"Haskell County, Texas",5408,212,408,3.92
48209,"Hays County, Texas",245351,14465,30868,5.9
48211,"Hemphill County, Texas",3371,165,367,4.89
48213,"Henderson County, Texas",82627,4534,8991,5.49
48215,"Hidalgo County, Texas",873167,71410,144729,8.18
48217,"Hill County, Texas",36138,2057,4198,5.69
48219,"Hockley County, Texas",21495,1507,2825,7.01
48221,"Hood County, Texas",62459,3215,6258,5.15
48223,"Hopkins County, Texas",37008,2264,4880,6.12
48225,"Houston County, Texas",22107,1073,2291,4.85
48227,"Howard County, Texas",34488,2022,4150,5.86
48229,"Hudspeth County, Texas",3329,125,252,3.75
48231,"Hunt County, Texas",101596,6305,12881,6.21
48233,"Hutchinson County, Texas",20595,1216,2607,5.9
48235,"Irion County, Texas",1561,46,154,2.95
48237,"Jack County, Texas",8588,436,888,5.08
48239,"Jackson County, Texas",15010,991,1813,6.6
48241,"Jasper County, Texas",33032,1945,3872,5.89
48243,"Jeff Davis County, Texas",1992,134,134,6.73
48245,"Jefferson County, Texas",254942,17120,34459,6.72
48247,"Jim Hogg County, Texas",4830,749,1099,15.51
48249,"Jim Wells County, Texas",39060,2663,5678,6.82
48251,"Johnson County, Texas",182690,11519,24586,6.31
48253,"Jones County, Texas",19758,771,1441,3.9
48255,"Karnes County, Texas",14805,771,1731,5.21
48257,"Kaufman County, Texas",149773,10689,22754,7.14
48259,"Kendall County, Texas",45376,2036,4850,4.49
48261,"Kenedy County, Texas",116,28,28,24.14
48263,"Kent County, Texas",635,20,80,3.15
48265,"Kerr County, Texas",52810,2573,4983,4.87
48267,"Kimble County, Texas",4316,238,419,5.51
48269,"King County, Texas",216,14,26,6.48
48271,"Kinney County, Texas",3157,135,190,4.28
48273,"Kleberg County, Texas",30860,2175,3725,7.05
48275,"Knox County, Texas",3333,157,461,4.71
48277,"Lamar County, Texas",50149,3215,6595,6.41
48279,"Lamb County, Texas",13024,895,2009,6.87
48281,"Lampasas County, Texas",21829,1066,2173,4.88
48283,"La Salle County, Texas",6965,212,565,3.04
48285,"Lavaca County, Texas",20379,1175,2488,5.77
48287,"Lee County, Texas",17543,1098,2107,6.26
48289,"Leon County, Texas",15928,833,1599,5.23
48291,"Liberty County, Texas",93523,6849,13855,7.32
48293,"Limestone County, Texas",22222,1297,2699,5.84
48295,"Lipscomb County, Texas",3038,215,430,7.08
48297,"Live Oak County, Texas",11374,637,1279,5.6
48299,"Llano County, Texas",21637,757,1581,3.5
48301,"Loving County, Texas",96,23,28,23.96
48303,"Lubbock County, Texas",311509,19691,40338,6.32
48305,"Lynn County, Texas",5619,368,847,6.55
48307,"McCulloch County, Texas",7638,413,963,5.41
48309,"McLennan County, Texas",261090,16934,33416,6.49
48311,"McMullen County, Texas",670,50,136,7.46
48313,"Madison County, Texas",13556,806,1655,5.95
48315,"Marion County, Texas",9668,342,923,3.54
48317,"Martin County, Texas",5228,333,667,6.37
48319,"Mason County, Texas",3959,340,626,8.59
48321,"Matagorda County, Texas",36251,2666,5057,7.35
48323,"Maverick County, Texas",57806,5083,10140,8.79
48325,"Medina County, Texas",51432,2890,6056,5.62
48327,"Menard County, Texas",1964,76,135,3.87
48329,"Midland County, Texas",169393,14300,28684,8.44
48331,"Milam County, Texas",25080,1398,2889,5.57
48333,"Mills County, Texas",4501,96,299,2.13
48335,"Mitchell County, Texas",8947,557,1108,6.23
48337,"Montague County, Texas",20197,1052,2224,5.21
48339,"Montgomery County, Texas",629989,40265,85013,6.39
48341,"Moore County, Texas",21284,1918,3910,9.01
48343,"Morris County, Texas",11993,551,1331,4.59
48345,"Motley County, Texas",1223,76,127,6.21
48347,"Nacogdoches County, Texas",64768,3937,7846,6.08
48349,"Navarro County, Texas",52834,3447,7392,6.52
48351,"Newton County, Texas",12333,577,1389,4.68
48353,"Nolan County, Texas",14657,1021,1895,6.97
48355,"Nueces County, Texas",353245,22150,46844,6.27
48357,"Ochiltree County, Texas",9924,756,1592,7.62
48359,"Oldham County, Texas",2171,126,243,5.8
48361,"Orange County, Texas",84761,5539,11644,6.53
48363,"Palo Pinto County, Texas",28569,1690,3461,5.92
48365,"Panola County, Texas",22540,1291,2707,5.73
48367,"Parker County, Texas",151188,9049,19224,5.99
48369,"Parmer County, Texas",9809,726,1524,7.4
48371,"Pecos County, Texas",15114,1013,2125,6.7
48373,"Polk County, Texas",50536,2548,5235,5.04
48375,"Potter County, Texas",117905,8276,17286,7.02
48377,"Presidio County, Texas",6168,505,1198,8.19
48379,"Rains County, Texas",12257,538,1138,4.39
48381,"Randall County, Texas",141489,8503,17895,6.01
48383,"Reagan County, Texas",3308,298,595,9.01
48385,"Real County, Texas",2830,162,317,5.72
48387,"Red River County, Texas",11627,699,1052,6.01
48389,"Reeves County, Texas",14022,835,1598,5.95
48391,"Refugio County, Texas",6718,377,730,5.61
48393,"Roberts County, Texas",764,19,78,2.49
48395,"Robertson County, Texas",16912,1062,2062,6.28
48397,"Rockwall County, Texas",110631,6637,14909,6.0
48399,"Runnels County, Texas",9858,552,1318,5.6
48401,"Rusk County, Texas",52755,2917,6103,5.53
48403,"Sabine County, Texas",9980,459,825,4.6
48405,"San Augustine County, Texas",7920,287,653,3.62
48407,"San Jacinto County, Texas",27666,1344,3313,4.86
48409,"San Patricio County, Texas",68942,4636,9488,6.72
48411,"San Saba County, Texas",5779,244,639,4.22
48413,"Schleicher County, Texas",2474,209,369,8.45
48415,"Scurry County, Texas",16883,1063,2191,6.3
48417,"Shackelford County, Texas",3134,143,352,4.56
48419,"Shelby County, Texas",24157,1661,3035,6.88
48421,"Sherman County, Texas",2414,141,286,5.84
48423,"Smith County, Texas",234667,15074,31137,6.42
48425,"Somervell County, Texas",9337,363,678,3.89
48427,"Starr County, Texas",65716,6083,11844,9.26
48429,"Stephens County, Texas",9260,538,1064,5.81
48431,"Sterling County, Texas",1392,126,317,9.05
48433,"Stonewall County, Texas",1331,141,179,10.59
48435,"Sutton County, Texas",3345,183,690,5.47
48437,"Swisher County, Texas",6989,412,857,5.89
48439,"Tarrant County, Texas",2113854,138410,286992,6.55
48441,"Taylor County, Texas",143029,9922,19210,6.94
48443,"Terrell County, Texas",862,11,44,1.28
48445,"Terry County, Texas",11816,853,1946,7.22
48447,"Throckmorton County, Texas",1439,117,144,8.13
48449,"Titus County, Texas",31301,2272,4745,7.26
48451,"Tom Green County, Texas",119276,7601,15300,6.37
48453,"Travis County, Texas",1289054,74072,146164,5.75
48455,"Trinity County, Texas",13735,658,1351,4.79
48457,"Tyler County, Texas",19962,774,1896,3.88
48459,"Upshur County, Texas",41261,2365,5291,5.73
48461,"Upton County, Texas",3284,104,371,3.17
48463,"Uvalde County, Texas",24833,1749,3346,7.04
48465,"Val Verde County, Texas",47693,3756,7290,7.88
48467,"Van Zandt County, Texas",60053,3499,7248,5.83
48469,"Victoria County, Texas",91209,5995,12393,6.57
48471,"Walker County, Texas",77182,3002,6046,3.89
48473,"Waller County, Texas",57463,3546,7357,6.17
48475,"Ward County, Texas",11347,868,1726,7.65
48477,"Washington County, Texas",35807,1887,4055,5.27
48479,"Webb County, Texas",267282,22590,45777,8.45
48481,"Wharton County, Texas",41614,2829,5620,6.8
48483,"Wheeler County, Texas",4980,300,695,6.02
48485,"Wichita County, Texas",129584,7954,16147,6.14
48487,"Wilbarger County, Texas",12795,842,1555,6.58
48489,"Willacy County, Texas",20308,1236,2551,6.09
48491,"Williamson County, Texas",617396,37584,80140,6.09
48493,"Wilson County, Texas",50381,2814,6147,5.59
48495,"Winkler County, Texas",7582,517,1145,6.82
48497,"Wise County, Texas",70062,4147,8729,5.92
48499,"Wood County, Texas",45341,2071,4278,4.57
48501,"Yoakum County, Texas",7630,675,1568,8.85
48503,"Young County, Texas",17903,984,2258,5.5
48505,"Zapata County, Texas",13896,1134,2450,8.16
48507,"Zavala County, Texas",9700,697,1429,7.19
49001,"Beaver County, Utah",7102,571,1276,8.04
49003,"Box Elder County, Utah",58291,4376,9393,7.51
49005,"Cache County, Utah",134428,10478,22308,7.79
49007,"Carbon County, Utah",20338,1251,2829,6.15
49009,"Daggett County, Utah",638,27,59,4.23
49011,"Davis County, Utah",363032,27501,59268,7.58
49013,"Duchesne County, Utah",19779,1660,3760,8.39
49015,"Emery County, Utah",9898,593,1429,5.99
49017,"Garfield County, Utah",5121,286,526,5.58
49019,"Grand County, Utah",9680,398,924,4.11
49021,"Iron County, Utah",58068,3979,8647,6.85
49023,"Juab County, Utah",11943,902,1916,7.55
49025,"Kane County, Utah",7814,420,882,5.37
49027,"Millard County, Utah",13027,956,2054,7.34
49029,"Morgan County, Utah",12367,846,2060,6.84
49031,"Piute County, Utah",1764,50,136,2.83
49033,"Rich County, Utah",2543,220,491,8.65
49035,"Salt Lake County, Utah",1180643,79892,165280,6.77
49037,"San Juan County, Utah",14524,877,2219,6.04
49039,"Sanpete County, Utah",28816,1710,3534,5.93
49041,"Sevier County, Utah",21667,1452,3095,6.7
49043,"Summit County, Utah",42524,2163,4719,5.09
49045,"Tooele County, Utah",74032,5651,11878,7.63
49047,"Uintah County, Utah",35951,2836,6365,7.89
49049,"Utah County, Utah",666021,58257,118230,8.75
49051,"Wasatch County, Utah",35009,2493,5193,7.12
49053,"Washington County, Utah",183297,11002,23798,6.0
49055,"Wayne County, Utah",2532,154,302,6.08
49057,"Weber County, Utah",262960,18516,38609,7.04
50001,"Addison County, Vermont",37434,1498,3274,4.0
50003,"Bennington County, Vermont",37326,1634,3542,4.38
50005,"Caledonia County, Vermont",30418,1336,2803,4.39
50007,"Chittenden County, Vermont",168309,7316,15307,4.35
50009,"Essex County, Vermont",5976,254,525,4.25
50011,"Franklin County, Vermont",50101,2777,5743,5.54
50013,"Grand Isle County, Vermont",7335,316,716,4.31
50015,"Lamoille County, Vermont",25977,1212,2779,4.67
50017,"Orange County, Vermont",29439,1256,2686,4.27
50019,"Orleans County, Vermont",27459,1289,2863,4.69
50021,"Rutland County, Vermont",60585,2547,5291,4.2
50023,"Washington County, Vermont",59768,2586,5565,4.33
50025,"Windham County, Vermont",45857,1844,3993,4.02
50027,"Windsor County, Vermont",57832,2410,5199,4.17
51001,"Accomack County, Virginia",33367,1774,3400,5.32
51003,"Albemarle County, Virginia",112513,5666,11655,5.04
51005,"Alleghany County, Virginia",15159,629,1348,4.15
51007,"Amelia County, Virginia",13309,725,1336,5.45
51009,"Amherst County, Virginia",31426,1652,3346,5.26
51011,"Appomattox County, Virginia",16253,1005,1900,6.18
51013,"Arlington County, Virginia",235845,12820,24192,5.44
51015,"Augusta County, Virginia",77433,3452,7604,4.46
51017,"Bath County, Virginia",4177,207,445,4.96
51019,"Bedford County, Virginia",79761,3538,8473,4.44
51021,"Bland County, Virginia",6241,263,580,4.21
51023,"Botetourt County, Virginia",33734,1397,3076,4.14
51025,"Brunswick County, Virginia",15965,655,1487,4.1
51027,"Buchanan County, Virginia",20246,837,1570,4.13
51029,"Buckingham County, Virginia",16869,785,1636,4.65
51031,"Campbell County, Virginia",55518,2831,6152,5.1
51033,"Caroline County, Virginia",31181,1835,3734,5.88
51035,"Carroll County, Virginia",29126,1231,2489,4.23
51036,"Charles City County, Virginia",6760,261,506,3.86
51037,"Charlotte County, Virginia",11563,612,1291,5.29
51041,"Chesterfield County, Virginia",366019,21402,45197,5.85
51043,"Clarke County, Virginia",14882,532,1313,3.57
51045,"Craig County, Virginia",4898,375,708,7.66
51047,"Culpeper County, Virginia",52822,3265,6829,6.18
51049,"Cumberland County, Virginia",9697,425,732,4.38
51051,"Dickenson County, Virginia",14089,649,1211,4.61
51053,"Dinwiddie County, Virginia",28057,1436,3180,5.12
51057,"Essex County, Virginia",10602,501,953,4.73
51059,"Fairfax County, Virginia",1145354,69144,141902,6.04
51061,"Fauquier County, Virginia",73290,4103,8703,5.6
51063,"Floyd County, Virginia",15532,661,1389,4.26
51065,"Fluvanna County, Virginia",27442,1387,3104,5.05
51067,"Franklin County, Virginia",54838,2375,4976,4.33
51069,"Frederick County, Virginia",92007,5254,10678,5.71
51071,"Giles County, Virginia",16711,813,2037,4.87
51073,"Gloucester County, Virginia",38875,1854,3913,4.77
51075,"Goochland County, Virginia",24906,905,1900,3.63
51077,"Grayson County, Virginia",15356,581,1304,3.78
51079,"Greene County, Virginia",20631,1148,2288,5.56
51081,"Greensville County, Virginia",11373,516,957,4.54
51083,"Halifax County, Virginia",34013,1704,3864,5.01
51085,"Hanover County, Virginia",110513,5395,11659,4.88
51087,"Henrico County, Virginia",333120,19543,39955,5.87
51089,"Henry County, Virginia",50760,2258,4641,4.45
51091,"Highland County, Virginia",2247,61,173,2.71
51093,"Isle of Wight County, Virginia",38898,1912,4328,4.92
51095,"James City County, Virginia",78818,3844,7958,4.88
51097,"King and Queen County, Virginia",6681,300,665,4.49
51099,"King George County, Virginia",26985,1566,3352,5.8
51101,"King William County, Virginia",17845,1074,2112,6.02
51103,"Lancaster County, Virginia",10866,349,835,3.21
51105,"Lee County, Virginia",22287,1027,2030,4.61
51107,"Loudoun County, Virginia",420773,27404,59022,6.51
51109,"Louisa County, Virginia",38106,2007,4077,5.27
51111,"Lunenburg County, Virginia",11988,570,1108,4.75
51113,"Madison County, Virginia",13828,734,1430,5.31
51115,"Mathews County, Virginia",8537,267,583,3.13
51117,"Mecklenburg County, Virginia",30367,1501,2884,4.94
51119,"Middlesex County, Virginia",10738,377,932,3.51
51121,"Montgomery County, Virginia",99373,3762,7950,3.79
51125,"Nelson County, Virginia",14773,699,1468,4.73
51127,"New Kent County, Virginia",23296,965,2276,4.14
51131,"Northampton County, Virginia",12132,547,1176,4.51
51133,"Northumberland County, Virginia",12007,376,699,3.13
51135,"Nottoway County, Virginia",15638,782,1680,5.0
51137,"Orange County, Virginia",36593,2033,4071,5.56
51139,"Page County, Virginia",23753,1206,2657,5.08
51141,"Patrick County, Virginia",17660,779,1591,4.41
51143,"Pittsylvania County, Virginia",60541,2488,5492,4.11
51145,"Powhatan County, Virginia",30503,1313,2549,4.3
51147,"Prince Edward County, Virginia",21922,928,1888,4.23
51149,"Prince George County, Virginia",42634,2099,4165,4.92
51153,"Prince William County, Virginia",481114,33047,67936,6.87
51155,"Pulaski County, Virginia",33841,1559,3068,4.61
51157,"Rappahannock County, Virginia",7422,296,725,3.99
51159,"Richmond County, Virginia",8968,501,1053,5.59
51161,"Roanoke County, Virginia",96653,4403,9914,4.56
51163,"Rockbridge County, Virginia",22673,905,1992,3.99
51165,"Rockingham County, Virginia",83905,4711,9505,5.61
51167,"Russell County, Virginia",25763,1184,2381,4.6
51169,"Scott County, Virginia",21536,817,1767,3.79
51171,"Shenandoah County, Virginia",44337,2511,5094,5.66
51173,"Smyth County, Virginia",29799,1328,2647,4.46
51175,"Southampton County, Virginia",18003,857,1802,4.76
51177,"Spotsylvania County, Virginia",141097,8367,17543,5.93
51179,"Stafford County, Virginia",157606,9758,20304,6.19
51181,"Surry County, Virginia",6546,323,557,4.93
51183,"Sussex County, Virginia",10866,450,916,4.14
51185,"Tazewell County, Virginia",40392,1948,4339,4.82
51187,"Warren County, Virginia",40800,2233,4912,5.47
51191,"Washington County, Virginia",53985,2111,4769,3.91
51193,"Westmoreland County, Virginia",18480,886,1662,4.79
51195,"Wise County, Virginia",36105,1608,3514,4.45
51197,"Wythe County, Virginia",28275,1376,2840,4.87
51199,"York County, Virginia",70238,3720,8610,5.3
51510,"Alexandria city, Virginia",157594,10790,18252,6.85
51520,"Bristol city, Virginia",17036,867,1712,5.09
51530,"Buena Vista city, Virginia",6639,327,672,4.93
51540,"Charlottesville city, Virginia",46289,2409,4503,5.2
51550,"Chesapeake city, Virginia",249377,15239,31915,6.11
51570,"Colonial Heights city, Virginia",18158,1167,2357,6.43
51580,"Covington city, Virginia",5722,349,762,6.1
51590,"Danville city, Virginia",42507,2416,5235,5.68
51595,"Emporia city, Virginia",5680,302,779,5.32
51600,"Fairfax city, Virginia",24242,1776,3228,7.33
51610,"Falls Church city, Virginia",14576,705,1507,4.84
51620,"Franklin city, Virginia",8194,608,1175,7.42
51630,"Fredericksburg city, Virginia",28258,1723,3081,6.1
51640,"Galax city, Virginia",6687,460,945,6.88
51650,"Hampton city, Virginia",137217,8328,15711,6.07
51660,"Harrisonburg city, Virginia",51784,2480,5185,4.79
51670,"Hopewell city, Virginia",23046,1649,3569,7.16
51678,"Lexington city, Virginia",7346,208,295,2.83
51680,"Lynchburg city, Virginia",79166,4635,8352,5.85
51683,"Manassas city, Virginia",42620,3289,6441,7.72
51685,"Manassas Park city, Virginia",17123,1177,2073,6.87
51690,"Martinsville city, Virginia",13539,949,1965,7.01
51700,"Newport News city, Virginia",185118,13061,25350,7.06
51710,"Norfolk city, Virginia",236973,15498,28504,6.54
51720,"Norton city, Virginia",3668,120,240,3.27
51730,"Petersburg city, Virginia",33261,2464,4857,7.41
51735,"Poquoson city, Virginia",12479,579,1351,4.64
51740,"Portsmouth city, Virginia",97384,6916,12914,7.1
51750,"Radford city, Virginia",16379,607,1054,3.71
51760,"Richmond city, Virginia",227171,12908,23470,5.68
51770,"Roanoke city, Virginia",99213,6377,12260,6.43
51775,"Salem city, Virginia",25372,1012,2170,3.99
51790,"Staunton city, Virginia",25581,1499,2841,5.86
51800,"Suffolk city, Virginia",94856,5996,12237,6.32
51810,"Virginia Beach city, Virginia",457900,27579,55486,6.02
51820,"Waynesboro city, Virginia",22341,1405,3017,6.29
51830,"Williamsburg city, Virginia",15486,350,810,2.26
