county_fips,n_tracts,mean_observed_pct_elevated,median_observed_pct_elevated,max_observed_pct_elevated
39001,6,0.03270661766666667,0.032356783,0.060150376
39003,33,0.07241217951515151,0.050541516,0.195652174
39005,11,0.09195061954545455,0.084507042,0.164835165
39007,25,0.07293509836,0.057142857,0.235915493
39009,14,0.06988006821428572,0.0719178085,0.107476636
39011,11,0.031396030454545455,0.02631579,0.064171123
39013,20,0.09560785185000001,0.096611111,0.247619048
39015,9,0.03591391966666666,0.028571429,0.079365079
39017,78,0.0705612304871795,0.046547739500000004,0.278350516
39019,7,0.25475076357142856,0.234421365,0.344262295
39021,10,0.056708180600000005,0.053769172500000004,0.090534979
39023,44,0.09780297704545454,0.060232242500000005,0.329749104
39025,39,0.05108367071794872,0.049019608,0.10989011
39027,9,0.08225501133333334,0.08372093,0.117647059
39029,24,0.16118398983333335,0.1591002255,0.337209302
39031,10,0.0835501662,0.07942682200000001,0.190476191
39033,13,0.10020408407692308,0.09375,0.164102564
39035,440,0.164073317,0.110913476,0.581081081
39037,12,0.0694973165,0.0656882595,0.138211382
39039,9,0.06984895933333334,0.075,0.086956522
39041,35,0.0395078226,0.04,0.1
39043,18,0.06825800255555554,0.044838548,0.222222222
39045,28,0.06567449521428571,0.0645181795,0.15
39047,7,0.07543421800000001,0.075376884,0.094420601
39049,279,0.07241200936200716,0.052631579,0.324200913
39051,9,0.05549422444444444,0.050583658,0.1
39053,7,0.08214134485714286,0.081481482,0.111111111
39055,21,0.036626005571428574,0.028037383,0.122807018
39057,35,0.07989959488571428,0.079470199,0.153846154
39059,10,0.1319992782,0.1279664765,0.162698413
39061,222,0.10156486036486485,0.07375032349999999,0.38
39063,13,0.039946968,0.033670034,0.101851852
39065,7,0.046518334142857144,0.038834952,0.08
39067,5,0.10844125,0.104477612,0.155405405
39069,7,0.056601733714285715,0.056603774,0.072202166
39071,9,0.06886740033333333,0.065972222,0.098445596
39073,7,0.09765286699999999,0.101796407,0.119318182
39075,8,0.070943813875,0.045548654499999994,0.2
39077,13,0.07888385638461538,0.084210526,0.128463476
39079,7,0.08017909214285714,0.075471698,0.098939929
39081,23,0.08845131317391304,0.066666667,0.265151515
39083,12,0.08287768875,0.079124579,0.131687243
39085,58,0.03237800013793103,0.030076888000000003,0.120967742
39087,16,0.0586004508125,0.0606617645,0.125
39089,32,0.10782580746875,0.080146487,0.279069767
39091,11,0.06299169172727272,0.058139535,0.178571429
39093,73,0.07010053316438355,0.061728395,0.333333333
39095,127,0.17757090522047245,0.140740741,0.4778157
39097,11,0.05403070427272727,0.056074766,0.106382979
39099,70,0.12451434414285714,0.0977767695,0.372881356
39101,17,0.06706614529411764,0.057377049,0.142857143
39103,37,0.04505693862162163,0.036144578,0.125
39105,6,0.11956393666666666,0.123986342,0.206896552
39107,9,0.03828232033333333,0.040816327,0.064285714
39109,21,0.11564494338095238,0.118518519,0.210268949
39111,4,0.100767372,0.1032392895,0.109090909
39113,150,0.09878308316666666,0.08624031,0.284615385
39115,4,0.1328957225,0.1206275805,0.188976378
39117,6,0.09378570016666667,0.074175824,0.25
39119,19,0.1891074037368421,0.184126984,0.294392523
39121,3,0.14142176366666667,0.149171271,0.165898618
39123,13,0.05738797953846154,0.051851852,0.153846154
39125,5,0.06284997319999999,0.039215686,0.133757962
39127,6,0.15716361333333334,0.1594405595,0.187919463
39129,12,0.10205514258333333,0.095502135,0.191860465
39131,6,0.07427089416666667,0.06346977,0.127906977
39133,34,0.04149872232352941,0.0335368305,0.1
39135,12,0.08343088625,0.07827047000000001,0.198473282
39137,7,0.025733250714285717,0.019607843,0.044776119
39139,30,0.10301424543333333,0.08290378,0.321782178
39141,17,0.08161614082352942,0.076923077,0.190476191
39143,15,0.08102206373333334,0.074074074,0.142857143
39145,20,0.10644267675,0.09758561,0.223300971
39147,14,0.13806645950000002,0.14430018649999998,0.216049383
39149,10,0.08621176080000001,0.072695773,0.233516484
39151,86,0.3419262441395349,0.340755003,0.578488372
39153,135,0.07313293648148149,0.041284404,0.271293375
39155,55,0.07202373316363636,0.052325581,0.282485876
39157,21,0.0951233929047619,0.084210526,0.253846154
39159,10,0.0402497631,0.037441589,0.063492064
39161,9,0.05916902366666667,0.054187192,0.100840336
39163,3,0.07644400166666666,0.080924856,0.097902098
39165,32,0.05331899521875,0.0485596805,0.118055556
39167,16,0.07864370625,0.06530823250000001,0.208955224
39169,31,0.09034344825806452,0.059405941,0.25
39171,9,0.07741175955555556,0.082089552,0.106382979
39173,27,0.0854350495925926,0.077419355,0.151724138
39175,6,0.09733472583333334,0.08257918550000001,0.154696133
