County,County Code,Year,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10-15 mcg/dL,15+ mcg/dL,Total Elevated Blood Levels,county_fips,pct_elevated_5plus,pct_elevated_10plus,pct_elevated_15plus
Ontario,69,2017,940,384.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2018,864,492.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2019,1000,463.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2020,1059,338.0,7.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2021,1215,546.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Orange,71,2000,69,18.0,0.0,0.0,0.0,0.0,36071,0.0,0.0,0.0
Orange,71,2001,1082,575.0,84.0,0.0,0.0,0.0,36071,0.0,0.0,0.0
Orange,71,2002,2211,1202.0,195.0,0.0,0.0,8.0,36071,0.36,0.0,0.0
Orange,71,2003,2997,1750.0,276.0,0.0,0.0,21.0,36071,0.7,0.0,0.0
Orange,71,2004,4069,2336.0,375.0,12.0,9.0,52.0,36071,1.28,0.516,0.221
Orange,71,2005,4059,2313.0,315.0,14.0,6.0,49.0,36071,1.21,0.493,0.148
Orange,71,2006,4209,2037.0,253.0,6.0,6.0,44.0,36071,1.05,0.285,0.143
Orange,71,2007,4440,2757.0,279.0,0.0,0.0,28.0,36071,0.63,0.0,0.0
Orange,71,2008,3935,2079.0,153.0,6.0,7.0,21.0,36071,0.53,0.33,0.178
Orange,71,2009,4132,2228.0,210.0,0.0,0.0,45.0,36071,1.09,0.0,0.0
Orange,71,2010,4278,2465.0,167.0,8.0,23.0,57.0,36071,1.33,0.725,0.538
Orange,71,2011,3460,1993.0,148.0,0.0,0.0,29.0,36071,0.84,0.0,0.0
Orange,71,2012,4127,2737.0,172.0,0.0,0.0,9.0,36071,0.22,0.0,0.0
Orange,71,2013,4096,2780.0,123.0,13.0,6.0,19.0,36071,0.46,0.464,0.146
Orange,71,2014,4378,2888.0,112.0,0.0,0.0,13.0,36071,0.3,0.0,0.0
Orange,71,2015,4808,1930.0,77.0,0.0,0.0,24.0,36071,0.5,0.0,0.0
Orange,71,2016,4883,2553.0,75.0,0.0,0.0,7.0,36071,0.14,0.0,0.0
Orange,71,2017,5137,2766.0,101.0,0.0,0.0,0.0,36071,0.0,0.0,0.0
Orange,71,2018,4711,2707.0,101.0,0.0,0.0,0.0,36071,0.0,0.0,0.0
Orange,71,2019,4725,2067.0,70.0,0.0,0.0,13.0,36071,0.28,0.0,0.0
Orange,71,2020,4882,1726.0,46.0,0.0,0.0,6.0,36071,0.12,0.0,0.0
Orange,71,2021,5579,2805.0,38.0,0.0,0.0,7.0,36071,0.13,0.0,0.0
Orleans,73,2000,16,0.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2001,174,81.0,24.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2002,264,112.0,38.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2003,265,84.0,16.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2004,325,74.0,12.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2005,262,36.0,6.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2006,297,51.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2007,326,51.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2008,303,28.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2009,296,65.0,7.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2010,352,62.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2011,275,114.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2012,288,171.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2013,348,106.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2014,382,126.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2015,394,125.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2016,431,71.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2017,394,130.0,16.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2018,388,105.0,7.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2019,432,166.0,12.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2020,405,149.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2021,435,128.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Oswego,75,2000,12,0.0,0.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2001,467,202.0,37.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2002,796,373.0,111.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2003,787,335.0,29.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2004,770,243.0,34.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2005,739,264.0,47.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2006,1017,422.0,39.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2007,936,364.0,50.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2008,1095,592.0,59.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2009,862,409.0,19.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2010,1049,560.0,32.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2011,985,370.0,13.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2012,992,354.0,13.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2013,1071,431.0,12.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2014,1232,624.0,22.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2015,1159,631.0,29.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2016,1111,426.0,7.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2017,1094,507.0,16.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2018,1240,625.0,14.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2019,1170,467.0,0.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2020,1114,472.0,8.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2021,1468,683.0,0.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Otsego,77,2000,4,0.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2001,148,52.0,16.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2002,266,48.0,16.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2003,334,57.0,21.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2004,434,69.0,33.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2005,532,118.0,61.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2006,436,99.0,31.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2007,479,69.0,6.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2008,302,0.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2009,388,93.0,7.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2010,493,70.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2011,454,88.0,9.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2012,561,126.0,7.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2013,600,119.0,0.0,0.0,7.0,7.0,36077,1.17,1.167,1.167
Otsego,77,2014,438,164.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2015,535,128.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2016,696,237.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2017,443,172.0,6.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2018,530,248.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2019,521,138.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2020,459,140.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Otsego,77,2021,675,199.0,0.0,0.0,0.0,0.0,36077,0.0,0.0,0.0
Putnam,79,2000,36,24.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2001,319,38.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2002,702,249.0,24.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2003,851,507.0,48.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2004,941,280.0,24.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2005,881,463.0,23.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2006,1027,422.0,19.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2007,1122,292.0,19.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2008,947,190.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2009,728,181.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2010,834,301.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2011,956,242.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2012,875,270.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2013,905,312.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2014,813,156.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2015,828,645.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2016,864,539.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2017,856,553.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2018,824,474.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2019,728,483.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2020,862,701.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Putnam,79,2021,1303,1102.0,0.0,0.0,0.0,0.0,36079,0.0,0.0,0.0
Rensselaer,83,2000,10,0.0,0.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2001,447,185.0,52.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2002,575,245.0,86.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2003,598,159.0,70.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2004,954,390.0,162.0,0.0,0.0,19.0,36083,1.99,0.0,0.0
Rensselaer,83,2005,1303,644.0,236.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2006,1267,581.0,242.0,0.0,0.0,7.0,36083,0.55,0.0,0.0
Rensselaer,83,2007,1340,609.0,196.0,0.0,0.0,13.0,36083,0.97,0.0,0.0
Rensselaer,83,2008,1343,590.0,127.0,0.0,0.0,9.0,36083,0.67,0.0,0.0
Rensselaer,83,2009,1325,714.0,108.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2010,1633,776.0,98.0,0.0,0.0,9.0,36083,0.55,0.0,0.0
Rensselaer,83,2011,1312,539.0,52.0,0.0,0.0,6.0,36083,0.46,0.0,0.0
Rensselaer,83,2012,981,476.0,39.0,0.0,0.0,8.0,36083,0.82,0.0,0.0
Rensselaer,83,2013,1372,820.0,77.0,0.0,0.0,6.0,36083,0.44,0.0,0.0
Rensselaer,83,2014,1519,757.0,50.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2015,1604,873.0,64.0,0.0,0.0,10.0,36083,0.62,0.0,0.0
Rensselaer,83,2016,1552,748.0,45.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2017,1515,1009.0,86.0,0.0,0.0,6.0,36083,0.4,0.0,0.0
Rensselaer,83,2018,1551,987.0,54.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2019,1445,737.0,32.0,0.0,0.0,6.0,36083,0.42,0.0,0.0
Rensselaer,83,2020,1541,980.0,29.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rensselaer,83,2021,1751,995.0,21.0,0.0,0.0,0.0,36083,0.0,0.0,0.0
Rockland,87,2000,3,0.0,0.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2001,121,33.0,0.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2002,2840,1955.0,270.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2003,3018,1849.0,283.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2004,3470,2131.0,288.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2005,3450,1964.0,229.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2006,4025,2474.0,263.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2007,4210,2312.0,270.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2008,4392,2593.0,207.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2009,4881,3034.0,225.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2010,5124,3115.0,170.0,0.0,0.0,7.0,36087,0.14,0.0,0.0
Rockland,87,2011,4690,2647.0,117.0,0.0,0.0,13.0,36087,0.28,0.0,0.0
Rockland,87,2012,4715,3020.0,75.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2013,5369,3159.0,81.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2014,5354,3524.0,55.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2015,5120,2848.0,30.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2016,5263,2198.0,26.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2017,5515,3023.0,31.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2018,6150,2535.0,12.0,0.0,0.0,8.0,36087,0.13,0.0,0.0
Rockland,87,2019,5472,2931.0,21.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2020,5234,2210.0,7.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Rockland,87,2021,7458,4017.0,12.0,0.0,0.0,0.0,36087,0.0,0.0,0.0
Saratoga,91,2000,19,0.0,0.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2001,869,496.0,83.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2002,1109,642.0,124.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2003,1233,659.0,120.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2004,1632,896.0,156.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2005,2036,1129.0,225.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2006,2099,1269.0,238.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2007,2116,1184.0,213.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2008,1688,897.0,71.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2009,1735,701.0,42.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2010,1599,532.0,0.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2011,1232,341.0,0.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2012,1054,235.0,0.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2013,1865,418.0,6.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2014,2240,906.0,23.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2015,2300,858.0,25.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2016,2303,337.0,0.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2017,2285,527.0,7.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2018,2280,765.0,0.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2019,2213,626.0,0.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2020,2249,1254.0,0.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Saratoga,91,2021,2894,1368.0,0.0,0.0,0.0,0.0,36091,0.0,0.0,0.0
Schenectady,93,2000,8,0.0,0.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2001,339,223.0,53.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2002,616,321.0,107.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2003,675,401.0,141.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2004,1145,672.0,231.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2005,1411,853.0,205.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2006,1492,959.0,185.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2007,1502,956.0,163.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2008,1452,679.0,62.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2009,1744,1131.0,147.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2010,1676,683.0,83.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2011,1560,824.0,112.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2012,1516,734.0,114.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2013,1825,628.0,85.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2014,1870,931.0,92.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2015,1678,666.0,64.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2016,1853,641.0,62.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2017,1795,831.0,53.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2018,1942,607.0,41.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2019,1867,403.0,39.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2020,1939,334.0,18.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schenectady,93,2021,1977,649.0,6.0,0.0,0.0,0.0,36093,0.0,0.0,0.0
Schoharie,95,2000,2,0.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2001,68,0.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2002,140,35.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2003,150,12.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2004,158,6.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2005,199,15.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2006,198,18.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2007,229,36.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2008,202,36.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2009,257,51.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2010,237,29.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2011,265,61.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2012,265,77.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2013,227,43.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2014,235,88.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2015,274,116.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2016,285,28.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2017,221,69.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2018,256,102.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2019,241,92.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2020,282,144.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schoharie,95,2021,301,80.0,0.0,0.0,0.0,0.0,36095,0.0,0.0,0.0
Schuyler,97,2000,1,0.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2001,32,0.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2002,41,8.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2003,94,0.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2004,130,9.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2005,128,0.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2006,147,7.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2007,125,6.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2008,159,47.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2009,163,30.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2010,181,59.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2011,119,51.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2012,103,7.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2013,153,31.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2014,151,35.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2015,178,69.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2016,162,75.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2017,183,39.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2018,143,45.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2019,156,40.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2020,179,105.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Schuyler,97,2021,199,113.0,0.0,0.0,0.0,0.0,36097,0.0,0.0,0.0
Seneca,99,2001,10,0.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2002,33,0.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2003,28,0.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2004,99,7.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2005,226,37.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2006,230,24.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2007,255,60.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2008,250,47.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2009,265,39.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2010,314,43.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2011,293,46.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2012,202,119.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2013,218,74.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2014,289,39.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2015,270,59.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2016,268,33.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2017,272,132.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2018,278,138.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2019,276,101.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2020,308,102.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
Seneca,99,2021,291,187.0,0.0,0.0,0.0,0.0,36099,0.0,0.0,0.0
St. Lawrence,89,2000,9,0.0,0.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2001,197,85.0,15.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2002,356,141.0,57.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2003,469,106.0,43.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2004,730,220.0,114.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2005,898,302.0,107.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2006,866,245.0,74.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2007,795,180.0,75.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2008,840,287.0,45.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2009,1046,308.0,31.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2010,968,374.0,6.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2011,776,302.0,6.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2012,985,267.0,8.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2013,970,298.0,0.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2014,1003,312.0,0.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2015,1025,204.0,0.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2016,846,227.0,0.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2017,920,346.0,0.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2018,812,400.0,6.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
St. Lawrence,89,2019,829,413.0,0.0,0.0,0.0,0.0,36089,0.0,0.0,0.0
