FIPS,total_employees,mining_employees,mining_establishments,bar_establishments,bar_employees,extraction_employment_pct
17141,12539,84.0,5.0,24.0,102.0,0.6699098811707472
17143,94009,0.0,0.0,80.0,546.0,0.0
17145,3806,401.0,3.0,6.0,9.0,10.535995796111402
17147,2456,0.0,0.0,6.0,28.0,0.0
17149,2958,61.0,3.0,4.0,30.0,2.0622041920216363
17151,440,0.0,0.0,0.0,0.0,0.0
17153,515,0.0,0.0,0.0,0.0,0.0
17155,1348,0.0,0.0,0.0,0.0,0.0
17157,10022,133.0,3.0,20.0,89.0,1.3270804230692477
17159,5040,78.0,15.0,4.0,21.0,1.5476190476190477
17161,58340,57.0,7.0,54.0,302.0,0.09770311964346931
17163,68890,66.0,3.0,84.0,585.0,0.09580490637247786
17165,5678,0.0,0.0,4.0,9.0,0.0
17167,75733,261.0,4.0,71.0,427.0,0.3446317985554514
17169,1106,0.0,0.0,3.0,26.0,0.0
17171,531,0.0,0.0,4.0,12.0,0.0
17173,4021,19.0,3.0,11.0,96.0,0.4725192738124845
17175,961,0.0,0.0,0.0,0.0,0.0
17177,14580,0.0,0.0,18.0,68.0,0.0
17179,40138,0.0,0.0,38.0,221.0,0.0
17181,3268,0.0,0.0,6.0,30.0,0.0
17183,22608,0.0,0.0,27.0,102.0,0.0
17185,2424,89.0,19.0,0.0,0.0,3.6716171617161715
17187,5327,0.0,0.0,9.0,20.0,0.0
17189,7021,0.0,0.0,10.0,100.0,0.0
17191,2969,77.0,23.0,0.0,0.0,2.593465813405187
17193,3053,144.0,19.0,0.0,0.0,4.716672125777923
17195,17176,0.0,0.0,36.0,151.0,0.0
17197,241177,212.0,14.0,84.0,641.0,0.08790224606824033
17199,24017,0.0,0.0,16.0,67.0,0.0
17201,106068,40.0,11.0,67.0,427.0,0.03771165667307765
17203,8099,0.0,0.0,5.0,32.0,0.0
18001,12045,0.0,0.0,4.0,28.0,0.0
18003,178760,166.0,5.0,51.0,515.0,0.09286193779368987
18005,44222,72.0,4.0,0.0,0.0,0.16281488851702772
18007,1396,0.0,0.0,0.0,0.0,0.0
18009,2499,0.0,0.0,0.0,0.0,0.0
18011,29650,80.0,5.0,4.0,35.0,0.26981450252951095
18013,2145,0.0,0.0,0.0,0.0,0.0
18015,4943,0.0,0.0,5.0,22.0,0.0
18017,11763,0.0,0.0,8.0,22.0,0.0
18019,49529,144.0,7.0,9.0,45.0,0.290738759110824
18021,5868,0.0,0.0,3.0,5.0,0.0
18023,9922,0.0,0.0,0.0,0.0,0.0
18025,1285,17.0,4.0,0.0,0.0,1.3229571984435797
18027,11315,0.0,0.0,7.0,32.0,0.0
18029,12642,0.0,0.0,9.0,60.0,0.0
18163,102724,104.0,20.0,36.0,359.0,0.1012421634671547
18033,19914,23.0,4.0,6.0,20.0,0.115496635532791
18035,38493,0.0,0.0,12.0,85.0,0.0
18037,27796,0.0,0.0,5.0,28.0,0.0
18039,139659,0.0,0.0,16.0,141.0,0.0
18041,5259,0.0,0.0,0.0,0.0,0.0
18043,28281,0.0,0.0,9.0,48.0,0.0
18045,3749,0.0,0.0,5.0,13.0,0.0
18047,5774,14.0,3.0,5.0,29.0,0.24246622791825423
18049,4931,0.0,0.0,5.0,25.0,0.0
18051,17557,425.0,9.0,3.0,10.0,2.420686905507775
18053,27107,38.0,3.0,11.0,56.0,0.14018519201682222
18055,4602,0.0,0.0,4.0,25.0,0.0
18057,150572,161.0,8.0,17.0,234.0,0.10692559041521664
18059,23696,0.0,0.0,0.0,0.0,0.0
18061,8656,53.0,6.0,0.0,0.0,0.6122920517560074
18063,66664,0.0,0.0,11.0,117.0,0.0
18065,11113,0.0,0.0,7.0,34.0,0.0
18067,30007,0.0,0.0,16.0,83.0,0.0
18069,12079,0.0,0.0,9.0,60.0,0.0
18071,21832,0.0,0.0,5.0,61.0,0.0
18073,8883,0.0,0.0,3.0,12.0,0.0
18075,5919,63.0,4.0,0.0,0.0,1.0643689812468322
18077,11496,0.0,0.0,4.0,19.0,0.0
18079,6712,0.0,0.0,0.0,0.0,0.0
18081,53802,0.0,0.0,8.0,49.0,0.0
18083,13743,725.0,7.0,6.0,22.0,5.275412937495452
18085,37181,0.0,0.0,13.0,55.0,0.0
18087,15839,0.0,0.0,3.0,13.0,0.0
18089,162339,87.0,5.0,95.0,672.0,0.05359155840555874
18091,32986,0.0,0.0,22.0,132.0,0.0
18093,11340,253.0,7.0,6.0,31.0,2.2310405643738975
18095,33123,56.0,3.0,15.0,89.0,0.1690668115810766
18097,513408,155.0,9.0,128.0,1549.0,0.030190413861879834
18099,17702,0.0,0.0,4.0,17.0,0.0
18101,2079,0.0,0.0,0.0,0.0,0.0
18103,6086,12.0,3.0,4.0,14.0,0.1971738416036806
18105,51871,265.0,12.0,21.0,336.0,0.510882766863951
18107,13790,0.0,0.0,5.0,10.0,0.0
18109,13408,66.0,5.0,0.0,0.0,0.4922434367541766
18111,2225,0.0,0.0,5.0,13.0,0.0
18113,16731,0.0,0.0,3.0,14.0,0.0
18115,735,0.0,0.0,3.0,22.0,0.0
18117,6945,0.0,0.0,0.0,0.0,0.0
18119,3700,0.0,0.0,0.0,0.0,0.0
18121,2168,0.0,0.0,0.0,0.0,0.0
18123,5167,0.0,0.0,4.0,5.0,0.0
18125,2006,6.0,3.0,0.0,0.0,0.29910269192422734
18127,53440,27.0,3.0,20.0,113.0,0.050523952095808386
18129,9305,31.0,6.0,3.0,33.0,0.33315421816227836
18131,3659,0.0,0.0,3.0,8.0,0.0
18133,10686,66.0,5.0,6.0,24.0,0.617630544637844
18135,5422,21.0,3.0,0.0,0.0,0.38731095536702326
18137,8718,36.0,3.0,0.0,0.0,0.41293874741913283
18139,3448,0.0,0.0,0.0,0.0,0.0
18141,116608,0.0,0.0,39.0,209.0,0.0
18143,6679,0.0,0.0,0.0,0.0,0.0
18145,15387,59.0,6.0,0.0,0.0,0.3834405667121596
18147,4880,0.0,0.0,0.0,0.0,0.0
18149,3030,0.0,0.0,6.0,6.0,0.0
18151,13875,16.0,5.0,6.0,20.0,0.11531531531531532
18153,3676,445.0,4.0,0.0,0.0,12.105549510337323
18155,1308,0.0,0.0,0.0,0.0,0.0
18157,69096,23.0,3.0,35.0,343.0,0.03328702095635058
18159,4451,0.0,0.0,4.0,12.0,0.0
18161,963,0.0,0.0,0.0,0.0,0.0
19113,114963,42.0,3.0,49.0,385.0,0.03653349338482816
19103,67044,96.0,6.0,33.0,457.0,0.1431895471630571
18165,3870,0.0,0.0,5.0,7.0,0.0
18167,39967,45.0,5.0,20.0,181.0,0.11259288913353517
18169,10297,45.0,3.0,4.0,19.0,0.43702049140526367
18171,1533,0.0,0.0,0.0,0.0,0.0
18173,14946,176.0,3.0,5.0,44.0,1.1775725946741602
18175,4505,0.0,0.0,0.0,0.0,0.0
18177,24866,21.0,3.0,11.0,55.0,0.08445266629132149
18179,10110,47.0,4.0,3.0,15.0,0.4648862512363996
18181,7296,0.0,0.0,4.0,12.0,0.0
18183,12294,0.0,0.0,4.0,39.0,0.0
19001,1885,0.0,0.0,3.0,4.0,0.0
19003,954,0.0,0.0,3.0,4.0,0.0
19005,3645,0.0,0.0,4.0,17.0,0.0
19007,3546,39.0,3.0,0.0,0.0,1.0998307952622675
19009,1328,0.0,0.0,0.0,0.0,0.0
19011,4553,0.0,0.0,7.0,21.0,0.0
19013,61415,58.0,7.0,46.0,384.0,0.09443946918505251
19015,6842,0.0,0.0,0.0,0.0,0.0
19017,8862,19.0,4.0,6.0,24.0,0.2143985556307831
19019,5248,6.0,4.0,9.0,32.0,0.11432926829268292
19021,8422,0.0,0.0,6.0,15.0,0.0
19023,2467,0.0,0.0,0.0,0.0,0.0
19025,2180,0.0,0.0,4.0,20.0,0.0
19027,9981,0.0,0.0,10.0,48.0,0.0
19029,4616,30.0,3.0,3.0,6.0,0.6499133448873483
19031,4060,0.0,0.0,5.0,11.0,0.0
19033,19852,9.0,4.0,10.0,18.0,0.04533548257102559
19035,4202,6.0,3.0,5.0,27.0,0.14278914802475012
19037,3996,0.0,0.0,3.0,18.0,0.0
19039,3348,0.0,0.0,0.0,0.0,0.0
19041,7026,0.0,0.0,0.0,0.0,0.0
19043,4956,0.0,0.0,4.0,10.0,0.0
19045,16269,0.0,0.0,24.0,142.0,0.0
19047,5498,0.0,0.0,7.0,18.0,0.0
19049,40688,0.0,0.0,12.0,72.0,0.0
19051,1519,0.0,0.0,0.0,0.0,0.0
19053,1804,0.0,0.0,0.0,0.0,0.0
19055,5859,0.0,0.0,6.0,52.0,0.0
19057,18326,21.0,5.0,17.0,80.0,0.1145912910618793
19059,7471,0.0,0.0,14.0,105.0,0.0
19061,53604,0.0,0.0,29.0,169.0,0.0
19063,2642,0.0,0.0,0.0,0.0,0.0
19065,5461,17.0,4.0,5.0,19.0,0.3112982970151987
19067,4824,0.0,0.0,0.0,0.0,0.0
19069,3095,0.0,0.0,0.0,0.0,0.0
19071,2037,0.0,0.0,0.0,0.0,0.0
19073,3072,0.0,0.0,0.0,0.0,0.0
19075,2891,0.0,0.0,0.0,0.0,0.0
19077,2245,0.0,0.0,5.0,29.0,0.0
19079,4351,0.0,0.0,3.0,8.0,0.0
19081,3904,21.0,3.0,0.0,0.0,0.5379098360655737
19083,4784,164.0,11.0,6.0,31.0,3.4280936454849495
19085,2975,0.0,0.0,4.0,8.0,0.0
19087,7246,0.0,0.0,0.0,0.0,0.0
19089,3100,0.0,0.0,4.0,17.0,0.0
19091,3267,0.0,0.0,3.0,3.0,0.0
19093,3210,0.0,0.0,3.0,9.0,0.0
19095,7629,0.0,0.0,5.0,31.0,0.0
19097,4441,0.0,0.0,6.0,35.0,0.0
19099,8364,0.0,0.0,6.0,22.0,0.0
19101,6877,0.0,0.0,6.0,32.0,0.0
20093,707,2.0,3.0,0.0,0.0,0.2828854314002829
19105,4659,0.0,0.0,5.0,13.0,0.0
19107,1506,0.0,0.0,0.0,0.0,0.0
19109,5246,0.0,0.0,3.0,15.0,0.0
19111,13743,0.0,0.0,20.0,61.0,0.0
20175,8862,170.0,18.0,0.0,0.0,1.9183028661701647
20199,299,0.0,0.0,0.0,0.0,0.0
19119,3907,8.0,3.0,7.0,17.0,0.2047606859482979
19115,3111,0.0,0.0,0.0,0.0,0.0
19117,4189,0.0,0.0,5.0,15.0,0.0
19121,2664,37.0,7.0,0.0,0.0,1.3888888888888888
19123,6712,0.0,0.0,0.0,0.0,0.0
19125,17071,37.0,3.0,10.0,43.0,0.21674184289145337
19127,12643,0.0,0.0,12.0,27.0,0.0
19129,1864,0.0,0.0,0.0,0.0,0.0
19131,3625,80.0,3.0,0.0,0.0,2.206896551724138
19133,1909,0.0,0.0,5.0,14.0,0.0
19135,2209,0.0,0.0,4.0,15.0,0.0
19137,3332,0.0,0.0,0.0,0.0,0.0
19139,20002,0.0,0.0,10.0,63.0,0.0
19141,5222,0.0,0.0,6.0,32.0,0.0
19143,1775,0.0,0.0,0.0,0.0,0.0
19145,5325,0.0,0.0,6.0,12.0,0.0
19147,2816,0.0,0.0,3.0,11.0,0.0
19149,10501,0.0,0.0,7.0,20.0,0.0
19151,1870,0.0,0.0,0.0,0.0,0.0
19153,271204,59.0,7.0,124.0,840.0,0.021754841374021033
19155,31032,0.0,0.0,23.0,151.0,0.0
19157,9247,0.0,0.0,4.0,18.0,0.0
19159,1114,0.0,0.0,0.0,0.0,0.0
19161,2167,0.0,0.0,0.0,0.0,0.0
19163,82480,16.0,4.0,68.0,451.0,0.019398642095053344
19165,4941,0.0,0.0,6.0,47.0,0.0
19167,19812,0.0,0.0,0.0,0.0,0.0
19169,31361,0.0,0.0,22.0,313.0,0.0
19171,3895,0.0,0.0,3.0,10.0,0.0
19173,1624,0.0,0.0,0.0,0.0,0.0
19175,4503,0.0,0.0,0.0,0.0,0.0
19177,1359,0.0,0.0,0.0,0.0,0.0
19179,12952,0.0,0.0,5.0,21.0,0.0
19181,8653,0.0,0.0,10.0,39.0,0.0
19183,6463,0.0,0.0,3.0,14.0,0.0
19185,1343,0.0,0.0,0.0,0.0,0.0
19187,15677,0.0,0.0,10.0,39.0,0.0
19189,5759,0.0,0.0,4.0,6.0,0.0
19191,8789,207.0,4.0,12.0,33.0,2.355216748207987
19193,47249,0.0,0.0,28.0,159.0,0.0
19195,1689,0.0,0.0,0.0,0.0,0.0
19197,4430,0.0,0.0,5.0,12.0,0.0
20001,4147,133.0,11.0,0.0,0.0,3.20713768989631
20003,1315,30.0,5.0,0.0,0.0,2.2813688212927756
20005,4984,0.0,0.0,0.0,0.0,0.0
20009,9468,346.0,70.0,0.0,0.0,3.654414871144909
20007,1149,108.0,22.0,0.0,0.0,9.39947780678851
20011,4237,7.0,3.0,0.0,0.0,0.16521123436393675
20013,3267,0.0,0.0,0.0,0.0,0.0
20015,13387,79.0,19.0,3.0,4.0,0.5901247478897438
20017,465,0.0,0.0,0.0,0.0,0.0
20019,452,36.0,8.0,0.0,0.0,7.964601769911504
20021,4909,127.0,3.0,0.0,0.0,2.587084946017519
20023,557,0.0,0.0,0.0,0.0,0.0
20025,438,7.0,3.0,0.0,0.0,1.5981735159817352
20027,2104,0.0,0.0,0.0,0.0,0.0
20029,2614,0.0,0.0,0.0,0.0,0.0
20031,2662,37.0,8.0,0.0,0.0,1.389932381667919
20033,399,7.0,5.0,0.0,0.0,1.7543859649122806
20035,11410,32.0,10.0,0.0,0.0,0.28045574057843997
20037,14680,28.0,4.0,7.0,35.0,0.19073569482288827
20039,529,0.0,0.0,0.0,0.0,0.0
20043,1606,0.0,0.0,0.0,0.0,0.0
20041,4834,0.0,0.0,0.0,0.0,0.0
20045,34915,117.0,6.0,32.0,333.0,0.3350995274237434
20047,511,0.0,0.0,0.0,0.0,0.0
20049,297,5.0,3.0,0.0,0.0,1.6835016835016834
20051,12365,390.0,73.0,8.0,51.0,3.1540638900121314
20053,1708,0.0,0.0,0.0,0.0,0.0
20055,15005,157.0,12.0,3.0,13.0,1.0463178940353215
20057,14599,0.0,0.0,6.0,26.0,0.0
20059,8975,26.0,9.0,0.0,0.0,0.28969359331476324
20061,7831,0.0,0.0,5.0,26.0,0.0
20063,908,19.0,4.0,0.0,0.0,2.092511013215859
20065,522,12.0,5.0,0.0,0.0,2.2988505747126435
20067,1962,82.0,7.0,0.0,0.0,4.17940876656473
20069,1487,0.0,0.0,0.0,0.0,0.0
20077,1827,25.0,7.0,0.0,0.0,1.3683634373289546
20071,332,0.0,0.0,0.0,0.0,0.0
20073,1087,70.0,18.0,0.0,0.0,6.439742410303588
20075,523,0.0,0.0,0.0,0.0,0.0
20079,12561,36.0,8.0,0.0,0.0,0.2866013852400287
20081,853,0.0,0.0,0.0,0.0,0.0
20083,278,0.0,0.0,0.0,0.0,0.0
20085,3090,0.0,0.0,0.0,0.0,0.0
20087,2099,0.0,0.0,0.0,0.0,0.0
20089,437,0.0,0.0,0.0,0.0,0.0
20091,340364,177.0,21.0,26.0,176.0,0.052003149569284646
20095,1819,37.0,14.0,0.0,0.0,2.034084661902144
20097,779,6.0,3.0,0.0,0.0,0.7702182284980745
20099,6864,0.0,0.0,0.0,0.0,0.0
20101,295,0.0,0.0,0.0,0.0,0.0
20103,13844,5.0,3.0,10.0,32.0,0.0361167292689974
20105,573,0.0,0.0,0.0,0.0,0.0
20107,1525,30.0,9.0,0.0,0.0,1.9672131147540985
20109,660,0.0,0.0,0.0,0.0,0.0
20111,11916,10.0,3.0,11.0,57.0,0.08392077878482712
20113,14421,85.0,23.0,5.0,14.0,0.5894182095555093
20115,2511,7.0,3.0,0.0,0.0,0.27877339705296694
20117,3869,0.0,0.0,0.0,0.0,0.0
20119,820,20.0,5.0,0.0,0.0,2.4390243902439024
20121,6635,48.0,12.0,0.0,0.0,0.7234363225320272
20123,2333,0.0,0.0,0.0,0.0,0.0
20125,11416,20.0,10.0,4.0,20.0,0.17519271198318148
20127,1227,0.0,0.0,0.0,0.0,0.0
20129,549,30.0,5.0,0.0,0.0,5.46448087431694
20131,4564,0.0,0.0,0.0,0.0,0.0
20133,4701,61.0,12.0,0.0,0.0,1.2975962561157202
20137,1641,19.0,4.0,0.0,0.0,1.157830591102986
20135,835,146.0,24.0,0.0,0.0,17.485029940119762
20139,1676,0.0,0.0,0.0,0.0,0.0
20141,959,18.0,8.0,0.0,0.0,1.8769551616266946
20143,820,0.0,0.0,0.0,0.0,0.0
20145,1829,0.0,0.0,0.0,0.0,0.0
20147,1519,14.0,5.0,0.0,0.0,0.9216589861751152
20149,9204,0.0,0.0,0.0,0.0,0.0
20151,3164,180.0,25.0,0.0,0.0,5.689001264222504
20153,704,0.0,0.0,0.0,0.0,0.0
20155,21460,19.0,7.0,0.0,0.0,0.08853681267474371
20157,1196,0.0,0.0,0.0,0.0,0.0
20159,2416,77.0,14.0,0.0,0.0,3.1870860927152322
20161,19457,155.0,3.0,15.0,204.0,0.7966284627640439
20163,1225,53.0,15.0,0.0,0.0,4.326530612244897
20165,746,0.0,0.0,0.0,0.0,0.0
20167,1775,115.0,35.0,0.0,0.0,6.478873239436619
20169,25409,0.0,0.0,7.0,36.0,0.0
20171,1462,0.0,0.0,0.0,0.0,0.0
20173,224582,611.0,95.0,66.0,586.0,0.27206098440658644
20177,73975,0.0,0.0,27.0,299.0,0.0
20179,689,0.0,0.0,0.0,0.0,0.0
20181,1766,0.0,0.0,0.0,0.0,0.0
20183,842,0.0,0.0,0.0,0.0,0.0
20185,590,21.0,6.0,0.0,0.0,3.5593220338983054
20187,483,0.0,0.0,0.0,0.0,0.0
20189,1078,0.0,0.0,0.0,0.0,0.0
20191,3833,21.0,10.0,0.0,0.0,0.5478737281502739
20193,2837,0.0,0.0,0.0,0.0,0.0
20195,791,3.0,3.0,0.0,0.0,0.37926675094816686
20197,1025,55.0,3.0,0.0,0.0,5.365853658536586
20201,1464,0.0,0.0,0.0,0.0,0.0
20203,488,0.0,0.0,0.0,0.0,0.0
20205,3277,30.0,6.0,0.0,0.0,0.91547146780592
20207,395,53.0,13.0,0.0,0.0,13.41772151898734
20209,69988,0.0,0.0,13.0,54.0,0.0
21001,3994,32.0,3.0,0.0,0.0,0.8012018027040559
21003,3605,0.0,0.0,0.0,0.0,0.0
21005,3979,0.0,0.0,0.0,0.0,0.0
21007,1369,0.0,0.0,0.0,0.0,0.0
21009,12717,2.0,5.0,5.0,19.0,0.015726979633561376
21011,1486,0.0,0.0,0.0,0.0,0.0
21013,6509,204.0,7.0,0.0,0.0,3.1341219849439237
21015,85591,0.0,0.0,7.0,63.0,0.0
21017,5368,0.0,0.0,0.0,0.0,0.0
21019,20071,40.0,4.0,0.0,0.0,0.19929251158387723
21021,13000,0.0,0.0,0.0,0.0,0.0
21023,834,0.0,0.0,0.0,0.0,0.0
21025,1920,0.0,0.0,0.0,0.0,0.0
21027,2531,0.0,0.0,0.0,0.0,0.0
21029,22845,113.0,3.0,3.0,9.0,0.4946377763186693
21031,1958,0.0,0.0,0.0,0.0,0.0
21033,3511,0.0,0.0,0.0,0.0,0.0
21035,13903,0.0,0.0,0.0,0.0,0.0
21037,23756,0.0,0.0,33.0,241.0,0.0
21039,662,0.0,0.0,0.0,0.0,0.0
21041,5980,0.0,0.0,0.0,0.0,0.0
21043,5006,48.0,4.0,0.0,0.0,0.9588493807431082
21045,2876,0.0,0.0,0.0,0.0,0.0
21047,23244,0.0,0.0,0.0,0.0,0.0
21049,11388,0.0,0.0,0.0,0.0,0.0
21051,2458,0.0,0.0,0.0,0.0,0.0
21057,1027,0.0,0.0,0.0,0.0,0.0
21053,2700,25.0,5.0,0.0,0.0,0.9259259259259258
21055,1559,0.0,0.0,0.0,0.0,0.0
21059,42376,56.0,5.0,8.0,12.0,0.13215027373985275
21061,849,0.0,0.0,0.0,0.0,0.0
21063,309,0.0,0.0,0.0,0.0,0.0
21065,1467,0.0,0.0,0.0,0.0,0.0
21067,158100,183.0,15.0,52.0,404.0,0.1157495256166983
22071,154352,827.0,24.0,226.0,1973.0,0.5357883279776097
22021,1632,0.0,0.0,0.0,0.0,0.0
21073,16317,0.0,0.0,3.0,14.0,0.0
21069,2088,0.0,0.0,0.0,0.0,0.0
21071,7241,239.0,21.0,0.0,0.0,3.300649081618561
21075,1441,0.0,0.0,0.0,0.0,0.0
21077,1501,0.0,0.0,0.0,0.0,0.0
21079,1480,0.0,0.0,0.0,0.0,0.0
21081,4663,0.0,0.0,0.0,0.0,0.0
21083,9050,0.0,0.0,0.0,0.0,0.0
21085,6306,0.0,0.0,0.0,0.0,0.0
21087,1178,0.0,0.0,0.0,0.0,0.0
21089,4982,0.0,0.0,0.0,0.0,0.0
21091,3627,0.0,0.0,0.0,0.0,0.0
21093,37896,0.0,0.0,3.0,12.0,0.0
21095,3937,529.0,11.0,0.0,0.0,13.436626873253745
21097,4229,0.0,0.0,0.0,0.0,0.0
21099,3876,0.0,0.0,0.0,0.0,0.0
21101,15732,22.0,4.0,0.0,0.0,0.1398423595219934
21103,1756,0.0,0.0,0.0,0.0,0.0
21105,806,0.0,0.0,0.0,0.0,0.0
21107,13725,426.0,7.0,0.0,0.0,3.103825136612022
21109,1056,0.0,0.0,0.0,0.0,0.0
21111,445496,118.0,5.0,95.0,653.0,0.026487330974913355
21113,16361,27.0,3.0,0.0,0.0,0.16502658761689384
21115,3520,26.0,5.0,0.0,0.0,0.7386363636363636
21117,61172,0.0,0.0,31.0,209.0,0.0
21119,1497,291.0,6.0,0.0,0.0,19.438877755511022
21121,7782,37.0,3.0,0.0,0.0,0.4754561809303521
21123,1960,0.0,0.0,0.0,0.0,0.0
21125,22274,191.0,10.0,0.0,0.0,0.8575020202927179
21127,2474,24.0,3.0,0.0,0.0,0.9700889248181084
21129,1150,24.0,3.0,0.0,0.0,2.086956521739131
21131,1059,86.0,3.0,0.0,0.0,8.120868744098205
21133,2841,101.0,10.0,0.0,0.0,3.5550862372404084
21135,1217,0.0,0.0,0.0,0.0,0.0
21137,2616,0.0,0.0,0.0,0.0,0.0
21139,1702,295.0,4.0,0.0,0.0,17.332549941245592
21141,7008,0.0,0.0,0.0,0.0,0.0
21143,1368,0.0,0.0,0.0,0.0,0.0
21145,32167,40.0,3.0,8.0,22.0,0.12435104299437312
21147,1591,0.0,0.0,0.0,0.0,0.0
21149,945,0.0,0.0,0.0,0.0,0.0
21151,24427,52.0,3.0,0.0,0.0,0.21287919105907396
21153,1187,41.0,6.0,0.0,0.0,3.454085930918281
21155,7560,0.0,0.0,0.0,0.0,0.0
21157,8530,0.0,0.0,0.0,0.0,0.0
21159,1078,0.0,0.0,0.0,0.0,0.0
21161,6560,0.0,0.0,5.0,17.0,0.0
21163,3204,113.0,5.0,5.0,14.0,3.526841448189763
21165,463,0.0,0.0,0.0,0.0,0.0
21167,4678,0.0,0.0,0.0,0.0,0.0
21169,1240,0.0,0.0,0.0,0.0,0.0
21171,2494,0.0,0.0,0.0,0.0,0.0
21173,9176,0.0,0.0,0.0,0.0,0.0
21175,1822,0.0,0.0,0.0,0.0,0.0
21177,5686,278.0,7.0,0.0,0.0,4.889201547660922
21179,15589,0.0,0.0,3.0,5.0,0.0
21181,421,0.0,0.0,0.0,0.0,0.0
21183,6568,0.0,0.0,0.0,0.0,0.0
21185,13280,0.0,0.0,0.0,0.0,0.0
21187,863,0.0,0.0,0.0,0.0,0.0
21189,366,0.0,0.0,0.0,0.0,0.0
21191,1669,0.0,0.0,0.0,0.0,0.0
21193,8742,519.0,6.0,0.0,0.0,5.936856554564173
21195,16319,802.0,36.0,0.0,0.0,4.914516820883633
21197,1633,0.0,0.0,0.0,0.0,0.0
21199,20330,0.0,0.0,0.0,0.0,0.0
21201,138,0.0,0.0,0.0,0.0,0.0
21203,2733,0.0,0.0,0.0,0.0,0.0
21205,7440,0.0,0.0,0.0,0.0,0.0
21207,4375,0.0,0.0,0.0,0.0,0.0
21209,23685,0.0,0.0,4.0,80.0,0.0
21211,17946,0.0,0.0,0.0,0.0,0.0
21213,8559,0.0,0.0,0.0,0.0,0.0
21215,1248,0.0,0.0,0.0,0.0,0.0
21217,10330,0.0,0.0,0.0,0.0,0.0
21219,1476,0.0,0.0,0.0,0.0,0.0
21221,2039,0.0,0.0,0.0,0.0,0.0
21223,794,0.0,0.0,0.0,0.0,0.0
21225,3913,737.0,4.0,0.0,0.0,18.83465371837465
21227,55333,41.0,10.0,6.0,20.0,0.07409683190862595
21229,2884,0.0,0.0,0.0,0.0,0.0
21231,4325,0.0,0.0,0.0,0.0,0.0
21233,1733,0.0,0.0,0.0,0.0,0.0
21235,9564,75.0,7.0,0.0,0.0,0.7841907151819323
21237,896,0.0,0.0,0.0,0.0,0.0
21239,6928,0.0,0.0,0.0,0.0,0.0
22001,11873,303.0,26.0,7.0,31.0,2.552008759369999
22003,3513,65.0,6.0,0.0,0.0,1.8502704241389125
22005,39646,229.0,9.0,21.0,93.0,0.5776118650052969
22007,2595,50.0,5.0,0.0,0.0,1.9267822736030826
22009,7286,0.0,0.0,8.0,14.0,0.0
22011,6628,29.0,6.0,0.0,0.0,0.4375377187688594
22013,2952,277.0,15.0,0.0,0.0,9.383468834688347
22015,33914,709.0,48.0,11.0,33.0,2.090582060505986
22017,91919,1912.0,148.0,37.0,125.0,2.0800922551376755
22019,69775,238.0,15.0,32.0,212.0,0.3410963812253673
26003,1718,0.0,0.0,4.0,41.0,0.0
26011,3282,0.0,0.0,4.0,14.0,0.0
26013,1707,0.0,0.0,0.0,0.0,0.0
26019,3310,0.0,0.0,6.0,39.0,0.0
26027,7906,0.0,0.0,0.0,0.0,0.0
26031,4313,3.0,3.0,9.0,37.0,0.06955715279387896
26035,6077,6.0,3.0,6.0,37.0,0.09873292743129834
26039,3320,0.0,0.0,4.0,58.0,0.0
26047,14831,0.0,0.0,10.0,108.0,0.0
26057,10768,0.0,0.0,4.0,20.0,0.0
26059,10093,0.0,0.0,7.0,22.0,0.0
26065,107493,23.0,5.0,30.0,214.0,0.021396742113439945
22085,4301,36.0,15.0,0.0,0.0,0.8370146477563357
22023,1891,21.0,8.0,0.0,0.0,1.110523532522475
22025,1450,17.0,4.0,0.0,0.0,1.1724137931034484
22027,2175,210.0,17.0,0.0,0.0,9.655172413793103
22029,3640,77.0,10.0,0.0,0.0,2.1153846153846154
22031,4694,713.0,29.0,0.0,0.0,15.189603749467405
22033,228200,69.0,21.0,60.0,614.0,0.030236634531113058
22035,1189,0.0,0.0,0.0,0.0,0.0
22037,3365,26.0,5.0,0.0,0.0,0.7726597325408618
22039,6663,20.0,8.0,0.0,0.0,0.30016509079993997
22041,3715,7.0,8.0,0.0,0.0,0.18842530282637954
22043,1804,0.0,0.0,0.0,0.0,0.0
22045,19126,1344.0,40.0,4.0,17.0,7.027083551186866
22047,11103,0.0,0.0,5.0,29.0,0.0
22049,2699,0.0,0.0,0.0,0.0,0.0
22051,169655,352.0,27.0,103.0,519.0,0.2074798856502903
22053,6154,84.0,19.0,3.0,11.0,1.3649658758531036
22055,121403,5785.0,249.0,39.0,281.0,4.765121125507607
22057,25133,1648.0,45.0,17.0,80.0,6.557116142123901
22059,3760,200.0,24.0,0.0,0.0,5.319148936170213
22061,15029,115.0,16.0,0.0,0.0,0.7651873045445472
22063,24137,24.0,10.0,14.0,72.0,0.0994324066785433
22065,2529,0.0,0.0,3.0,8.0,0.0
22067,5243,0.0,0.0,0.0,0.0,0.0
22069,11638,154.0,13.0,3.0,11.0,1.3232514177693762
22073,57949,130.0,20.0,9.0,73.0,0.22433519128889196
22075,8003,392.0,17.0,6.0,26.0,4.898163188804198
22077,3788,120.0,4.0,7.0,12.0,3.167898627243928
22079,46525,24.0,7.0,11.0,46.0,0.05158516926383665
22081,1776,0.0,0.0,0.0,0.0,0.0
22083,5085,40.0,5.0,0.0,0.0,0.7866273352999017
